ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	Prepared	7/11/2010
1	Bristol District	052	Lee County	8	Rural Minor Collector			              	5,296	0.01%	0.00%	28.10	0.06%	0.04%																																											5,296	0.00%	28.10	0.04%
1	Bristol District	052	Lee County	9	Rural Local System			              	80,626	0.20%	0.04%	445.29	0.92%	0.60%																																											80,626	0.04%	445.29	0.60%
1	Bristol District	052	Lee County Total:						142,506	0.36%	0.06%	576.69	1.19%	0.78%	428,191	0.63%	0.19%	111.00	1.33%	0.15%																																					570,697	0.26%	687.69	0.93%
1	Bristol District	083	Russell County	2	Rural Principal Arterial - Other			              							444,128	0.66%	0.20%	41.63	0.50%	0.06%																																					444,128	0.20%	41.63	0.06%
1	Bristol District	083	Russell County	6	Rural Minor Arterial			              							103,393	0.15%	0.05%	27.05	0.32%	0.04%																																					103,393	0.05%	27.05	0.04%
1	Bristol District	083	Russell County	7	Rural Major Collector			              	75,640	0.19%	0.03%	101.86	0.21%	0.14%	89,681	0.13%	0.04%	37.16	0.45%	0.05%																																					165,321	0.07%	139.02	0.19%
1	Bristol District	083	Russell County	8	Rural Minor Collector			              	11,128	0.03%	0.01%	28.97	0.06%	0.04%																																											11,128	0.01%	28.97	0.04%
1	Bristol District	083	Russell County	9	Rural Local System			              	101,446	0.26%	0.05%	462.02	0.95%	0.62%																																											101,446	0.05%	462.02	0.62%
1	Bristol District	083	Russell County	17	Urban Collector			              							1,572	0.00%	0.00%	0.45	0.01%	0.00%																																					1,572	0.00%	0.45	0.00%
1	Bristol District	083	Russell County	19	Urban Local System			              	91	0.00%	0.00%	0.20	0.00%	0.00%																																											91	0.00%	0.20	0.00%
1	Bristol District	083	Russell County Total:						188,304	0.48%	0.08%	593.05	1.22%	0.80%	638,775	0.94%	0.29%	106.29	1.28%	0.14%																																					827,079	0.37%	699.34	0.94%
1	Bristol District	084	Scott County	2	Rural Principal Arterial - Other			              							228,019	0.34%	0.10%	18.28	0.22%	0.02%																																					228,019	0.10%	18.28	0.02%
1	Bristol District	084	Scott County	6	Rural Minor Arterial			              							98,603	0.15%	0.04%	38.19	0.46%	0.05%																																					98,603	0.04%	38.19	0.05%
1	Bristol District	084	Scott County	7	Rural Major Collector			              	58,084	0.15%	0.03%	86.80	0.18%	0.12%	53,458	0.08%	0.02%	44.76	0.54%	0.06%																																					111,542	0.05%	131.56	0.18%
1	Bristol District	084	Scott County	8	Rural Minor Collector			              	9,257	0.02%	0.00%	28.87	0.06%	0.04%																																											9,257	0.00%	28.87	0.04%
1	Bristol District	084	Scott County	9	Rural Local System			              	98,019	0.25%	0.04%	541.08	1.11%	0.73%	1,380	0.00%	0.00%	4.29	0.05%	0.01%																																					99,399	0.04%	545.37	0.74%
1	Bristol District	084	Scott County	12	Urban Principal Arterial - Other Freeways or Expressways			              							33,039	0.05%	0.01%	2.73	0.03%	0.00%																																					33,039	0.01%	2.73	0.00%
1	Bristol District	084	Scott County	14	Urban Principal Arterial - Other			              							102,640	0.15%	0.05%	4.98	0.06%	0.01%																																					102,640	0.05%	4.98	0.01%
1	Bristol District	084	Scott County	16	Urban Minor Arterial			              							42,335	0.06%	0.02%	6.67	0.08%	0.01%																																					42,335	0.02%	6.67	0.01%
1	Bristol District	084	Scott County	17	Urban Collector			              	19,510	0.05%	0.01%	6.04	0.01%	0.01%																																											19,510	0.01%	6.04	0.01%
1	Bristol District	084	Scott County	19	Urban Local System			              	10,463	0.03%	0.00%	34.51	0.07%	0.05%																																											10,463	0.00%	34.51	0.05%
1	Bristol District	084	Scott County Total:						195,332	0.49%	0.09%	697.30	1.43%	0.94%	559,473	0.83%	0.25%	119.90	1.44%	0.16%																																					754,805	0.34%	817.20	1.10%
1	Bristol District	086	Smyth County	1	Rural Principal Arterial - Interstate			              													575,495	0.88%	0.26%	22.19	1.98%	0.03%																															575,495	0.26%	22.19	0.03%
1	Bristol District	086	Smyth County	6	Rural Minor Arterial			              							33,472	0.05%	0.02%	15.11	0.18%	0.02%																																					33,472	0.02%	15.11	0.02%
1	Bristol District	086	Smyth County	7	Rural Major Collector			              	80,957	0.20%	0.04%	74.72	0.15%	0.10%	143,908	0.21%	0.06%	65.76	0.79%	0.09%																																					224,866	0.10%	140.48	0.19%
1	Bristol District	086	Smyth County	8	Rural Minor Collector			              	14,595	0.04%	0.01%	21.03	0.04%	0.03%																																											14,595	0.01%	21.03	0.03%
1	Bristol District	086	Smyth County	9	Rural Local System			              	115,156	0.29%	0.05%	346.25	0.71%	0.47%	1,645	0.00%	0.00%	5.87	0.07%	0.01%																																					116,801	0.05%	352.12	0.47%
1	Bristol District	086	Smyth County	11	Urban Principal Arterial - Interstate			              													31,062	0.05%	0.01%	1.17	0.10%	0.00%																															31,062	0.01%	1.17	0.00%
1	Bristol District	086	Smyth County	16	Urban Minor Arterial			              							25,502	0.04%	0.01%	4.87	0.06%	0.01%																																					25,502	0.01%	4.87	0.01%
1	Bristol District	086	Smyth County	17	Urban Collector			              	1,198	0.00%	0.00%	0.93	0.00%	0.00%																																											1,198	0.00%	0.93	0.00%
1	Bristol District	086	Smyth County	19	Urban Local System			              	2,245	0.01%	0.00%	5.08	0.01%	0.01%	2,024	0.00%	0.00%	2.40	0.03%	0.00%																																					4,269	0.00%	7.48	0.01%
1	Bristol District	086	Smyth County Total:						214,151	0.54%	0.10%	448.01	0.92%	0.60%	206,551	0.31%	0.09%	94.01	1.13%	0.13%	606,558	0.92%	0.27%	23.36	2.09%	0.03%																															1,027,260	0.46%	565.38	0.76%
1	Bristol District	092	Tazewell County	2	Rural Principal Arterial - Other			              							421,020	0.62%	0.19%	37.19	0.45%	0.05%																																					421,020	0.19%	37.19	0.05%
1	Bristol District	092	Tazewell County	6	Rural Minor Arterial			              							32,836	0.05%	0.01%	9.40	0.11%	0.01%																																					32,836	0.01%	9.40	0.01%
1	Bristol District	092	Tazewell County	7	Rural Major Collector			              	76,982	0.19%	0.03%	61.88	0.13%	0.08%	89,838	0.13%	0.04%	65.96	0.79%	0.09%																																					166,820	0.08%	127.84	0.17%
1	Bristol District	092	Tazewell County	8	Rural Minor Collector			              	8,128	0.02%	0.00%	19.92	0.04%	0.03%																																											8,128	0.00%	19.92	0.03%
1	Bristol District	092	Tazewell County	9	Rural Local System			              	105,928	0.27%	0.05%	369.49	0.76%	0.50%	954	0.00%	0.00%	1.81	0.02%	0.00%																																					106,883	0.05%	371.30	0.50%
1	Bristol District	092	Tazewell County	12	Urban Principal Arterial - Other Freeways or Expressways			              							43,806	0.06%	0.02%	3.77	0.05%	0.01%																																					43,806	0.02%	3.77	0.01%
1	Bristol District	092	Tazewell County	14	Urban Principal Arterial - Other			              							152,366	0.23%	0.07%	9.92	0.12%	0.01%																																					152,366	0.07%	9.92	0.01%
1	Bristol District	092	Tazewell County	16	Urban Minor Arterial			              							10,841	0.02%	0.00%	0.92	0.01%	0.00%																																					10,841	0.00%	0.92	0.00%
1	Bristol District	092	Tazewell County	17	Urban Collector			              	1,422	0.00%	0.00%	1.74	0.00%	0.00%	8,553	0.01%	0.00%	2.74	0.03%	0.00%																																					9,974	0.00%	4.48	0.01%
1	Bristol District	092	Tazewell County	19	Urban Local System			              	9,750	0.02%	0.00%	20.42	0.04%	0.03%	1,037	0.00%	0.00%	0.62	0.01%	0.00%																																					10,787	0.00%	21.04	0.03%
1	Bristol District	092	Tazewell County Total:						202,210	0.51%	0.09%	473.45	0.97%	0.64%	761,250	1.13%	0.34%	132.33	1.59%	0.18%																																					963,460	0.43%	605.78	0.82%
1	Bristol District	095	Washington County	1	Rural Principal Arterial - Interstate			              													698,682	1.06%	0.32%	21.11	1.89%	0.03%																															698,682	0.32%	21.11	0.03%
1	Bristol District	095	Washington County	2	Rural Principal Arterial - Other			              							138,154	0.20%	0.06%	8.87	0.11%	0.01%																																					138,154	0.06%	8.87	0.01%
1	Bristol District	095	Washington County	6	Rural Minor Arterial			              							86,701	0.13%	0.04%	30.98	0.37%	0.04%																																					86,701	0.04%	30.98	0.04%
1	Bristol District	095	Washington County	7	Rural Major Collector			              	98,309	0.25%	0.04%	105.64	0.22%	0.14%	121,677	0.18%	0.05%	52.69	0.63%	0.07%																																					219,986	0.10%	158.33	0.21%
1	Bristol District	095	Washington County	8	Rural Minor Collector			              	18,019	0.05%	0.01%	22.35	0.05%	0.03%																																											18,019	0.01%	22.35	0.03%
1	Bristol District	095	Washington County	9	Rural Local System			              	179,442	0.45%	0.08%	525.41	1.08%	0.71%	2,046	0.00%	0.00%	5.87	0.07%	0.01%																																					181,489	0.08%	531.28	0.72%
1	Bristol District	095	Washington County	11	Urban Principal Arterial - Interstate			              													594,864	0.90%	0.27%	14.58	1.30%	0.02%																															594,864	0.27%	14.58	0.02%
1	Bristol District	095	Washington County	12	Urban Principal Arterial - Other Freeways or Expressways			              							20,313	0.03%	0.01%	1.20	0.01%	0.00%																																					20,313	0.01%	1.20	0.00%
1	Bristol District	095	Washington County	14	Urban Principal Arterial - Other			              							14,539	0.02%	0.01%	1.89	0.02%	0.00%																																					14,539	0.01%	1.89	0.00%
1	Bristol District	095	Washington County	16	Urban Minor Arterial			              	9,407	0.02%	0.00%	1.92	0.00%	0.00%	71,875	0.11%	0.03%	8.25	0.10%	0.01%																																					81,282	0.04%	10.17	0.01%
1	Bristol District	095	Washington County	17	Urban Collector			              	40,195	0.10%	0.02%	18.34	0.04%	0.02%	543	0.00%	0.00%	0.13	0.00%	0.00%																																					40,738	0.02%	18.47	0.02%
1	Bristol District	095	Washington County	19	Urban Local System			              	47,697	0.12%	0.02%	86.10	0.18%	0.12%	24,092	0.04%	0.01%	15.47	0.19%	0.02%																																					71,789	0.03%	101.57	0.14%
1	Bristol District	095	Washington County Total:						393,070	1.00%	0.18%	759.76	1.56%	1.02%	479,941	0.71%	0.22%	125.35	1.51%	0.17%	1,293,546	1.97%	0.58%	35.69	3.19%	0.05%																															2,166,557	0.98%	920.80	1.24%
1	Bristol District	097	Wise County	2	Rural Principal Arterial - Other			              							458,932	0.68%	0.21%	43.70	0.53%	0.06%																																					458,932	0.21%	43.70	0.06%
1	Bristol District	097	Wise County	6	Rural Minor Arterial			              							32,777	0.05%	0.01%	6.29	0.08%	0.01%																																					32,777	0.01%	6.29	0.01%
1	Bristol District	097	Wise County	7	Rural Major Collector			              	92,884	0.24%	0.04%	73.64	0.15%	0.10%	163,288	0.24%	0.07%	45.80	0.55%	0.06%																																					256,172	0.12%	119.44	0.16%
1	Bristol District	097	Wise County	8	Rural Minor Collector			              	14,876	0.04%	0.01%	14.52	0.03%	0.02%																																											14,876	0.01%	14.52	0.02%
1	Bristol District	097	Wise County	9	Rural Local System			              	143,070	0.36%	0.06%	292.44	0.60%	0.39%	3,936	0.01%	0.00%	3.02	0.04%	0.00%																																					147,006	0.07%	295.46	0.40%
1	Bristol District	097	Wise County	12	Urban Principal Arterial - Other Freeways or Expressways			              							84,738	0.13%	0.04%	5.03	0.06%	0.01%																																					84,738	0.04%	5.03	0.01%
1	Bristol District	097	Wise County	14	Urban Principal Arterial - Other			              							58,226	0.09%	0.03%	3.84	0.05%	0.01%																																					58,226	0.03%	3.84	0.01%
1	Bristol District	097	Wise County	16	Urban Minor Arterial			              	11,905	0.03%	0.01%	2.13	0.00%	0.00%	38,936	0.06%	0.02%	5.27	0.06%	0.01%																																					50,841	0.02%	7.40	0.01%
1	Bristol District	097	Wise County	17	Urban Collector			              	11,411	0.03%	0.01%	4.37	0.01%	0.01%	5,181	0.01%	0.00%	3.32	0.04%	0.00%																																					16,592	0.01%	7.69	0.01%
1	Bristol District	097	Wise County	19	Urban Local System			              	5,038	0.01%	0.00%	13.78	0.03%	0.02%	5,008	0.01%	0.00%	1.61	0.02%	0.00%																																					10,047	0.00%	15.39	0.02%
1	Bristol District	097	Wise County Total:						279,184	0.71%	0.13%	400.88	0.82%	0.54%	851,023	1.26%	0.38%	117.88	1.42%	0.16%																																					1,130,207	0.51%	518.76	0.70%
1	Bristol District	098	Wythe County	1	Rural Principal Arterial - Interstate			              													1,176,000	1.79%	0.53%	37.44	3.34%	0.05%																															1,176,000	0.53%	37.44	0.05%
1	Bristol District	098	Wythe County	6	Rural Minor Arterial			              							47,237	0.07%	0.02%	16.90	0.20%	0.02%																																					47,237	0.02%	16.90	0.02%
1	Bristol District	098	Wythe County	7	Rural Major Collector			              	64,034	0.16%	0.03%	81.91	0.17%	0.11%	122,850	0.18%	0.06%	51.56	0.62%	0.07%																																					186,885	0.08%	133.47	0.18%
1	Bristol District	098	Wythe County	8	Rural Minor Collector			              	2,744	0.01%	0.00%	6.62	0.01%	0.01%																																											2,744	0.00%	6.62	0.01%
1	Bristol District	098	Wythe County	9	Rural Local System			              	92,649	0.23%	0.04%	368.84	0.76%	0.50%	79,497	0.12%	0.04%	25.38	0.30%	0.03%																																					172,147	0.08%	394.22	0.53%
1	Bristol District	098	Wythe County	11	Urban Principal Arterial - Interstate			              													208,632	0.32%	0.09%	6.90	0.62%	0.01%																															208,632	0.09%	6.90	0.01%
1	Bristol District	098	Wythe County	14	Urban Principal Arterial - Other			              							6,783	0.01%	0.00%	0.20	0.00%	0.00%																																					6,783	0.00%	0.20	0.00%
1	Bristol District	098	Wythe County	16	Urban Minor Arterial			              							3,995	0.01%	0.00%	0.19	0.00%	0.00%																																					3,995	0.00%	0.19	0.00%
1	Bristol District	098	Wythe County	17	Urban Collector			              							1,210	0.00%	0.00%	0.77	0.01%	0.00%																																					1,210	0.00%	0.77	0.00%
1	Bristol District	098	Wythe County	19	Urban Local System			              	1,974	0.00%	0.00%	5.83	0.01%	0.01%	4,951	0.01%	0.00%	3.56	0.04%	0.00%																																					6,926	0.00%	9.39	0.01%
1	Bristol District	098	Wythe County Total:						161,402	0.41%	0.07%	463.20	0.95%	0.62%	266,523	0.39%	0.12%	98.56	1.18%	0.13%	1,384,632	2.11%	0.62%	44.34	3.96%	0.06%																															1,812,557	0.82%	606.10	0.82%
1	Bristol District	140	Town of Abingdon	14	Urban Principal Arterial - Other			              																															38,976	0.18%	0.02%	1.94	0.16%	0.00%													38,976	0.02%	1.94	0.00%
1	Bristol District	140	Town of Abingdon	16	Urban Minor Arterial			              																															71,290	0.34%	0.03%	5.86	0.47%	0.01%													71,290	0.03%	5.86	0.01%
1	Bristol District	140	Town of Abingdon	17	Urban Collector			              																									16,897	0.09%	0.01%	3.32	0.03%	0.00%	8,501	0.04%	0.00%	0.98	0.08%	0.00%													25,398	0.01%	4.30	0.01%
1	Bristol District	140	Town of Abingdon	19	Urban Local System			              																									26,187	0.14%	0.01%	42.69	0.41%	0.06%																			26,187	0.01%	42.69	0.06%
1	Bristol District	140	Town of Abingdon Total:																														43,084	0.23%	0.02%	46.01	0.45%	0.06%	118,767	0.56%	0.05%	8.78	0.71%	0.01%													161,851	0.07%	54.79	0.07%
1	Bristol District	101	Town of Big Stone Gap	16	Urban Minor Arterial			              																									16,726	0.09%	0.01%	2.71	0.03%	0.00%	27,667	0.13%	0.01%	3.62	0.29%	0.00%													44,392	0.02%	6.33	0.01%
1	Bristol District	101	Town of Big Stone Gap	17	Urban Collector			              																									2,418	0.01%	0.00%	1.30	0.01%	0.00%																			2,418	0.00%	1.30	0.00%
1	Bristol District	101	Town of Big Stone Gap	19	Urban Local System			              																									13,936	0.07%	0.01%	20.76	0.20%	0.03%																			13,936	0.01%	20.76	0.03%
1	Bristol District	101	Town of Big Stone Gap Total:																														33,080	0.17%	0.01%	24.77	0.24%	0.03%	27,667	0.13%	0.01%	3.62	0.29%	0.00%													60,747	0.03%	28.39	0.04%
1	Bristol District	143	Town of Bluefield	16	Urban Minor Arterial			              																									1,288	0.01%	0.00%	0.11	0.00%	0.00%	26,549	0.13%	0.01%	4.72	0.38%	0.01%													27,837	0.01%	4.83	0.01%
1	Bristol District	143	Town of Bluefield	17	Urban Collector			              																									12,379	0.06%	0.01%	5.12	0.05%	0.01%	14,379	0.07%	0.01%	1.26	0.10%	0.00%													26,757	0.01%	6.38	0.01%
1	Bristol District	143	Town of Bluefield	19	Urban Local System			              																									19,167	0.10%	0.01%	27.44	0.27%	0.04%																			19,167	0.01%	27.44	0.04%
1	Bristol District	143	Town of Bluefield Total:																														32,834	0.17%	0.01%	32.67	0.32%	0.04%	40,928	0.19%	0.02%	5.98	0.48%	0.01%													73,762	0.03%	38.65	0.05%
1	Bristol District	102	City of Bristol	14	Urban Principal Arterial - Other			              																															74,306	0.35%	0.03%	5.92	0.48%	0.01%													74,306	0.03%	5.92	0.01%
1	Bristol District	102	City of Bristol	16	Urban Minor Arterial			              																									62,125	0.33%	0.03%	8.32	0.08%	0.01%	57,049	0.27%	0.03%	6.03	0.48%	0.01%													119,174	0.05%	14.35	0.02%
1	Bristol District	102	City of Bristol	17	Urban Collector			              																									38,069	0.20%	0.02%	11.36	0.11%	0.02%																			38,069	0.02%	11.36	0.02%
1	Bristol District	102	City of Bristol	19	Urban Local System			              																									34,085	0.18%	0.02%	92.00	0.89%	0.12%																			34,085	0.02%	92.00	0.12%
1	Bristol District	102	City of Bristol Total:																														134,279	0.70%	0.06%	111.68	1.08%	0.15%	131,355	0.62%	0.06%	11.95	0.96%	0.02%													265,634	0.12%	123.63	0.17%
1	Bristol District	252	Town of Lebanon	6	Rural Minor Arterial			              																															44,565	0.21%	0.02%	5.26	0.42%	0.01%													44,565	0.02%	5.26	0.01%
1	Bristol District	252	Town of Lebanon	7	Rural Major Collector			              																									4,866	0.03%	0.00%	1.29	0.01%	0.00%	2,655	0.01%	0.00%	0.58	0.05%	0.00%													7,521	0.00%	1.87	0.00%
1	Bristol District	252	Town of Lebanon	9	Rural Local System			              																									22,236	0.12%	0.01%	24.02	0.23%	0.03%																			22,236	0.01%	24.02	0.03%
1	Bristol District	252	Town of Lebanon Total:																														27,102	0.14%	0.01%	25.31	0.25%	0.03%	47,220	0.22%	0.02%	5.84	0.47%	0.01%													74,322	0.03%	31.15	0.04%
1	Bristol District	119	Town of Marion	16	Urban Minor Arterial			              																															52,433	0.25%	0.02%	5.49	0.44%	0.01%													52,433	0.02%	5.49	0.01%
1	Bristol District	119	Town of Marion	17	Urban Collector			              																									12,780	0.07%	0.01%	5.40	0.05%	0.01%																			12,780	0.01%	5.40	0.01%
1	Bristol District	119	Town of Marion	19	Urban Local System			              																									15,591	0.08%	0.01%	30.73	0.30%	0.04%																			15,591	0.01%	30.73	0.04%
1	Bristol District	119	Town of Marion Total:																														28,371	0.15%	0.01%	36.13	0.35%	0.05%	52,433	0.25%	0.02%	5.49	0.44%	0.01%													80,804	0.04%	41.62	0.06%
1	Bristol District	146	City of Norton	16	Urban Minor Arterial			              																									4,972	0.03%	0.00%	1.42	0.01%	0.00%	27,913	0.13%	0.01%	4.03	0.32%	0.01%													32,885	0.01%	5.45	0.01%
1	Bristol District	146	City of Norton	17	Urban Collector			              																									15,925	0.08%	0.01%	3.87	0.04%	0.01%	2,862	0.01%	0.00%	1.71	0.14%	0.00%													18,786	0.01%	5.58	0.01%
1	Bristol District	146	City of Norton	19	Urban Local System			              																									16,343	0.09%	0.01%	19.35	0.19%	0.03%																			16,343	0.01%	19.35	0.03%
1	Bristol District	146	City of Norton Total:																														37,239	0.20%	0.02%	24.64	0.24%	0.03%	30,775	0.15%	0.01%	5.74	0.46%	0.01%													68,014	0.03%	30.38	0.04%
1	Bristol District	148	Town of Richlands	16	Urban Minor Arterial			              																															24,313	0.12%	0.01%	4.28	0.34%	0.01%													24,313	0.01%	4.28	0.01%
1	Bristol District	148	Town of Richlands	17	Urban Collector			              																									9,518	0.05%	0.00%	2.18	0.02%	0.00%	1,213	0.01%	0.00%	0.20	0.02%	0.00%													10,731	0.00%	2.38	0.00%
1	Bristol District	148	Town of Richlands	19	Urban Local System			              																									28,052	0.15%	0.01%	30.28	0.29%	0.04%																			28,052	0.01%	30.28	0.04%
