ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009	Prepared	7/11/2010
 		003	Alleghany County	7	Rural Major Collector			              	41,161	0.06%	0.02%	52.02	0.08%	0.07%	60,911	0.07%	0.03%	53.73	0.54%	0.07%	0	0.00%	0.00%	0.00	0.00%	0.00%	102,072	0.05%	105.75	0.14%
 		003	Alleghany County	8	Rural Minor Collector			              	1,537	0.00%	0.00%	3.79	0.01%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,537	0.00%	3.79	0.01%
 		003	Alleghany County	9	Rural Local System			              	89,340	0.14%	0.04%	269.24	0.43%	0.36%	1,593	0.00%	0.00%	9.09	0.09%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	90,933	0.04%	278.33	0.38%
 		003	Alleghany County	19	Urban Local System			              	0	0.00%	0.00%	0.00	0.00%	0.00%	111	0.00%	0.00%	1.09	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	111	0.00%	1.09	0.00%
 		003	Alleghany County Total:						132,038	0.20%	0.06%	325.05	0.52%	0.44%	119,751	0.13%	0.05%	83.03	0.83%	0.11%	425,928	0.65%	0.19%	38.04	3.40%	0.05%	677,717	0.31%	446.12	0.60%
 		004	Amelia County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	281,412	0.31%	0.13%	18.89	0.19%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	281,412	0.13%	18.89	0.03%
 		004	Amelia County	7	Rural Major Collector			              	86,478	0.13%	0.04%	63.99	0.10%	0.09%	66,590	0.07%	0.03%	20.54	0.21%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	153,067	0.07%	84.53	0.11%
 		004	Amelia County	8	Rural Minor Collector			              	31,101	0.05%	0.01%	41.36	0.07%	0.06%	154	0.00%	0.00%	0.06	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	31,254	0.01%	41.42	0.06%
 		004	Amelia County	9	Rural Local System			              	63,990	0.10%	0.03%	260.50	0.41%	0.35%	13	0.00%	0.00%	0.54	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	64,003	0.03%	261.04	0.35%
 		004	Amelia County Total:						181,569	0.28%	0.08%	365.85	0.58%	0.49%	348,168	0.38%	0.16%	40.03	0.40%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	529,737	0.24%	405.88	0.55%
 		005	Amherst County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	76,590	0.08%	0.03%	5.37	0.05%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	76,590	0.03%	5.37	0.01%
 		005	Amherst County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	130,141	0.14%	0.06%	75.25	0.75%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	130,141	0.06%	75.25	0.10%
 		005	Amherst County	7	Rural Major Collector			              	53,508	0.08%	0.02%	89.16	0.14%	0.12%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	53,508	0.02%	89.16	0.12%
 		005	Amherst County	8	Rural Minor Collector			              	8,764	0.01%	0.00%	30.23	0.05%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	8,764	0.00%	30.23	0.04%
 		005	Amherst County	9	Rural Local System			              	71,677	0.11%	0.03%	370.14	0.59%	0.50%	21	0.00%	0.00%	0.04	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	71,698	0.03%	370.18	0.50%
 		005	Amherst County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%	0.00	0.00%	0.00%	217,055	0.24%	0.10%	13.73	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	217,055	0.10%	13.73	0.02%
 		005	Amherst County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	179,616	0.20%	0.08%	13.07	0.13%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	179,616	0.08%	13.07	0.02%
 		005	Amherst County	16	Urban Minor Arterial			              	10,216	0.02%	0.00%	3.10	0.00%	0.00%	98,494	0.11%	0.04%	9.36	0.09%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	108,710	0.05%	12.46	0.02%
 		005	Amherst County	17	Urban Collector			              	54,591	0.08%	0.02%	25.73	0.04%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	54,591	0.02%	25.73	0.03%
 		005	Amherst County	19	Urban Local System			              	33,333	0.05%	0.02%	79.34	0.13%	0.11%	6,475	0.01%	0.00%	4.34	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	39,807	0.02%	83.68	0.11%
 		005	Amherst County Total:						232,088	0.36%	0.10%	597.70	0.95%	0.81%	708,391	0.78%	0.32%	121.16	1.21%	0.16%	0	0.00%	0.00%	0.00	0.00%	0.00%	940,479	0.42%	718.86	0.97%
 		006	Appomattox County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	207,241	0.23%	0.09%	16.79	0.17%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	207,241	0.09%	16.79	0.02%
 		006	Appomattox County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	54,108	0.06%	0.02%	27.12	0.27%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	54,108	0.02%	27.12	0.04%
 		006	Appomattox County	7	Rural Major Collector			              	59,155	0.09%	0.03%	75.84	0.12%	0.10%	9,552	0.01%	0.00%	2.34	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	68,707	0.03%	78.18	0.11%
 		006	Appomattox County	8	Rural Minor Collector			              	11,554	0.02%	0.01%	45.21	0.07%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	11,554	0.01%	45.21	0.06%
 		006	Appomattox County	9	Rural Local System			              	52,325	0.08%	0.02%	299.62	0.48%	0.40%	354	0.00%	0.00%	1.41	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	52,678	0.02%	301.03	0.41%
 		006	Appomattox County Total:						123,033	0.19%	0.06%	420.67	0.67%	0.57%	271,255	0.30%	0.12%	47.66	0.48%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	394,289	0.18%	468.33	0.63%
 		000	Arlington County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,423,223	2.17%	0.64%	10.96	0.98%	0.01%	1,423,223	0.64%	10.96	0.01%
 		000	Arlington County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%	0.00	0.00%	0.00%	1,025,400	1.12%	0.46%	16.48	0.16%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,025,400	0.46%	16.48	0.02%
 		000	Arlington County	14	Urban Principal Arterial - Other			              	64,648	0.10%	0.03%	4.65	0.01%	0.01%	634,298	0.69%	0.29%	23.86	0.24%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	698,946	0.32%	28.51	0.04%
 		000	Arlington County	16	Urban Minor Arterial			              	517,406	0.80%	0.23%	45.81	0.07%	0.06%	104,636	0.11%	0.05%	6.98	0.07%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	622,042	0.28%	52.79	0.07%
 		000	Arlington County	17	Urban Collector			              	171,551	0.27%	0.08%	30.06	0.05%	0.04%	1,287	0.00%	0.00%	1.06	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	172,838	0.08%	31.12	0.04%
 		000	Arlington County	19	Urban Local System			              	396,596	0.61%	0.18%	304.46	0.48%	0.41%	2,467	0.00%	0.00%	3.77	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	399,063	0.18%	308.23	0.42%
 		000	Arlington County Total:						1,150,201	1.78%	0.52%	384.98	0.61%	0.52%	1,768,088	1.94%	0.80%	52.15	0.52%	0.07%	1,423,223	2.17%	0.64%	10.96	0.98%	0.01%	4,341,512	1.96%	448.09	0.60%
 		007	Augusta County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,768,416	2.69%	0.80%	41.41	3.70%	0.06%	1,768,416	0.80%	41.41	0.06%
 		007	Augusta County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	637,759	0.70%	0.29%	136.56	1.37%	0.18%	0	0.00%	0.00%	0.00	0.00%	0.00%	637,759	0.29%	136.56	0.18%
 		007	Augusta County	7	Rural Major Collector			              	321,570	0.50%	0.15%	171.55	0.27%	0.23%	290,422	0.32%	0.13%	62.50	0.63%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	611,992	0.28%	234.05	0.32%
 		007	Augusta County	8	Rural Minor Collector			              	79,060	0.12%	0.04%	102.84	0.16%	0.14%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	79,060	0.04%	102.84	0.14%
 		007	Augusta County	9	Rural Local System			              	233,748	0.36%	0.11%	830.71	1.32%	1.12%	2,543	0.00%	0.00%	7.42	0.07%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	236,291	0.11%	838.13	1.13%
 		007	Augusta County	17	Urban Collector			              	29,230	0.05%	0.01%	7.36	0.01%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	29,230	0.01%	7.36	0.01%
 		007	Augusta County	19	Urban Local System			              	14,059	0.02%	0.01%	25.42	0.04%	0.03%	5,969	0.01%	0.00%	0.47	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	20,029	0.01%	25.89	0.03%
 		007	Augusta County Total:						677,668	1.05%	0.31%	1,137.88	1.80%	1.53%	936,692	1.03%	0.42%	206.95	2.07%	0.28%	1,768,416	2.69%	0.80%	41.41	3.70%	0.06%	3,382,776	1.53%	1,386.24	1.87%
 		008	Bath County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	88,448	0.10%	0.04%	74.80	0.75%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	88,448	0.04%	74.80	0.10%
 		008	Bath County	7	Rural Major Collector			              	19,684	0.03%	0.01%	49.75	0.08%	0.07%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	19,684	0.01%	49.75	0.07%
 		008	Bath County	8	Rural Minor Collector			              	3,057	0.00%	0.00%	26.38	0.04%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,057	0.00%	26.38	0.04%
 		008	Bath County	9	Rural Local System			              	79,503	0.12%	0.04%	280.15	0.44%	0.38%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	79,503	0.04%	280.15	0.38%
 		008	Bath County Total:						102,244	0.16%	0.05%	356.28	0.57%	0.48%	88,448	0.10%	0.04%	74.80	0.75%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	190,691	0.09%	431.08	0.58%
 		009	Bedford County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	413,239	0.45%	0.19%	25.38	0.25%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	413,239	0.19%	25.38	0.03%
 		009	Bedford County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	393,547	0.43%	0.18%	89.74	0.90%	0.12%	0	0.00%	0.00%	0.00	0.00%	0.00%	393,547	0.18%	89.74	0.12%
 		009	Bedford County	7	Rural Major Collector			              	205,951	0.32%	0.09%	163.49	0.26%	0.22%	76,789	0.08%	0.03%	39.65	0.40%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	282,739	0.13%	203.14	0.27%
 		009	Bedford County	8	Rural Minor Collector			              	41,654	0.06%	0.02%	34.12	0.05%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	41,654	0.02%	34.12	0.05%
 		009	Bedford County	9	Rural Local System			              	198,639	0.31%	0.09%	730.04	1.16%	0.98%	25	0.00%	0.00%	0.19	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	198,664	0.09%	730.23	0.98%
 		009	Bedford County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	38,654	0.04%	0.02%	2.32	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	38,654	0.02%	2.32	0.00%
 		009	Bedford County	16	Urban Minor Arterial			              	28,766	0.04%	0.01%	3.08	0.00%	0.00%	109,774	0.12%	0.05%	6.04	0.06%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	138,540	0.06%	9.12	0.01%
 		009	Bedford County	17	Urban Collector			              	58,516	0.09%	0.03%	14.53	0.02%	0.02%	1,455	0.00%	0.00%	0.90	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	59,971	0.03%	15.43	0.02%
 		009	Bedford County	19	Urban Local System			              	69,068	0.11%	0.03%	76.99	0.12%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	69,068	0.03%	76.99	0.10%
 		009	Bedford County Total:						602,594	0.93%	0.27%	1,022.25	1.62%	1.38%	1,033,484	1.13%	0.47%	164.22	1.64%	0.22%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,636,077	0.74%	1,186.47	1.60%
 		010	Bland County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	557,769	0.85%	0.25%	21.19	1.89%	0.03%	557,769	0.25%	21.19	0.03%
 		010	Bland County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	31,239	0.03%	0.01%	14.24	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	31,239	0.01%	14.24	0.02%
 		010	Bland County	7	Rural Major Collector			              	12,108	0.02%	0.01%	15.70	0.02%	0.02%	39,169	0.04%	0.02%	63.45	0.64%	0.09%	0	0.00%	0.00%	0.00	0.00%	0.00%	51,277	0.02%	79.15	0.11%
 		010	Bland County	9	Rural Local System			              	60,513	0.09%	0.03%	210.34	0.33%	0.28%	1,112	0.00%	0.00%	2.11	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	61,625	0.03%	212.45	0.29%
 		010	Bland County Total:						72,621	0.11%	0.03%	226.04	0.36%	0.30%	71,521	0.08%	0.03%	79.80	0.80%	0.11%	557,769	0.85%	0.25%	21.19	1.89%	0.03%	701,910	0.32%	327.03	0.44%
 		011	Botetourt County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	797,226	1.21%	0.36%	22.27	1.99%	0.03%	797,226	0.36%	22.27	0.03%
 		011	Botetourt County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	257,745	0.28%	0.12%	30.22	0.30%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	257,745	0.12%	30.22	0.04%
 		011	Botetourt County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	12,080	0.01%	0.01%	25.71	0.26%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	12,080	0.01%	25.71	0.03%
 		011	Botetourt County	7	Rural Major Collector			              	40,953	0.06%	0.02%	44.68	0.07%	0.06%	65,169	0.07%	0.03%	31.30	0.31%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	106,121	0.05%	75.98	0.10%
 		011	Botetourt County	8	Rural Minor Collector			              	8,429	0.01%	0.00%	16.84	0.03%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	8,429	0.00%	16.84	0.02%
 		011	Botetourt County	9	Rural Local System			              	95,586	0.15%	0.04%	424.81	0.67%	0.57%	11,091	0.01%	0.01%	14.28	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	106,678	0.05%	439.09	0.59%
 		011	Botetourt County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	227,871	0.35%	0.10%	4.59	0.41%	0.01%	227,871	0.10%	4.59	0.01%
 		011	Botetourt County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	287,611	0.31%	0.13%	14.60	0.15%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	287,611	0.13%	14.60	0.02%
 		011	Botetourt County	16	Urban Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	7,678	0.01%	0.00%	4.37	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	7,678	0.00%	4.37	0.01%
 		011	Botetourt County	17	Urban Collector			              	60,345	0.09%	0.03%	21.50	0.03%	0.03%	10,528	0.01%	0.00%	1.34	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	70,873	0.03%	22.84	0.03%
 		011	Botetourt County	19	Urban Local System			              	26,375	0.04%	0.01%	72.72	0.12%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	26,375	0.01%	72.72	0.10%
 		011	Botetourt County Total:						231,689	0.36%	0.10%	580.55	0.92%	0.78%	651,901	0.71%	0.29%	121.82	1.22%	0.16%	1,025,097	1.56%	0.46%	26.86	2.40%	0.04%	1,908,688	0.86%	729.23	0.98%
 		012	Brunswick County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	409,903	0.62%	0.18%	20.77	1.86%	0.03%	409,903	0.18%	20.77	0.03%
 		012	Brunswick County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	197,413	0.22%	0.09%	22.53	0.23%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	197,413	0.09%	22.53	0.03%
 		012	Brunswick County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	45,980	0.05%	0.02%	23.45	0.23%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	45,980	0.02%	23.45	0.03%
 		012	Brunswick County	7	Rural Major Collector			              	96,733	0.15%	0.04%	122.05	0.19%	0.16%	55,032	0.06%	0.02%	36.17	0.36%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	151,765	0.07%	158.22	0.21%
 		012	Brunswick County	8	Rural Minor Collector			              	9,222	0.01%	0.00%	33.62	0.05%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	9,222	0.00%	33.62	0.05%
 		012	Brunswick County	9	Rural Local System			              	80,903	0.13%	0.04%	415.05	0.66%	0.56%	339	0.00%	0.00%	2.30	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	81,242	0.04%	417.35	0.56%
 		012	Brunswick County Total:						186,858	0.29%	0.08%	570.72	0.91%	0.77%	298,763	0.33%	0.13%	84.45	0.85%	0.11%	409,903	0.62%	0.18%	20.77	1.86%	0.03%	895,524	0.40%	675.94	0.91%
 		013	Buchanan County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	226,446	0.25%	0.10%	30.55	0.31%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	226,446	0.10%	30.55	0.04%
 		013	Buchanan County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	56,206	0.06%	0.03%	20.30	0.20%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	56,206	0.03%	20.30	0.03%
 		013	Buchanan County	7	Rural Major Collector			              	150,899	0.23%	0.07%	118.70	0.19%	0.16%	40,735	0.04%	0.02%	15.91	0.16%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	191,633	0.09%	134.61	0.18%
 		013	Buchanan County	8	Rural Minor Collector			              	3,579	0.01%	0.00%	9.64	0.02%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,579	0.00%	9.64	0.01%
 		013	Buchanan County	9	Rural Local System			              	128,440	0.20%	0.06%	329.65	0.52%	0.44%	179	0.00%	0.00%	0.34	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	128,619	0.06%	329.99	0.44%
 		013	Buchanan County Total:						282,918	0.44%	0.13%	457.99	0.73%	0.62%	323,566	0.35%	0.15%	67.10	0.67%	0.09%	0	0.00%	0.00%	0.00	0.00%	0.00%	606,484	0.27%	525.09	0.71%
