010166,  US,00058,     ,"US 23, US 58, US 421", ,221,Town of Gate City,084,Scott County,0.36,NCL Gate City,SCL Gate City,12000,N,92%,0%,1%,1%,6%,0%,N,0.0998,N,0.0000,12000,N,2008,,,,,,,,,,,,,,,
010163,  US,00058,     ,"US 23, US 58, US 421", ,221,Town of Gate City,084,Scott County,0.16,NCL Gate City,Bus US 23 East of Gate City,12000,A,92%,0%,1%,1%,6%,0%,C,0.0998,A,0.0000,12000,A,2008,,,,,,,,,,,,,,,
642013,  US,00058,     ,"US 23, US 58, US 421", ,221,Town of Gate City,084,Scott County,0.61,Bus US 23 East of Gate City,SCL Gate City,31000,N,92%,0%,1%,1%,6%,0%,N,0.0807,N,0.5298,32000,N,2008,,,,,,,,,,,,,,,
642026,C8US,00058,     ,"Bus US 23, Bus US 58, Bus US 421",Daniel Boone Rd,221,Town of Gate City,084,Scott County,0.80,CL Gate City,84-762,3100,G,97%,0%,1%,0%,1%,0%,C,0.0903,F,0.5325,3300,G,2008,,,,,,,,,,,,,,,
642027,C8US,00058,     ,"Bus US 23, Bus US 58, Bus US 421",Daniel Boone Rd,221,Town of Gate City,084,Scott County,0.84,84-762,84-763,4000,G,99%,0%,1%,0%,0%,0%,F,0.0859,F,0.5688,4400,G,2008,,,,,,,,,,,,,,,
642008,C8US,00058,     ,"Bus US 23, Bus US 58, Bus US 421",W Jackson St,221,Town of Gate City,084,Scott County,0.15,84-763,84-665,5700,G,99%,0%,1%,0%,0%,0%,F,0.0865,F,0.5506,6200,G,2008,,,,,,,,,,,,,,,
642007,C8US,00058,     ,"Bus US 23, Bus US 58, Bus US 421",W Jackson St,221,Town of Gate City,084,Scott County,0.12,84-665,SR 71,7800,G,99%,0%,1%,0%,0%,0%,F,0.0860,F,0.5720,8400,G,2008,,,,,,,,,,,,,,,
642006,C8US,00058,     ,"Bus US 23, Bus US 58, Bus US 421", ,221,Town of Gate City,084,Scott County,0.47,SR 71,84-836,11000,G,99%,0%,1%,0%,0%,0%,C,0.0876,F,0.5641,12000,G,2008,,,,,,,,,,,,,,,
642029,C8US,00058,     ,"Bus US 23, Bus US 58, Bus US 421", ,221,Town of Gate City,084,Scott County,0.23,84-836,US 23 South of Gate City,18000,G,99%,0%,1%,0%,0%,0%,F,0.0884,F,0.5277,20000,G,2008,,,,,,,,,,,,,,,
642012,  SR,00071,     ,VA 71,E Jackson St,221,Town of Gate City,084,Scott County,0.55,Bus 23 Bus,84-904 Jones St,4100,G,96%,0%,1%,1%,2%,0%,F,0.0951,F,0.5760,4400,G,2008,,,,,,,,,,,,,,,
642030,  SR,00071,     ,VA 71,E Jackson St,221,Town of Gate City,084,Scott County,0.85,84-904 Jones St,ECL Gate City,7500,G,96%,0%,1%,1%,2%,0%,F,0.0923,F,0.6275,8100,G,2008,,,,,,,,,,,,,,,
010166,  US,00421,     ,"US 23, US 58, US 421", ,221,Town of Gate City,084,Scott County,0.36,NCL Gate City,SCL Gate City,12000,N,92%,0%,1%,1%,6%,0%,N,0.0998,N,0.0000,12000,N,2008,,,,,,,,,,,,,,,
010163,  US,00421,     ,"US 23, US 58, US 421", ,221,Town of Gate City,084,Scott County,0.16,NCL Gate City,Bus US 23 East of Gate City,12000,A,92%,0%,1%,1%,6%,0%,C,0.0998,A,0.0000,12000,A,2008,,,,,,,,,,,,,,,
642013,  US,00421,     ,"US 23, US 58, US 421", ,221,Town of Gate City,084,Scott County,0.61,Bus US 23 East of Gate City,SCL Gate City,31000,N,92%,0%,1%,1%,6%,0%,N,0.0807,N,0.5298,32000,N,2008,,,,,,,,,,,,,,,
642029,C1US,00421,     ,"Bus US 23, Bus US 58, Bus US 421", ,221,Town of Gate City,084,Scott County,0.23,US 23 South of Gate City,84-836,18000,G,99%,0%,1%,0%,0%,0%,F,0.0884,F,0.5277,20000,G,2008,,,,,,,,,,,,,,,
642006,C1US,00421,     ,"Bus US 23, Bus US 58, Bus US 421", ,221,Town of Gate City,084,Scott County,0.47,84-836,SR 71,11000,G,99%,0%,1%,0%,0%,0%,C,0.0876,F,0.5641,12000,G,2008,,,,,,,,,,,,,,,
642007,C1US,00421,     ,"Bus US 23, Bus US 58, Bus US 421",W Jackson St,221,Town of Gate City,084,Scott County,0.12,SR 71,84-665,7800,G,99%,0%,1%,0%,0%,0%,F,0.0860,F,0.5720,8400,G,2008,,,,,,,,,,,,,,,
642008,C1US,00421,     ,"Bus US 23, Bus US 58, Bus US 421",W Jackson St,221,Town of Gate City,084,Scott County,0.15,84-665,84-763,5700,G,99%,0%,1%,0%,0%,0%,F,0.0865,F,0.5506,6200,G,2008,,,,,,,,,,,,,,,
642027,C1US,00421,     ,"Bus US 23, Bus US 58, Bus US 421",Daniel Boone Rd,221,Town of Gate City,084,Scott County,0.84,84-763,84-762,4000,G,99%,0%,1%,0%,0%,0%,F,0.0859,F,0.5688,4400,G,2008,,,,,,,,,,,,,,,
642026,C1US,00421,     ,"Bus US 23, Bus US 58, Bus US 421",Daniel Boone Rd,221,Town of Gate City,084,Scott County,0.80,84-762,CL Gate City,3100,G,97%,0%,1%,0%,1%,0%,C,0.0903,F,0.5325,3300,G,2008,,,,,,,,,,,,,,,
769668,  84,00619,     ,84-619, ,221,Town of Gate City,084,Scott County,0.21,US 23,ECL Gate City,510,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
769671,  84,00619,     ,84-619,Old Nickelsville Rd,221,Town of Gate City,084,Scott County,0.01,ECL Gate City,84-793 Old Nickelsville Rd,160,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
769672,  84,00619,     ,84-619, ,221,Town of Gate City,084,Scott County,0.33,84-793 Old Nickelsville Rd,"SR 71, E Jackson St",1200,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
769673,  84,00619,     ,84-619, ,221,Town of Gate City,084,Scott County,0.37,"SR 71, E Jackson St",NCL Gate City,2100,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
769807,  84,00665,     ,84-665,Moccasin Ave,221,Town of Gate City,084,Scott County,0.04,Dead End,US 23,920,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
402459,  84,00665,     ,84-665,Manville Rd,221,Town of Gate City,084,Scott County,0.15,US 23,84-813 Cherry St,1800,G,98%,0%,1%,0%,1%,0%,C,0.0854,F,0.6098,1900,G,2008,,,,,,,,,,,,,,,
402461,  84,00665,     ,84-665,Manville Rd,221,Town of Gate City,084,Scott County,0.25,84-813 Cherry St,84-819 Chestnut St,1600,G,98%,0%,1%,0%,1%,0%,F,0.0927,F,0.5971,1700,G,2008,,,,,,,,,,,,,,,
402463,  84,00665,     ,84-665,Manville Rd,221,Town of Gate City,084,Scott County,0.26,84-819 Chestnut St,NCL Gate City,1200,G,99%,0%,1%,0%,0%,0%,C,0.0901,F,0.6124,1300,G,2008,,,,,,,,,,,,,,,
769813,  84,00666,     ,84-666,Red Hill Rd,221,Town of Gate City,084,Scott County,0.29,NCL Gate City,"SR 71, E Jackson St",710,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
770016,  84,00762,     ,84-762, ,221,Town of Gate City,084,Scott County,0.14,US 23,Dead End,240,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
770017,  84,00763,     ,84-763, ,221,Town of Gate City,084,Scott County,0.40,84-1422 Vanzant Dr,Bus US 23,220,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
770018,  84,00763,     ,84-763, ,221,Town of Gate City,084,Scott County,0.11,Bus US 23,84-783 Fir St,310,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
770019,  84,00764,     ,84-764, ,221,Town of Gate City,084,Scott County,0.18,84-765 Cypress St,84-763,140,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
770020,  84,00765,     ,84-765, ,221,Town of Gate City,084,Scott County,0.03,84-763,US 23,90,R,,,,,,,X,,,,,,01/08/2004,,,,,,,,,,,,,,,
770021,  84,00765,     ,84-765,Cypress St,221,Town of Gate City,084,Scott County,0.02,US 23,84-764,30,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770022,  84,00766,     ,84-766,Rollins St,221,Town of Gate City,084,Scott County,0.03,84-763,US 23,30,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770023,  84,00766,     ,84-766,Elm St,221,Town of Gate City,084,Scott County,0.07,US 23,84-831 Elm St,710,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770024,  84,00767,     ,84-767,Woodland St,221,Town of Gate City,084,Scott County,0.39,84-1415 Hillcrest Dr,"SR 71, E Jackson St",660,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770025,  84,00767,     ,84-767,Tucker St,221,Town of Gate City,084,Scott County,0.10,"SR 71, E Jackson St",84-768 Solon St,1000,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770026,  84,00768,     ,84-768,Solon St,221,Town of Gate City,084,Scott County,0.13,US 23,"SR 71, E Jackson St",1500,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770027,  84,00768,     ,84-768,Solon St,221,Town of Gate City,084,Scott County,0.62,"SR 71, E Jackson St",84-768 Begin Loop,1500,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770028,  84,00769,     ,84-769,Bishop St,221,Town of Gate City,084,Scott County,0.21,Bus US 23,"SR 71, E Jackson St",1300,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770042,  84,00781,     ,84-781,Poplar St,221,Town of Gate City,084,Scott County,0.19,84-665 Moccasin St,84-767 Woodland St,190,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770043,  84,00782,     ,84-782,Walnut St,221,Town of Gate City,084,Scott County,0.24,Dead End,84-767 Woodland St,250,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770044,  84,00783,     ,84-783,Fir St,221,Town of Gate City,084,Scott County,0.10,Dead End,84-763,130,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770045,  84,00784,     ,84-784,Virginia Ave,221,Town of Gate City,084,Scott County,0.06,SR 23,84-798 Highland St,140,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
781426,  84,00785,     ,84-785,Cleveland Ave,221,Town of Gate City,084,Scott County,0.07,Bus US 23,84-782 Walnut St,390,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770046,  84,00785,     ,84-785,Cleveland Ave,221,Town of Gate City,084,Scott County,0.16,84-782 Walnut St,84-781 Poplar St,140,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
788244,  84,00785,     ,84-785,Cleveland Ave,221,Town of Gate City,084,Scott County,0.17,84-781 Poplar St,84-819 Chestnut St,90,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770056,  84,00793,     ,84-793,Old Nickelsville Rd,221,Town of Gate City,084,Scott County,0.19,84-619 Old Nickelsville Rd,"SR 71, E Jackson St",390,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770060,  84,00796,     ,84-796,Gillenwater Loop,221,Town of Gate City,084,Scott County,0.11,"SR 71 W, E Jackson St",ECL Gate City,20,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770063,  84,00798,     ,84-798,Highland St,221,Town of Gate City,084,Scott County,0.48,Dead End,84-799 Lombard St,110,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770064,  84,00799,     ,84-799,Lombard St,221,Town of Gate City,084,Scott County,0.07,84-798 Highland St,US 23,360,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770079,  84,00813,     ,84-813,Cherry St,221,Town of Gate City,084,Scott County,0.07,84-814 Sherman St,84-665 Moccasin St,90,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770080,  84,00814,     ,84-814,Sherman St,221,Town of Gate City,084,Scott County,0.28,84-819 Chestnut St,Dead End,40,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770085,  84,00819,     ,84-819,Chestnut St,221,Town of Gate City,084,Scott County,0.12,84-814 Sherman St,Dead End,140,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770086,  84,00820,     ,84-820,Promise St,221,Town of Gate City,084,Scott County,0.07,Dead End,84-819 Chestnut St,40,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770090,  84,00823,     ,84-823,Beech St,221,Town of Gate City,084,Scott County,0.12,84-769 Bishop St,84-836 Jones St,1000,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770091,  84,00824,     ,84-824,Wolfe St,221,Town of Gate City,084,Scott County,0.37,84-835 Anderson St,84-1419 Oak St,170,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770098,  84,00831,     ,84-831,Elm St,221,Town of Gate City,084,Scott County,0.04,84-832 Elm St,84-766 Elm St,310,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770099,  84,00832,     ,84-832,Elm St,221,Town of Gate City,084,Scott County,0.39,Dead End,84-831 Elm St,160,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770103,  84,00835,     ,84-835,Anderson St,221,Town of Gate City,084,Scott County,0.22,84-824 Wolfe St,Dead End,270,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770104,  84,00836,     ,84-836,Harry Fry Dr,221,Town of Gate City,084,Scott County,0.40,84-904 Jones St,84-889 Broadwater Ave,2400,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770108,  84,00838,     ,84-838,Hill St,221,Town of Gate City,084,Scott County,0.07,84-839 Hill St,Dead End,40,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770109,  84,00839,     ,84-839,Hill St,221,Town of Gate City,084,Scott County,0.05,84-838 Hill St,84-832 Elm St,70,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770115,  84,00842,     ,84-842,Sargeant St,221,Town of Gate City,084,Scott County,0.23,84-824 Wolfe St,84-768 Solon St,290,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770116,  84,00843,     ,84-843,Campbell St,221,Town of Gate City,084,Scott County,0.06,84-798 Highland St,84-853 Campbell St,80,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770117,  84,00844,     ,84-844,Bradford St,221,Town of Gate City,084,Scott County,0.09,84-768 Solon St,Bus US 23,440,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770118,  84,00844,     ,84-844,Kane St,221,Town of Gate City,084,Scott County,0.15,Bus US 23,Dead End,170,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770124,  84,00849,     ,84-849,Richmond St,221,Town of Gate City,084,Scott County,0.07,84-798 Highland St,Dead End,46,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770125,  84,00850,     ,84-850,Franklin St,221,Town of Gate City,084,Scott County,0.06,84-851 Darter St,Dead End,70,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770126,  84,00851,     ,84-851,Darter St,221,Town of Gate City,084,Scott County,0.19,84-762,84-850 Franklin St,120,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770128,  84,00853,     ,84-853,Campbell St,221,Town of Gate City,084,Scott County,0.11,84-850 Franklin St,84-843 Campbell St,80,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770166,  84,00889,     ,84-889,Broadwater Ave,221,Town of Gate City,084,Scott County,0.19,84-836 Beech St,84-619,830,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770175,  84,00898,     ,84-898,Sharon Dr,221,Town of Gate City,084,Scott County,0.15,84-1425 Beverly Circle,84-768 Solon St,370,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
402495,  84,00904,     ,84-904,Jones St,221,Town of Gate City,084,Scott County,0.06,Bus US 23 Kane St,84-823 Beach St,11000,G,98%,0%,1%,0%,1%,0%,F,0.0842,F,0.5765,12000,G,2008,,,,,,,,,,,,,,,
402503,  84,00904,     ,84-904,Jones St,221,Town of Gate City,084,Scott County,0.24,84-836 Harry Fry Dr,"SR 71, E Jackson St",8800,G,98%,0%,1%,0%,1%,0%,C,0.0857,F,0.6017,9500,G,2008,,,,,,,,,,,,,,,
770182,  84,00905,     ,84-905,Barker Sub Ave,221,Town of Gate City,084,Scott County,0.04,"SR 71, E Jackson St",SR 906,420,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770183,  84,00906,     ,84-906,Lynn Dr,221,Town of Gate City,084,Scott County,0.07,Dead End,84-905 Barker Sub Ave,110,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770184,  84,00906,     ,84-906,Lynn Dr,221,Town of Gate City,084,Scott County,0.10,84-905 Barker Sub Ave,84-619,60,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770208,  84,00930,     ,84-930,Short Dr,221,Town of Gate City,084,Scott County,0.08,84-836 Harry Fry Dr,84-931 Cedar Ave,70,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770209,  84,00931,     ,84-931,Cedar Ave,221,Town of Gate City,084,Scott County,0.10,84-836 Harry Fry Dr,84-930 Short Dr,50,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770210,  84,00931,     ,84-931,Cedar Ave,221,Town of Gate City,084,Scott County,0.03,84-930 Short Dr,Dead End,40,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770211,  84,00932,     ,84-932,Ruth St,221,Town of Gate City,084,Scott County,0.04,Dead End,84-842 Sargeant St,40,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770340,  84,01401,     ,84-1401,Ellen Dr,221,Town of Gate City,084,Scott County,0.07,"SR 71, E Jackson St",84-1403 Valley View St,560,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770341,  84,01402,     ,84-1402,Davidson St,221,Town of Gate City,084,Scott County,0.07,"SR 71, E Jackson St",84-1403 Valley View St,90,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770342,  84,01403,     ,84-1403,Valley View St,221,Town of Gate City,084,Scott County,0.12,84-1401 Ellen Dr,84-1402 Davidson St,200,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770343,  84,01404,     ,84-1404,Arora St,221,Town of Gate City,084,Scott County,0.06,"SR 71, E Jackson St",Dead End,80,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770344,  84,01405,     ,84-1405,Dillon Dr,221,Town of Gate City,084,Scott County,0.16,Bus US 23,Dead End,480,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770345,  84,01406,     ,84-1406,Jay St,221,Town of Gate City,084,Scott County,0.15,Dead End,84-1405 Dillon Dr,150,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770346,  84,01407,     ,84-1407,Linda St,221,Town of Gate City,084,Scott County,0.10,Bus US 23,84-1406 Jay St,80,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770347,  84,01408,     ,84-1408,Frances St,221,Town of Gate City,084,Scott County,0.10,84-1409 Bowen Dr,84-1406 Jay St,70,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770348,  84,01409,     ,84-1409,Bowen Dr,221,Town of Gate City,084,Scott County,0.06,84-1408 Frances St,84-1407 Linda St,130,R,,,,,,,X,,,,,,08/13/2007,,,,,,,,,,,,,,,
770349,  84,01410,     ,84-1410,Barbara Rd,221,Town of Gate City,084,Scott County,0.12,84-906 Lynn Dr,Dead End,350,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
788107,  84,01411,     ,84-1411,Water St,221,Town of Gate City,084,Scott County,0.15,84-665 Moccasin Ave,Bus US 23,2600,R,,,,,,,X,,,,,,08/27/2007,,,,,,,,,,,,,,,
770350,  84,01412,     ,84-1412,Una St,221,Town of Gate City,084,Scott County,0.11,84-1413 Eva St,0.11 MN 84-1413,70,R,,,,,,,X,,,,,,07/11/2007,,,,,,,,,,,,,,,
770351,  84,01412,     ,84-1412,Una St,221,Town of Gate City,084,Scott County,0.15,0.11 MN 84-1413,Bus US 23,90,R,,,,,,,X,,,,,,07/11/2007,,,,,,,,,,,,,,,
770352,  84,01413,     ,84-1413,Eva St,221,Town of Gate City,084,Scott County,0.03,Dead End,84-1412 Una St,80,R,,,,,,,X,,,,,,07/11/2007,,,,,,,,,,,,,,,
770353,  84,01413,     ,84-1413,Eva St,221,Town of Gate City,084,Scott County,0.04,84-1412 Una St,Dead End,130,R,,,,,,,X,,,,,,07/11/2007,,,,,,,,,,,,,,,
789057,  84,01414,     ,84-1414, ,221,Town of Gate City,084,Scott County,0.10,84-1413 Eva St,Dead End,50,R,,,,,,,X,,,,,,07/11/2007,,,,,,,,,,,,,,,
770354,  84,01415,     ,84-1415,Hillcrest Dr,221,Town of Gate City,084,Scott County,0.34,84-767 Woodland St,Dead End,150,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770355,  84,01416,     ,84-1416,DHU St,221,Town of Gate City,084,Scott County,0.05,84-785 Cleveland Ave,Dead End,30,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770356,  84,01417,     ,84-1417,Monte Vista Dr,221,Town of Gate City,084,Scott County,0.04,84-781 Poplar St,Dead End,100,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
770357,  84,01419,     ,84-1419,Oak St,221,Town of Gate City,084,Scott County,0.04,"SR 71, E Jackson St",84-824 Wolfe St,450,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770358,  84,01420,     ,84-1420,Massey Dr,221,Town of Gate City,084,Scott County,0.07,84-1401 Ellen Dr,84-1421 Cross St,120,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770359,  84,01420,     ,84-1420,Massey Dr,221,Town of Gate City,084,Scott County,0.06,84-1421,84-1402,20,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770360,  84,01421,     ,84-1421,Cross St,221,Town of Gate City,084,Scott County,0.05,84-1420 Massey Dr,84-1403 Valley View St,90,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770361,  84,01422,     ,84-1422,Vanzant Dr,221,Town of Gate City,084,Scott County,0.02,Dead End,84-763,760,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
789058,  84,01423,     ,84-1423,Anita Ave,221,Town of Gate City,084,Scott County,0.08,Dead End,84-1410 Barbara Rd,90,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
789059,  84,01424,     ,84-1424,Embar St,221,Town of Gate City,084,Scott County,0.12,Dead End,84-1410 Barbara Rd,90,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770362,  84,01425,     ,84-1425,Beverly Circle,221,Town of Gate City,084,Scott County,0.19,84-898 Sharon Dr,Dead End,220,R,,,,,,,X,,,,,,08/29/2007,,,,,,,,,,,,,,,
770363,  84,01427,     ,84-1427,Ravine St,221,Town of Gate City,084,Scott County,0.24,"SR 71, E Jackson St",Dead End,210,R,,,,,,,X,,,,,,08/15/2007,,,,,,,,,,,,,,,
