1,Bristol District,013,Buchanan County Total:,,,,,,288,157,0.45%,0.13%,462.82,0.73%,0.62%,385,766,0.42%,0.17%,72.82,0.73%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,673,923,0.30%,535.64,0.72%
1,Bristol District,025,Dickenson County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,155,215,0.17%,0.07%,38.94,0.39%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,155,215,0.07%,38.94,0.05%
1,Bristol District,025,Dickenson County,7,Rural Major Collector,,,              ,58,633,0.09%,0.03%,81.85,0.13%,0.11%,67,064,0.07%,0.03%,39.96,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,125,697,0.06%,121.81,0.16%
1,Bristol District,025,Dickenson County,8,Rural Minor Collector,,,              ,2,729,0.00%,0.00%,13.15,0.02%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,729,0.00%,13.15,0.02%
1,Bristol District,025,Dickenson County,9,Rural Local System,,,              ,73,947,0.11%,0.03%,310.84,0.49%,0.42%,1,450,0.00%,0.00%,2.75,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,75,397,0.03%,313.59,0.42%
1,Bristol District,025,Dickenson County Total:,,,,,,135,310,0.21%,0.06%,405.84,0.64%,0.55%,223,729,0.24%,0.10%,81.65,0.82%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,359,038,0.16%,487.49,0.66%
1,Bristol District,038,Grayson County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,204,731,0.22%,0.09%,85.78,0.86%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,204,731,0.09%,85.78,0.12%
1,Bristol District,038,Grayson County,7,Rural Major Collector,,,              ,52,082,0.08%,0.02%,116.05,0.18%,0.16%,16,845,0.02%,0.01%,14.31,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,68,927,0.03%,130.36,0.18%
1,Bristol District,038,Grayson County,8,Rural Minor Collector,,,              ,6,009,0.01%,0.00%,34.57,0.05%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,6,009,0.00%,34.57,0.05%
1,Bristol District,038,Grayson County,9,Rural Local System,,,              ,56,844,0.09%,0.03%,509.09,0.81%,0.69%,4,866,0.01%,0.00%,9.23,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,61,710,0.03%,518.32,0.70%
1,Bristol District,038,Grayson County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,5,287,0.01%,0.00%,0.63,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,287,0.00%,0.63,0.00%
1,Bristol District,038,Grayson County,19,Urban Local System,,,              ,26,0.00%,0.00%,0.12,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,26,0.00%,0.12,0.00%
1,Bristol District,038,Grayson County Total:,,,,,,114,961,0.18%,0.05%,659.83,1.05%,0.89%,231,729,0.25%,0.10%,109.95,1.10%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,346,690,0.16%,769.78,1.04%
1,Bristol District,052,Lee County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,36,879,0.04%,0.02%,4.08,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,36,879,0.02%,4.08,0.01%
1,Bristol District,052,Lee County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,338,876,0.37%,0.15%,78.61,0.79%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,338,876,0.15%,78.61,0.11%
1,Bristol District,052,Lee County,7,Rural Major Collector,,,              ,56,585,0.09%,0.03%,103.30,0.16%,0.14%,52,435,0.06%,0.02%,28.31,0.28%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,109,020,0.05%,131.61,0.18%
1,Bristol District,052,Lee County,8,Rural Minor Collector,,,              ,5,296,0.01%,0.00%,28.10,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,296,0.00%,28.10,0.04%
1,Bristol District,052,Lee County,9,Rural Local System,,,              ,80,626,0.12%,0.04%,445.29,0.71%,0.60%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,80,626,0.04%,445.29,0.60%
1,Bristol District,052,Lee County Total:,,,,,,142,506,0.22%,0.06%,576.69,0.91%,0.78%,428,191,0.47%,0.19%,111.00,1.11%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,570,697,0.26%,687.69,0.93%
1,Bristol District,083,Russell County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,444,128,0.49%,0.20%,41.63,0.42%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,444,128,0.20%,41.63,0.06%
1,Bristol District,083,Russell County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,103,393,0.11%,0.05%,27.05,0.27%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,103,393,0.05%,27.05,0.04%
1,Bristol District,083,Russell County,7,Rural Major Collector,,,              ,75,640,0.12%,0.03%,101.86,0.16%,0.14%,89,681,0.10%,0.04%,37.16,0.37%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,165,321,0.07%,139.02,0.19%
1,Bristol District,083,Russell County,8,Rural Minor Collector,,,              ,11,128,0.02%,0.01%,28.97,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,128,0.01%,28.97,0.04%
1,Bristol District,083,Russell County,9,Rural Local System,,,              ,101,446,0.16%,0.05%,462.02,0.73%,0.62%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,101,446,0.05%,462.02,0.62%
1,Bristol District,083,Russell County,17,Urban Collector,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,572,0.00%,0.00%,0.45,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,572,0.00%,0.45,0.00%
1,Bristol District,083,Russell County,19,Urban Local System,,,              ,91,0.00%,0.00%,0.20,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,91,0.00%,0.20,0.00%
1,Bristol District,083,Russell County Total:,,,,,,188,304,0.29%,0.08%,593.05,0.94%,0.80%,638,775,0.70%,0.29%,106.29,1.06%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,827,079,0.37%,699.34,0.94%
1,Bristol District,084,Scott County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,228,019,0.25%,0.10%,18.28,0.18%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,228,019,0.10%,18.28,0.02%
1,Bristol District,084,Scott County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,98,603,0.11%,0.04%,38.19,0.38%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,98,603,0.04%,38.19,0.05%
1,Bristol District,084,Scott County,7,Rural Major Collector,,,              ,58,084,0.09%,0.03%,86.80,0.14%,0.12%,53,458,0.06%,0.02%,44.76,0.45%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,111,542,0.05%,131.56,0.18%
1,Bristol District,084,Scott County,8,Rural Minor Collector,,,              ,9,257,0.01%,0.00%,28.87,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,9,257,0.00%,28.87,0.04%
1,Bristol District,084,Scott County,9,Rural Local System,,,              ,98,019,0.15%,0.04%,541.08,0.86%,0.73%,1,380,0.00%,0.00%,4.29,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,99,399,0.04%,545.37,0.74%
1,Bristol District,084,Scott County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,33,039,0.04%,0.01%,2.73,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,33,039,0.01%,2.73,0.00%
1,Bristol District,084,Scott County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,102,640,0.11%,0.05%,4.98,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,102,640,0.05%,4.98,0.01%
1,Bristol District,084,Scott County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,42,335,0.05%,0.02%,6.67,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,42,335,0.02%,6.67,0.01%
1,Bristol District,084,Scott County,17,Urban Collector,,,              ,19,510,0.03%,0.01%,6.04,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,19,510,0.01%,6.04,0.01%
1,Bristol District,084,Scott County,19,Urban Local System,,,              ,10,463,0.02%,0.00%,34.51,0.05%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,463,0.00%,34.51,0.05%
1,Bristol District,084,Scott County Total:,,,,,,195,332,0.30%,0.09%,697.30,1.11%,0.94%,559,473,0.61%,0.25%,119.90,1.20%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,754,805,0.34%,817.20,1.10%
1,Bristol District,086,Smyth County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,575,495,0.88%,0.26%,22.19,1.98%,0.03%,575,495,0.26%,22.19,0.03%
1,Bristol District,086,Smyth County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,33,472,0.04%,0.02%,15.11,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,33,472,0.02%,15.11,0.02%
1,Bristol District,086,Smyth County,7,Rural Major Collector,,,              ,80,957,0.13%,0.04%,74.72,0.12%,0.10%,143,908,0.16%,0.06%,65.76,0.66%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,224,866,0.10%,140.48,0.19%
1,Bristol District,086,Smyth County,8,Rural Minor Collector,,,              ,14,595,0.02%,0.01%,21.03,0.03%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,595,0.01%,21.03,0.03%
1,Bristol District,086,Smyth County,9,Rural Local System,,,              ,115,156,0.18%,0.05%,346.25,0.55%,0.47%,1,645,0.00%,0.00%,5.87,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,116,801,0.05%,352.12,0.47%
1,Bristol District,086,Smyth County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,31,062,0.05%,0.01%,1.17,0.10%,0.00%,31,062,0.01%,1.17,0.00%
1,Bristol District,086,Smyth County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,25,502,0.03%,0.01%,4.87,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,25,502,0.01%,4.87,0.01%
1,Bristol District,086,Smyth County,17,Urban Collector,,,              ,1,198,0.00%,0.00%,0.93,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,198,0.00%,0.93,0.00%
1,Bristol District,086,Smyth County,19,Urban Local System,,,              ,2,245,0.00%,0.00%,5.08,0.01%,0.01%,2,024,0.00%,0.00%,2.40,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,269,0.00%,7.48,0.01%
1,Bristol District,086,Smyth County Total:,,,,,,214,151,0.33%,0.10%,448.01,0.71%,0.60%,206,551,0.23%,0.09%,94.01,0.94%,0.13%,606,558,0.92%,0.27%,23.36,2.09%,0.03%,1,027,260,0.46%,565.38,0.76%
1,Bristol District,092,Tazewell County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,421,020,0.46%,0.19%,37.19,0.37%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,421,020,0.19%,37.19,0.05%
1,Bristol District,092,Tazewell County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,32,836,0.04%,0.01%,9.40,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,32,836,0.01%,9.40,0.01%
1,Bristol District,092,Tazewell County,7,Rural Major Collector,,,              ,76,982,0.12%,0.03%,61.88,0.10%,0.08%,89,838,0.10%,0.04%,65.96,0.66%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,166,820,0.08%,127.84,0.17%
1,Bristol District,092,Tazewell County,8,Rural Minor Collector,,,              ,8,128,0.01%,0.00%,19.92,0.03%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,128,0.00%,19.92,0.03%
1,Bristol District,092,Tazewell County,9,Rural Local System,,,              ,105,928,0.16%,0.05%,369.49,0.59%,0.50%,954,0.00%,0.00%,1.81,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,106,883,0.05%,371.30,0.50%
1,Bristol District,092,Tazewell County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,43,806,0.05%,0.02%,3.77,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,43,806,0.02%,3.77,0.01%
1,Bristol District,092,Tazewell County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,152,366,0.17%,0.07%,9.92,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,152,366,0.07%,9.92,0.01%
1,Bristol District,092,Tazewell County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,10,841,0.01%,0.00%,0.92,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,841,0.00%,0.92,0.00%
1,Bristol District,092,Tazewell County,17,Urban Collector,,,              ,1,422,0.00%,0.00%,1.74,0.00%,0.00%,8,553,0.01%,0.00%,2.74,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,9,974,0.00%,4.48,0.01%
1,Bristol District,092,Tazewell County,19,Urban Local System,,,              ,9,750,0.02%,0.00%,20.42,0.03%,0.03%,1,037,0.00%,0.00%,0.62,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,787,0.00%,21.04,0.03%
1,Bristol District,092,Tazewell County Total:,,,,,,202,210,0.31%,0.09%,473.45,0.75%,0.64%,761,250,0.83%,0.34%,132.33,1.32%,0.18%,0,0.00%,0.00%,0.00,0.00%,0.00%,963,460,0.43%,605.78,0.82%
1,Bristol District,095,Washington County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,698,682,1.06%,0.32%,21.11,1.89%,0.03%,698,682,0.32%,21.11,0.03%
1,Bristol District,095,Washington County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,138,154,0.15%,0.06%,8.87,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,138,154,0.06%,8.87,0.01%
1,Bristol District,095,Washington County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,86,701,0.09%,0.04%,30.98,0.31%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,86,701,0.04%,30.98,0.04%
1,Bristol District,095,Washington County,7,Rural Major Collector,,,              ,98,309,0.15%,0.04%,105.64,0.17%,0.14%,121,677,0.13%,0.05%,52.69,0.53%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,219,986,0.10%,158.33,0.21%
1,Bristol District,095,Washington County,8,Rural Minor Collector,,,              ,18,019,0.03%,0.01%,22.35,0.04%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,18,019,0.01%,22.35,0.03%
1,Bristol District,095,Washington County,9,Rural Local System,,,              ,179,442,0.28%,0.08%,525.41,0.83%,0.71%,2,046,0.00%,0.00%,5.87,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,181,489,0.08%,531.28,0.72%
1,Bristol District,095,Washington County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,594,864,0.90%,0.27%,14.58,1.30%,0.02%,594,864,0.27%,14.58,0.02%
1,Bristol District,095,Washington County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,20,313,0.02%,0.01%,1.20,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,20,313,0.01%,1.20,0.00%
1,Bristol District,095,Washington County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,14,539,0.02%,0.01%,1.89,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,539,0.01%,1.89,0.00%
1,Bristol District,095,Washington County,16,Urban Minor Arterial,,,              ,9,407,0.01%,0.00%,1.92,0.00%,0.00%,71,875,0.08%,0.03%,8.25,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,81,282,0.04%,10.17,0.01%
1,Bristol District,095,Washington County,17,Urban Collector,,,              ,40,195,0.06%,0.02%,18.34,0.03%,0.02%,543,0.00%,0.00%,0.13,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,40,738,0.02%,18.47,0.02%
1,Bristol District,095,Washington County,19,Urban Local System,,,              ,47,697,0.07%,0.02%,86.10,0.14%,0.12%,24,092,0.03%,0.01%,15.47,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,71,789,0.03%,101.57,0.14%
1,Bristol District,095,Washington County Total:,,,,,,393,070,0.61%,0.18%,759.76,1.21%,1.02%,479,941,0.53%,0.22%,125.35,1.25%,0.17%,1,293,546,1.97%,0.58%,35.69,3.19%,0.05%,2,166,557,0.98%,920.80,1.24%
1,Bristol District,097,Wise County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,458,932,0.50%,0.21%,43.70,0.44%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,458,932,0.21%,43.70,0.06%
1,Bristol District,097,Wise County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,32,777,0.04%,0.01%,6.29,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,32,777,0.01%,6.29,0.01%
1,Bristol District,097,Wise County,7,Rural Major Collector,,,              ,92,884,0.14%,0.04%,73.64,0.12%,0.10%,163,288,0.18%,0.07%,45.80,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,256,172,0.12%,119.44,0.16%
1,Bristol District,097,Wise County,8,Rural Minor Collector,,,              ,14,876,0.02%,0.01%,14.52,0.02%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,876,0.01%,14.52,0.02%
1,Bristol District,097,Wise County,9,Rural Local System,,,              ,143,070,0.22%,0.06%,292.44,0.46%,0.39%,3,936,0.00%,0.00%,3.02,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,147,006,0.07%,295.46,0.40%
1,Bristol District,097,Wise County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,84,738,0.09%,0.04%,5.03,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,84,738,0.04%,5.03,0.01%
1,Bristol District,097,Wise County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,58,226,0.06%,0.03%,3.84,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,58,226,0.03%,3.84,0.01%
1,Bristol District,097,Wise County,16,Urban Minor Arterial,,,              ,11,905,0.02%,0.01%,2.13,0.00%,0.00%,38,936,0.04%,0.02%,5.27,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,50,841,0.02%,7.40,0.01%
1,Bristol District,097,Wise County,17,Urban Collector,,,              ,11,411,0.02%,0.01%,4.37,0.01%,0.01%,5,181,0.01%,0.00%,3.32,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,16,592,0.01%,7.69,0.01%
1,Bristol District,097,Wise County,19,Urban Local System,,,              ,5,038,0.01%,0.00%,13.78,0.02%,0.02%,5,008,0.01%,0.00%,1.61,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,047,0.00%,15.39,0.02%
1,Bristol District,097,Wise County Total:,,,,,,279,184,0.43%,0.13%,400.88,0.64%,0.54%,851,023,0.93%,0.38%,117.88,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,130,207,0.51%,518.76,0.70%
1,Bristol District,098,Wythe County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,176,000,1.79%,0.53%,37.44,3.34%,0.05%,1,176,000,0.53%,37.44,0.05%
1,Bristol District,098,Wythe County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,47,237,0.05%,0.02%,16.90,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,47,237,0.02%,16.90,0.02%
1,Bristol District,098,Wythe County,7,Rural Major Collector,,,              ,64,034,0.10%,0.03%,81.91,0.13%,0.11%,122,850,0.13%,0.06%,51.56,0.52%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,186,885,0.08%,133.47,0.18%
1,Bristol District,098,Wythe County,8,Rural Minor Collector,,,              ,2,744,0.00%,0.00%,6.62,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,744,0.00%,6.62,0.01%
1,Bristol District,098,Wythe County,9,Rural Local System,,,              ,92,649,0.14%,0.04%,368.84,0.59%,0.50%,79,497,0.09%,0.04%,25.38,0.25%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,172,147,0.08%,394.22,0.53%
1,Bristol District,098,Wythe County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,208,632,0.32%,0.09%,6.90,0.62%,0.01%,208,632,0.09%,6.90,0.01%
