1,Bristol District,101,Town of Big Stone Gap,,,,,              ,33,080,0.05%,0.01%,24.77,0.04%,0.03%,27,667,0.03%,0.01%,3.62,0.04%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,60,747,0.03%,28.39,0.04%
1,Bristol District,143,Town of Bluefield,,,,,              ,32,834,0.05%,0.01%,32.67,0.05%,0.04%,40,928,0.04%,0.02%,5.98,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,73,762,0.03%,38.65,0.05%
1,Bristol District,102,City of Bristol,,,,,              ,134,279,0.21%,0.06%,111.68,0.18%,0.15%,131,355,0.14%,0.06%,11.95,0.12%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,265,634,0.12%,123.63,0.17%
1,Bristol District,252,Town of Lebanon,,,,,              ,27,102,0.04%,0.01%,25.31,0.04%,0.03%,47,220,0.05%,0.02%,5.84,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,74,322,0.03%,31.15,0.04%
1,Bristol District,119,Town of Marion,,,,,              ,28,371,0.04%,0.01%,36.13,0.06%,0.05%,52,433,0.06%,0.02%,5.49,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,80,804,0.04%,41.62,0.06%
1,Bristol District,146,City of Norton,,,,,              ,37,239,0.06%,0.02%,24.64,0.04%,0.03%,30,775,0.03%,0.01%,5.74,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,68,014,0.03%,30.38,0.04%
1,Bristol District,148,Town of Richlands,,,,,              ,37,570,0.06%,0.02%,32.46,0.05%,0.04%,25,526,0.03%,0.01%,4.48,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,63,096,0.03%,36.94,0.05%
1,Bristol District,295,Town of Saltville,,,,,              ,20,711,0.03%,0.01%,16.79,0.03%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,20,711,0.01%,16.79,0.02%
1,Bristol District,158,Town of Tazewell,,,,,              ,9,242,0.01%,0.00%,23.43,0.04%,0.03%,55,682,0.06%,0.03%,10.83,0.11%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,64,924,0.03%,34.26,0.05%
1,Bristol District,329,Town of Wise,,,,,              ,28,229,0.04%,0.01%,14.63,0.02%,0.02%,21,792,0.02%,0.01%,2.10,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,50,021,0.02%,16.73,0.02%
1,Bristol District,139,Town of Wytheville,,,,,              ,65,813,0.10%,0.03%,77.30,0.12%,0.10%,59,480,0.07%,0.03%,8.80,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,125,292,0.06%,86.10,0.12%
1,Bristol District,,Bristol District Total:,,,,,,2,875,036,4.45%,1.30%,6,615.86,10.49%,8.92%,5,716,096,6.26%,2.58%,1,323.15,13.24%,1.78%,3,856,589,5.87%,1.74%,125.08,11.17%,0.17%,12,447,720,5.61%,8,064.09,10.87%
2,Salem District,009,Bedford County,,,,,              ,590,955,0.91%,0.27%,1,000.34,1.59%,1.35%,1,088,258,1.19%,0.49%,152.84,1.53%,0.21%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,679,214,0.76%,1,153.18,1.56%
2,Salem District,011,Botetourt County,,,,,              ,219,147,0.34%,0.10%,558.34,0.89%,0.75%,666,129,0.73%,0.30%,98.93,0.99%,0.13%,1,025,097,1.56%,0.46%,26.86,2.40%,0.04%,1,910,373,0.86%,684.13,0.92%
2,Salem District,017,Carroll County,,,,,              ,248,187,0.38%,0.11%,839.71,1.33%,1.13%,401,147,0.44%,0.18%,92.71,0.93%,0.13%,854,823,1.30%,0.39%,24.29,2.17%,0.03%,1,504,158,0.68%,956.71,1.29%
2,Salem District,022,Craig County,,,,,              ,36,162,0.06%,0.02%,180.81,0.29%,0.24%,69,208,0.08%,0.03%,59.66,0.60%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,105,370,0.05%,240.47,0.32%
2,Salem District,031,Floyd County,,,,,              ,135,505,0.21%,0.06%,623.74,0.99%,0.84%,191,023,0.21%,0.09%,54.80,0.55%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,326,528,0.15%,678.54,0.91%
2,Salem District,033,Franklin County,,,,,              ,573,430,0.89%,0.26%,1,074.36,1.70%,1.45%,834,884,0.91%,0.38%,95.25,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,408,314,0.64%,1,169.61,1.58%
2,Salem District,035,Giles County,,,,,              ,62,929,0.10%,0.03%,332.81,0.53%,0.45%,445,824,0.49%,0.20%,75.70,0.76%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,508,753,0.23%,408.51,0.55%
2,Salem District,044,Henry County,,,,,              ,453,368,0.70%,0.20%,687.75,1.09%,0.93%,1,048,366,1.15%,0.47%,110.30,1.10%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,501,734,0.68%,798.05,1.08%
2,Salem District,060,Montgomery County,,,,,              ,309,385,0.48%,0.14%,460.21,0.73%,0.62%,847,489,0.93%,0.38%,70.20,0.70%,0.09%,1,113,838,1.69%,0.50%,25.61,2.29%,0.03%,2,270,712,1.02%,556.02,0.75%
2,Salem District,070,Patrick County,,,,,              ,163,603,0.25%,0.07%,626.40,0.99%,0.84%,259,441,0.28%,0.12%,99.88,1.00%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,423,044,0.19%,726.28,0.98%
2,Salem District,077,Pulaski County,,,,,              ,213,665,0.33%,0.10%,380.27,0.60%,0.51%,334,046,0.37%,0.15%,56.46,0.57%,0.08%,655,608,1.00%,0.30%,17.54,1.57%,0.02%,1,203,319,0.54%,454.27,0.61%
2,Salem District,080,Roanoke County,,,,,              ,416,890,0.65%,0.19%,579.03,0.92%,0.78%,1,118,440,1.22%,0.50%,74.92,0.75%,0.10%,1,346,964,2.05%,0.61%,23.50,2.10%,0.03%,2,882,293,1.30%,677.45,0.91%
2,Salem District,141,City of Bedford,,,,,              ,23,530,0.04%,0.01%,34.28,0.05%,0.05%,74,998,0.08%,0.03%,11.40,0.11%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,98,529,0.04%,45.68,0.06%
2,Salem District,150,Town of Blacksburg,,,,,              ,174,295,0.27%,0.08%,105.22,0.17%,0.14%,116,439,0.13%,0.05%,7.33,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,290,735,0.13%,112.55,0.15%
2,Salem District,154,Town of Christiansburg,,,,,              ,104,170,0.16%,0.05%,101.82,0.16%,0.14%,143,414,0.16%,0.06%,12.26,0.12%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,247,584,0.11%,114.08,0.15%
2,Salem District,113,City of Galax,,,,,              ,55,140,0.09%,0.02%,52.31,0.08%,0.07%,84,922,0.09%,0.04%,8.08,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,140,061,0.06%,60.39,0.08%
2,Salem District,120,City of Martinsville,,,,,              ,144,090,0.22%,0.06%,88.37,0.14%,0.12%,116,494,0.13%,0.05%,11.64,0.12%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,260,584,0.12%,100.01,0.13%
2,Salem District,266,Town of Narrows,,,,,              ,4,725,0.01%,0.00%,15.95,0.03%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,725,0.00%,15.95,0.02%
2,Salem District,279,Town of Pearisburg,,,,,              ,14,704,0.02%,0.01%,20.01,0.03%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,704,0.01%,20.01,0.03%
2,Salem District,125,Town of Pulaski,,,,,              ,89,926,0.14%,0.04%,59.60,0.09%,0.08%,54,101,0.06%,0.02%,8.31,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,144,027,0.06%,67.91,0.09%
2,Salem District,126,City of Radford,,,,,              ,85,649,0.13%,0.04%,61.66,0.10%,0.08%,79,993,0.09%,0.04%,9.43,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,165,641,0.07%,71.09,0.10%
2,Salem District,128,City of Roanoke,,,,,              ,874,861,1.35%,0.39%,410.96,0.65%,0.55%,695,878,0.76%,0.31%,44.68,0.45%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,570,738,0.71%,455.64,0.61%
2,Salem District,157,Town of Rocky Mount,,,,,              ,34,271,0.05%,0.02%,33.72,0.05%,0.05%,74,404,0.08%,0.03%,6.89,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,108,675,0.05%,40.61,0.05%
2,Salem District,129,City of Salem,,,,,              ,156,877,0.24%,0.07%,119.27,0.19%,0.16%,262,047,0.29%,0.12%,16.97,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,418,924,0.19%,136.24,0.18%
2,Salem District,149,Town of Vinton,,,,,              ,83,071,0.13%,0.04%,37.84,0.06%,0.05%,49,919,0.05%,0.02%,2.23,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,132,990,0.06%,40.07,0.05%
2,Salem District,,Salem District Total:,,,,,,5,268,535,8.15%,2.38%,8,484.78,13.46%,11.44%,9,056,864,9.91%,4.08%,1,180.87,11.82%,1.59%,4,996,330,7.60%,2.25%,117.80,10.52%,0.16%,19,321,729,8.71%,9,783.45,13.19%
3,Lynchburg District,005,Amherst County,,,,,              ,205,387,0.32%,0.09%,549.76,0.87%,0.74%,785,732,0.86%,0.35%,109.73,1.10%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,991,119,0.45%,659.49,0.89%
3,Lynchburg District,006,Appomattox County,,,,,              ,133,430,0.21%,0.06%,434.38,0.69%,0.59%,326,425,0.36%,0.15%,54.48,0.55%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,459,855,0.21%,488.86,0.66%
3,Lynchburg District,014,Buckingham County,,,,,              ,137,634,0.21%,0.06%,573.63,0.91%,0.77%,291,865,0.32%,0.13%,96.40,0.96%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,429,499,0.19%,670.03,0.90%
3,Lynchburg District,015,Campbell County,,,,,              ,498,297,0.77%,0.22%,683.12,1.08%,0.92%,1,313,270,1.44%,0.59%,119.38,1.19%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,811,567,0.82%,802.50,1.08%
3,Lynchburg District,019,Charlotte County,,,,,              ,108,198,0.17%,0.05%,477.46,0.76%,0.64%,263,512,0.29%,0.12%,114.40,1.15%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,371,710,0.17%,591.86,0.80%
3,Lynchburg District,024,Cumberland County,,,,,              ,76,257,0.12%,0.03%,295.89,0.47%,0.40%,148,584,0.16%,0.07%,50.57,0.51%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,224,841,0.10%,346.46,0.47%
3,Lynchburg District,041,Halifax County,,,,,              ,280,134,0.43%,0.13%,840.03,1.33%,1.13%,614,189,0.67%,0.28%,158.32,1.58%,0.21%,0,0.00%,0.00%,0.00,0.00%,0.00%,894,323,0.40%,998.35,1.35%
3,Lynchburg District,062,Nelson County,,,,,              ,92,977,0.14%,0.04%,467.67,0.74%,0.63%,499,040,0.55%,0.23%,108.90,1.09%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,592,017,0.27%,576.57,0.78%
3,Lynchburg District,071,Pittsylvania County,,,,,              ,647,725,1.00%,0.29%,1,456.62,2.31%,1.96%,1,213,701,1.33%,0.55%,197.36,1.98%,0.27%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,861,426,0.84%,1,653.98,2.23%
3,Lynchburg District,073,Prince Edward County,,,,,              ,122,906,0.19%,0.06%,406.83,0.65%,0.55%,453,995,0.50%,0.20%,70.42,0.70%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,576,901,0.26%,477.25,0.64%
3,Lynchburg District,162,Town of Altavista,,,,,              ,23,244,0.04%,0.01%,26.06,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,23,244,0.01%,26.06,0.04%
3,Lynchburg District,108,City of Danville,,,,,              ,264,656,0.41%,0.12%,274.92,0.44%,0.37%,567,449,0.62%,0.26%,42.58,0.43%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,832,105,0.38%,317.50,0.43%
3,Lynchburg District,144,Town of Farmville,,,,,              ,33,760,0.05%,0.02%,42.79,0.07%,0.06%,94,394,0.10%,0.04%,9.58,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,128,154,0.06%,52.37,0.07%
3,Lynchburg District,118,City of Lynchburg,,,,,              ,556,701,0.86%,0.25%,334.08,0.53%,0.45%,881,553,0.96%,0.40%,43.29,0.43%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,438,254,0.65%,377.37,0.51%
3,Lynchburg District,130,Town of South Boston,,,,,              ,36,048,0.06%,0.02%,54.89,0.09%,0.07%,98,926,0.11%,0.04%,9.92,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,134,975,0.06%,64.81,0.09%
3,Lynchburg District,,Lynchburg District Total:,,,,,,3,217,356,4.98%,1.45%,6,918.13,10.97%,9.33%,7,552,635,8.27%,3.41%,1,185.33,11.86%,1.60%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,769,990,4.86%,8,103.46,10.93%
4,Richmond District,004,Amelia County,,,,,              ,181,569,0.28%,0.08%,365.85,0.58%,0.49%,348,168,0.38%,0.16%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,529,737,0.24%,405.88,0.55%
4,Richmond District,012,Brunswick County,,,,,              ,193,326,0.30%,0.09%,589.98,0.94%,0.80%,317,548,0.35%,0.14%,89.68,0.90%,0.12%,409,903,0.62%,0.18%,20.77,1.86%,0.03%,920,777,0.42%,700.43,0.94%
4,Richmond District,018,Charles City County,,,,,              ,67,093,0.10%,0.03%,138.08,0.22%,0.19%,102,852,0.11%,0.05%,44.95,0.45%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,169,945,0.08%,183.03,0.25%
4,Richmond District,020,Chesterfield County,,,,,              ,2,565,539,3.97%,1.16%,1,668.37,2.65%,2.25%,4,537,179,4.97%,2.05%,145.74,1.46%,0.20%,2,022,356,3.08%,0.91%,22.93,2.05%,0.03%,9,125,074,4.11%,1,837.04,2.48%
4,Richmond District,026,Dinwiddie County,,,,,              ,260,374,0.40%,0.12%,544.18,0.86%,0.73%,422,894,0.46%,0.19%,92.48,0.93%,0.12%,1,011,917,1.54%,0.46%,30.38,2.71%,0.04%,1,695,185,0.76%,667.04,0.90%
4,Richmond District,037,Goochland County,,,,,              ,248,333,0.38%,0.11%,333.95,0.53%,0.45%,583,603,0.64%,0.26%,85.74,0.86%,0.12%,933,251,1.42%,0.42%,27.99,2.50%,0.04%,1,765,186,0.80%,447.68,0.60%
4,Richmond District,042,Hanover County,,,,,              ,1,000,979,1.55%,0.45%,822.94,1.31%,1.11%,821,180,0.90%,0.37%,89.25,0.89%,0.12%,2,420,147,3.68%,1.09%,25.00,2.23%,0.03%,4,242,306,1.91%,937.19,1.26%
4,Richmond District,043,Henrico County,,,,,              ,2,945,024,4.56%,1.33%,1,331.53,2.11%,1.80%,1,891,053,2.07%,0.85%,119.72,1.20%,0.16%,4,745,946,7.22%,2.14%,69.90,6.24%,0.09%,9,582,022,4.32%,1,521.15,2.05%
4,Richmond District,055,Lunenburg County,,,,,              ,100,348,0.16%,0.05%,503.91,0.80%,0.68%,130,702,0.14%,0.06%,63.32,0.63%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,231,050,0.10%,567.23,0.76%
4,Richmond District,058,Mecklenburg County,,,,,              ,206,958,0.32%,0.09%,713.63,1.13%,0.96%,523,627,0.57%,0.24%,165.84,1.66%,0.22%,422,866,0.64%,0.19%,19.52,1.74%,0.03%,1,153,451,0.52%,898.99,1.21%
4,Richmond District,063,New Kent County,,,,,              ,91,985,0.14%,0.04%,217.17,0.34%,0.29%,337,172,0.37%,0.15%,68.76,0.69%,0.09%,1,179,495,1.79%,0.53%,20.07,1.79%,0.03%,1,608,652,0.73%,306.00,0.41%
4,Richmond District,067,Nottoway County,,,,,              ,99,751,0.15%,0.04%,308.88,0.49%,0.42%,354,779,0.39%,0.16%,83.66,0.84%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,454,530,0.20%,392.54,0.53%
4,Richmond District,072,Powhatan County,,,,,              ,289,483,0.45%,0.13%,310.44,0.49%,0.42%,519,648,0.57%,0.23%,53.44,0.53%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,809,131,0.36%,363.88,0.49%
4,Richmond District,074,Prince George County,,,,,              ,229,200,0.35%,0.10%,292.38,0.46%,0.39%,517,012,0.57%,0.23%,89.22,0.89%,0.12%,924,927,1.41%,0.42%,29.59,2.64%,0.04%,1,671,139,0.75%,411.19,0.55%
4,Richmond District,166,Town of Ashland,,,,,              ,37,013,0.06%,0.02%,40.79,0.06%,0.06%,90,649,0.10%,0.04%,7.85,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,127,662,0.06%,48.64,0.07%
4,Richmond District,142,Town of Blackstone,,,,,              ,16,997,0.03%,0.01%,28.51,0.05%,0.04%,27,090,0.03%,0.01%,4.95,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,44,087,0.02%,33.46,0.05%
4,Richmond District,186,Town of Chase City,,,,,              ,4,508,0.01%,0.00%,17.72,0.03%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,508,0.00%,17.72,0.02%
4,Richmond District,106,City of Colonial Heights,,,,,              ,131,737,0.20%,0.06%,82.42,0.13%,0.11%,122,946,0.13%,0.06%,5.04,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,254,684,0.11%,87.46,0.12%
4,Richmond District,116,City of Hopewell,,,,,              ,112,926,0.17%,0.05%,117.64,0.19%,0.16%,126,844,0.14%,0.06%,10.47,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,239,770,0.11%,128.11,0.17%
4,Richmond District,123,City of Petersburg,,,,,              ,236,397,0.37%,0.11%,159.99,0.25%,0.22%,244,213,0.27%,0.11%,24.17,0.24%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,480,609,0.22%,184.16,0.25%
4,Richmond District,127,City of Richmond,,,,,              ,1,487,988,2.30%,0.67%,747.92,1.19%,1.01%,1,254,065,1.37%,0.57%,75.91,0.76%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,742,054,1.24%,823.83,1.11%
4,Richmond District,301,Town of South Hill,,,,,              ,26,260,0.04%,0.01%,37.83,0.06%,0.05%,55,624,0.06%,0.03%,8.34,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,81,884,0.04%,46.17,0.06%
4,Richmond District,,Richmond District Total:,,,,,,10,533,789,16.30%,4.75%,9,374.11,14.87%,12.64%,13,328,848,14.59%,6.01%,1,368.56,13.70%,1.85%,14,070,807,21.40%,6.35%,266.15,23.77%,0.36%,37,933,444,17.11%,11,008.82,14.85%
5,Hampton Roads District,001,Accomack County,,,,,              ,256,966,0.40%,0.12%,564.10,0.89%,0.76%,912,443,1.00%,0.41%,102.23,1.02%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,169,409,0.53%,666.33,0.90%
5,Hampton Roads District,040,Greensville County,,,,,              ,110,835,0.17%,0.05%,287.76,0.46%,0.39%,196,399,0.21%,0.09%,35.09,0.35%,0.05%,629,317,0.96%,0.28%,17.14,1.53%,0.02%,936,551,0.42%,339.99,0.46%
5,Hampton Roads District,046,Isle of Wight County,,,,,              ,292,612,0.45%,0.13%,447.88,0.71%,0.60%,811,960,0.89%,0.37%,87.20,0.87%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,104,571,0.50%,535.08,0.72%
5,Hampton Roads District,047,James City County,,,,,              ,324,345,0.50%,0.15%,310.40,0.49%,0.42%,743,366,0.81%,0.34%,65.74,0.66%,0.09%,507,577,0.77%,0.23%,8.70,0.78%,0.01%,1,575,288,0.71%,384.84,0.52%
5,Hampton Roads District,061,Nansemond Maintenance Area,,,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,39,486,0.04%,0.02%,1.50,0.02%,0.00%,332,641,0.51%,0.15%,5.63,0.50%,0.01%,372,127,0.17%,7.13,0.01%
5,Hampton Roads District,064,Norfolk Maintenance Area,,,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,572,352,0.63%,0.26%,28.92,0.29%,0.04%,5,194,434,7.90%,2.34%,55.81,4.98%,0.08%,5,766,787,2.60%,84.73,0.11%
5,Hampton Roads District,065,Northampton County,,,,,              ,88,848,0.14%,0.04%,245.66,0.39%,0.33%,454,257,0.50%,0.20%,49.46,0.50%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,543,105,0.24%,295.12,0.40%
5,Hampton Roads District,075,Princess Anne Maintenance Area,,,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,552,385,2.36%,0.70%,12.19,1.09%,0.02%,1,552,385,0.70%,12.19,0.02%
5,Hampton Roads District,087,Southampton County,,,,,              ,250,460,0.39%,0.11%,673.00,1.07%,0.91%,739,912,0.81%,0.33%,96.72,0.97%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,990,372,0.45%,769.72,1.04%
5,Hampton Roads District,090,Surry County,,,,,              ,52,472,0.08%,0.02%,253.04,0.40%,0.34%,116,806,0.13%,0.05%,48.68,0.49%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,169,278,0.08%,301.72,0.41%
5,Hampton Roads District,091,Sussex County,,,,,              ,94,970,0.15%,0.04%,459.01,0.73%,0.62%,316,154,0.35%,0.14%,99.16,0.99%,0.13%,590,454,0.90%,0.27%,17.60,1.57%,0.02%,1,001,578,0.45%,575.77,0.78%
5,Hampton Roads District,099,York County,,,,,              ,372,500,0.58%,0.17%,302.80,0.48%,0.41%,920,837,1.01%,0.42%,54.17,0.54%,0.07%,4,147,907,6.31%,1.87%,47.48,4.24%,0.06%,5,441,244,2.45%,404.45,0.55%
