 ,,001,Accomack County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,18,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,18,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,54,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,54,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,33.49,0.05%
 ,,001,Accomack County,7,Rural Major Collector,01,Motorcycles,              ,833,0.00%,0.00%,92.83,0.15%,0.13%,732,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,565,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,02,Passenger Cars,              ,79,363,0.12%,0.04%,92.83,0.15%,0.13%,111,366,0.12%,0.05%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,190,729,0.09%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,32,528,0.05%,0.01%,92.83,0.15%,0.13%,38,546,0.04%,0.02%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,71,074,0.03%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,04,Busses,              ,662,0.00%,0.00%,92.83,0.15%,0.13%,709,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,371,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,090,0.00%,0.00%,92.83,0.15%,0.13%,1,300,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,390,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,963,0.00%,0.00%,92.83,0.15%,0.13%,718,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,680,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,115,0.00%,0.00%,92.83,0.15%,0.13%,93,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,208,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,462,0.00%,0.00%,92.83,0.15%,0.13%,398,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,860,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,1,308,0.00%,0.00%,92.83,0.15%,0.13%,769,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,077,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,37,0.00%,0.00%,92.83,0.15%,0.13%,37,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,73,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,2,0.00%,0.00%,92.83,0.15%,0.13%,0,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,12,Six Axle Multi-Trailers,              ,2,0.00%,0.00%,92.83,0.15%,0.13%,0,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,0.00%,141.06,0.19%
 ,,001,Accomack County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,92.83,0.15%,0.13%,0,0.00%,0.00%,48.23,0.48%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,141.06,0.19%
 ,,001,Accomack County,8,Rural Minor Collector,01,Motorcycles,              ,44,0.00%,0.00%,14.94,0.02%,0.02%,15,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,59,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,02,Passenger Cars,              ,5,686,0.01%,0.00%,14.94,0.02%,0.02%,1,687,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,7,373,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,477,0.00%,0.00%,14.94,0.02%,0.02%,686,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,163,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,04,Busses,              ,56,0.00%,0.00%,14.94,0.02%,0.02%,12,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,67,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,87,0.00%,0.00%,14.94,0.02%,0.02%,25,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,111,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,55,0.00%,0.00%,14.94,0.02%,0.02%,8,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,64,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,7,0.00%,0.00%,14.94,0.02%,0.02%,0,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,7,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,19,0.00%,0.00%,14.94,0.02%,0.02%,8,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,27,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,46,0.00%,0.00%,14.94,0.02%,0.02%,12,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,58,0.00%,18.00,0.02%
 ,,001,Accomack County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,14.94,0.02%,0.02%,3,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,0.00%,18.00,0.02%
 ,,001,Accomack County,9,Rural Local System,01,Motorcycles,              ,1,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,02,Passenger Cars,              ,112,014,0.17%,0.05%,405.83,0.64%,0.55%,189,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,112,203,0.05%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,26,0.00%,0.00%,405.83,0.64%,0.55%,1,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,27,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,04,Busses,              ,1,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,1,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,09,Five Axle Single Trailers,              ,1,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,406.19,0.55%
 ,,001,Accomack County,9,Rural Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,405.83,0.64%,0.55%,0,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,406.19,0.55%
 ,,001,Accomack County Total:,,,,,,237,889,0.37%,0.11%,513.60,0.81%,0.69%,793,423,0.87%,0.36%,85.14,0.85%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,031,311,0.47%,598.74,0.81%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,059,0.00%,0.00%,23.32,2.08%,0.03%,3,059,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,577,710,0.88%,0.26%,23.32,2.08%,0.03%,577,710,0.26%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,130,391,0.20%,0.06%,23.32,2.08%,0.03%,130,391,0.06%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,483,0.01%,0.00%,23.32,2.08%,0.03%,5,483,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,6,383,0.01%,0.00%,23.32,2.08%,0.03%,6,383,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,854,0.01%,0.00%,23.32,2.08%,0.03%,3,854,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,448,0.00%,0.00%,23.32,2.08%,0.03%,448,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,910,0.01%,0.00%,23.32,2.08%,0.03%,3,910,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,65,309,0.10%,0.03%,23.32,2.08%,0.03%,65,309,0.03%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,060,0.00%,0.00%,23.32,2.08%,0.03%,1,060,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,941,0.00%,0.00%,23.32,2.08%,0.03%,1,941,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,564,0.00%,0.00%,23.32,2.08%,0.03%,564,0.00%,23.32,0.03%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,0.00%,0.00%,23.32,2.08%,0.03%,2,0.00%,23.32,0.03%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,532,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,532,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,208,442,0.23%,0.09%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,208,442,0.09%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,40,495,0.04%,0.02%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,40,495,0.02%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,327,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,327,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,506,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,506,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,981,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,981,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,305,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,305,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,063,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,063,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,13,908,0.02%,0.01%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,13,908,0.01%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,122,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,122,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,990,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,990,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,190,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,190,0.00%,17.35,0.02%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,0.00%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,0.00%,17.35,0.02%
 ,,002,Albemarle County,6,Rural Minor Arterial,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,820,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,820,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,253,167,0.28%,0.11%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,253,167,0.11%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,57,628,0.06%,0.03%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,57,628,0.03%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,2,434,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,434,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,2,803,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,803,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,2,110,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,110,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,362,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,362,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,935,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,935,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,2,467,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,467,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,175,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,175,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,20,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,20,0.00%,46.06,0.06%
 ,,002,Albemarle County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,4,0.00%,0.00%,46.06,0.46%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,0.00%,46.06,0.06%
 ,,002,Albemarle County,7,Rural Major Collector,01,Motorcycles,              ,492,0.00%,0.00%,135.03,0.21%,0.18%,772,0.00%,0.00%,39.77,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,264,0.00%,174.80,0.24%
 ,,002,Albemarle County,7,Rural Major Collector,02,Passenger Cars,              ,194,231,0.30%,0.09%,135.03,0.21%,0.18%,110,628,0.12%,0.05%,39.77,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,304,859,0.14%,174.80,0.24%
 ,,002,Albemarle County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,50,736,0.08%,0.02%,135.03,0.21%,0.18%,27,977,0.03%,0.01%,39.77,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,78,713,0.04%,174.80,0.24%
 ,,002,Albemarle County,7,Rural Major Collector,04,Busses,              ,1,930,0.00%,0.00%,135.03,0.21%,0.18%,1,207,0.00%,0.00%,39.77,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,138,0.00%,174.80,0.24%
 ,,002,Albemarle County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,564,0.00%,0.00%,135.03,0.21%,0.18%,1,290,0.00%,0.00%,39.77,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,854,0.00%,174.80,0.24%
