 ,,002,Albemarle County,9,Rural Local System,,,              ,206,002,0.31%,0.09%,573.01,0.91%,0.78%,1,058,0.00%,0.00%,3.19,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,207,060,0.09%,576.20,0.78%
 ,,002,Albemarle County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,276,748,0.43%,0.12%,6.35,0.57%,0.01%,276,748,0.12%,6.35,0.01%
 ,,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,158,297,0.17%,0.07%,3.62,0.04%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,158,297,0.07%,3.62,0.00%
 ,,002,Albemarle County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,503,697,0.54%,0.22%,12.84,0.13%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,503,697,0.22%,12.84,0.02%
 ,,002,Albemarle County,16,Urban Minor Arterial,,,              ,100,893,0.15%,0.04%,6.86,0.01%,0.01%,145,905,0.16%,0.06%,13.80,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,246,798,0.11%,20.66,0.03%
 ,,002,Albemarle County,17,Urban Collector,,,              ,222,660,0.33%,0.10%,31.18,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,222,660,0.10%,31.18,0.04%
 ,,002,Albemarle County,19,Urban Local System,,,              ,124,651,0.19%,0.06%,94.91,0.15%,0.13%,2,481,0.00%,0.00%,1.94,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,127,132,0.06%,96.85,0.13%
 ,,002,Albemarle County Total:,,,,,,974,564,1.46%,0.43%,866.27,1.38%,1.17%,1,599,971,1.72%,0.71%,138.57,1.39%,0.19%,1,053,851,1.62%,0.47%,29.67,2.65%,0.04%,3,628,385,1.61%,1,034.51,1.40%
 ,,003,Alleghany County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,413,400,0.64%,0.18%,38.04,3.40%,0.05%,413,400,0.18%,38.04,0.05%
 ,,003,Alleghany County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,13,105,0.01%,0.01%,1.93,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,13,105,0.01%,1.93,0.00%
 ,,003,Alleghany County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,41,316,0.04%,0.02%,17.19,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,41,316,0.02%,17.19,0.02%
 ,,003,Alleghany County,7,Rural Major Collector,,,              ,39,956,0.06%,0.02%,52.02,0.08%,0.07%,58,987,0.06%,0.03%,53.73,0.54%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,98,943,0.04%,105.75,0.14%
 ,,003,Alleghany County,8,Rural Minor Collector,,,              ,1,501,0.00%,0.00%,3.79,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,501,0.00%,3.79,0.01%
 ,,003,Alleghany County,9,Rural Local System,,,              ,79,447,0.12%,0.04%,269.24,0.43%,0.36%,1,193,0.00%,0.00%,9.09,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,80,640,0.04%,278.33,0.38%
 ,,003,Alleghany County,19,Urban Local System,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,120,0.00%,0.00%,1.09,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,120,0.00%,1.09,0.00%
 ,,003,Alleghany County Total:,,,,,,120,903,0.18%,0.05%,325.05,0.52%,0.44%,114,722,0.12%,0.05%,83.03,0.83%,0.11%,413,400,0.64%,0.18%,38.04,3.40%,0.05%,649,025,0.29%,446.12,0.60%
 ,,004,Amelia County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,275,355,0.30%,0.12%,18.89,0.19%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,275,355,0.12%,18.89,0.03%
 ,,004,Amelia County,7,Rural Major Collector,,,              ,95,766,0.14%,0.04%,64.00,0.10%,0.09%,73,866,0.08%,0.03%,20.54,0.21%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,169,632,0.08%,84.54,0.11%
 ,,004,Amelia County,8,Rural Minor Collector,,,              ,32,596,0.05%,0.01%,41.36,0.07%,0.06%,193,0.00%,0.00%,0.06,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,32,789,0.01%,41.42,0.06%
 ,,004,Amelia County,9,Rural Local System,,,              ,71,657,0.11%,0.03%,260.40,0.41%,0.35%,14,0.00%,0.00%,0.54,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,71,670,0.03%,260.94,0.35%
 ,,004,Amelia County Total:,,,,,,200,018,0.30%,0.09%,365.76,0.58%,0.49%,349,428,0.38%,0.16%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,549,446,0.24%,405.79,0.55%
 ,,005,Amherst County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,70,926,0.08%,0.03%,5.37,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,70,926,0.03%,5.37,0.01%
 ,,005,Amherst County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,132,723,0.14%,0.06%,75.25,0.75%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,132,723,0.06%,75.25,0.10%
 ,,005,Amherst County,7,Rural Major Collector,,,              ,55,054,0.08%,0.02%,88.86,0.14%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,55,054,0.02%,88.86,0.12%
 ,,005,Amherst County,8,Rural Minor Collector,,,              ,9,105,0.01%,0.00%,30.23,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,9,105,0.00%,30.23,0.04%
 ,,005,Amherst County,9,Rural Local System,,,              ,53,415,0.08%,0.02%,370.01,0.59%,0.50%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,53,415,0.02%,370.01,0.50%
 ,,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,205,639,0.22%,0.09%,13.73,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,205,639,0.09%,13.73,0.02%
 ,,005,Amherst County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,170,510,0.18%,0.08%,13.15,0.13%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,170,510,0.08%,13.15,0.02%
 ,,005,Amherst County,16,Urban Minor Arterial,,,              ,10,874,0.02%,0.00%,3.10,0.00%,0.00%,41,307,0.04%,0.02%,6.83,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,52,181,0.02%,9.93,0.01%
 ,,005,Amherst County,17,Urban Collector,,,              ,55,726,0.08%,0.02%,25.79,0.04%,0.03%,2,882,0.00%,0.00%,0.67,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,58,608,0.03%,26.46,0.04%
 ,,005,Amherst County,19,Urban Local System,,,              ,32,671,0.05%,0.01%,79.13,0.13%,0.11%,1,430,0.00%,0.00%,3.13,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,34,101,0.02%,82.26,0.11%
 ,,005,Amherst County Total:,,,,,,216,846,0.32%,0.10%,597.12,0.95%,0.81%,625,418,0.67%,0.28%,118.13,1.18%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,842,264,0.37%,715.25,0.97%
 ,,006,Appomattox County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,207,386,0.22%,0.09%,16.79,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,207,386,0.09%,16.79,0.02%
 ,,006,Appomattox County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,52,165,0.06%,0.02%,27.12,0.27%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,52,165,0.02%,27.12,0.04%
 ,,006,Appomattox County,7,Rural Major Collector,,,              ,57,709,0.09%,0.03%,75.84,0.12%,0.10%,9,319,0.01%,0.00%,2.34,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,67,027,0.03%,78.18,0.11%
 ,,006,Appomattox County,8,Rural Minor Collector,,,              ,11,359,0.02%,0.01%,45.21,0.07%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,359,0.01%,45.21,0.06%
 ,,006,Appomattox County,9,Rural Local System,,,              ,53,938,0.08%,0.02%,299.51,0.48%,0.41%,304,0.00%,0.00%,1.41,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,54,241,0.02%,300.92,0.41%
 ,,006,Appomattox County Total:,,,,,,123,005,0.18%,0.05%,420.56,0.67%,0.57%,269,174,0.29%,0.12%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,392,179,0.17%,468.22,0.63%
 ,,000,Arlington County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,406,124,2.16%,0.63%,10.96,0.98%,0.01%,1,406,124,0.63%,10.96,0.01%
 ,,000,Arlington County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,1,061,274,1.14%,0.47%,16.48,0.16%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,061,274,0.47%,16.48,0.02%
 ,,000,Arlington County,14,Urban Principal Arterial - Other,,,              ,72,187,0.11%,0.03%,4.65,0.01%,0.01%,648,895,0.70%,0.29%,23.80,0.24%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,721,082,0.32%,28.45,0.04%
 ,,000,Arlington County,16,Urban Minor Arterial,,,              ,552,696,0.83%,0.25%,45.81,0.07%,0.06%,117,516,0.13%,0.05%,6.98,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,670,211,0.30%,52.79,0.07%
 ,,000,Arlington County,17,Urban Collector,,,              ,190,931,0.29%,0.08%,30.06,0.05%,0.04%,1,437,0.00%,0.00%,1.06,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,192,368,0.09%,31.12,0.04%
 ,,000,Arlington County,19,Urban Local System,,,              ,412,875,0.62%,0.18%,304.46,0.48%,0.41%,2,528,0.00%,0.00%,3.77,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,415,403,0.18%,308.23,0.42%
 ,,000,Arlington County Total:,,,,,,1,228,689,1.84%,0.55%,384.98,0.61%,0.52%,1,831,650,1.97%,0.81%,52.09,0.52%,0.07%,1,406,124,2.16%,0.63%,10.96,0.98%,0.01%,4,466,462,1.99%,448.03,0.61%
 ,,007,Augusta County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,755,814,2.70%,0.78%,41.41,3.70%,0.06%,1,755,814,0.78%,41.41,0.06%
 ,,007,Augusta County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,654,791,0.71%,0.29%,136.68,1.37%,0.18%,0,0.00%,0.00%,0.00,0.00%,0.00%,654,791,0.29%,136.68,0.18%
 ,,007,Augusta County,7,Rural Major Collector,,,              ,336,939,0.50%,0.15%,171.62,0.27%,0.23%,304,084,0.33%,0.14%,62.50,0.63%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,641,024,0.29%,234.12,0.32%
 ,,007,Augusta County,8,Rural Minor Collector,,,              ,84,365,0.13%,0.04%,102.86,0.16%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,84,365,0.04%,102.86,0.14%
 ,,007,Augusta County,9,Rural Local System,,,              ,209,148,0.31%,0.09%,828.98,1.32%,1.12%,2,201,0.00%,0.00%,7.42,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,211,348,0.09%,836.40,1.13%
 ,,007,Augusta County,17,Urban Collector,,,              ,31,200,0.05%,0.01%,7.36,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,31,200,0.01%,7.36,0.01%
 ,,007,Augusta County,19,Urban Local System,,,              ,14,369,0.02%,0.01%,25.20,0.04%,0.03%,6,865,0.01%,0.00%,0.47,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,21,234,0.01%,25.67,0.03%
 ,,007,Augusta County Total:,,,,,,676,021,1.01%,0.30%,1,136.02,1.81%,1.54%,967,941,1.04%,0.43%,207.07,2.07%,0.28%,1,755,814,2.70%,0.78%,41.41,3.70%,0.06%,3,399,776,1.51%,1,384.50,1.87%
 ,,008,Bath County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,108,885,0.12%,0.05%,74.80,0.75%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,108,885,0.05%,74.80,0.10%
 ,,008,Bath County,7,Rural Major Collector,,,              ,23,991,0.04%,0.01%,49.75,0.08%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,23,991,0.01%,49.75,0.07%
 ,,008,Bath County,8,Rural Minor Collector,,,              ,4,553,0.01%,0.00%,26.38,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,553,0.00%,26.38,0.04%
 ,,008,Bath County,9,Rural Local System,,,              ,37,231,0.06%,0.02%,280.15,0.45%,0.38%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,37,231,0.02%,280.15,0.38%
 ,,008,Bath County Total:,,,,,,65,775,0.10%,0.03%,356.28,0.57%,0.48%,108,885,0.12%,0.05%,74.80,0.75%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,174,659,0.08%,431.08,0.58%
 ,,009,Bedford County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,416,523,0.45%,0.19%,25.38,0.25%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,416,523,0.19%,25.38,0.03%
 ,,009,Bedford County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,403,589,0.43%,0.18%,89.74,0.90%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,403,589,0.18%,89.74,0.12%
 ,,009,Bedford County,7,Rural Major Collector,,,              ,213,898,0.32%,0.10%,163.49,0.26%,0.22%,79,751,0.09%,0.04%,39.65,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,293,649,0.13%,203.14,0.27%
 ,,009,Bedford County,8,Rural Minor Collector,,,              ,43,622,0.07%,0.02%,34.13,0.05%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,43,622,0.02%,34.13,0.05%
 ,,009,Bedford County,9,Rural Local System,,,              ,199,106,0.30%,0.09%,725.26,1.16%,0.98%,27,0.00%,0.00%,0.19,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,199,133,0.09%,725.45,0.98%
 ,,009,Bedford County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,39,098,0.04%,0.02%,2.32,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,39,098,0.02%,2.32,0.00%
 ,,009,Bedford County,16,Urban Minor Arterial,,,              ,30,543,0.05%,0.01%,3.08,0.00%,0.00%,115,273,0.12%,0.05%,6.04,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,145,816,0.06%,9.12,0.01%
 ,,009,Bedford County,17,Urban Collector,,,              ,62,132,0.09%,0.03%,14.53,0.02%,0.02%,1,530,0.00%,0.00%,0.90,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,63,662,0.03%,15.43,0.02%
 ,,009,Bedford County,19,Urban Local System,,,              ,68,238,0.10%,0.03%,75.39,0.12%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,68,238,0.03%,75.39,0.10%
 ,,009,Bedford County Total:,,,,,,617,539,0.92%,0.27%,1,015.88,1.62%,1.37%,1,055,790,1.14%,0.47%,164.22,1.64%,0.22%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,673,329,0.74%,1,180.10,1.60%
 ,,010,Bland County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,528,387,0.81%,0.24%,21.19,1.89%,0.03%,528,387,0.24%,21.19,0.03%
 ,,010,Bland County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,32,656,0.04%,0.01%,14.24,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,32,656,0.01%,14.24,0.02%
 ,,010,Bland County,7,Rural Major Collector,,,              ,15,649,0.02%,0.01%,15.70,0.03%,0.02%,42,075,0.05%,0.02%,63.45,0.64%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,57,724,0.03%,79.15,0.11%
 ,,010,Bland County,9,Rural Local System,,,              ,59,722,0.09%,0.03%,210.34,0.33%,0.28%,600,0.00%,0.00%,2.11,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,60,322,0.03%,212.45,0.29%
 ,,010,Bland County Total:,,,,,,75,371,0.11%,0.03%,226.04,0.36%,0.31%,75,330,0.08%,0.03%,79.80,0.80%,0.11%,528,387,0.81%,0.24%,21.19,1.89%,0.03%,679,088,0.30%,327.03,0.44%
 ,,011,Botetourt County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,773,423,1.19%,0.34%,22.27,1.99%,0.03%,773,423,0.34%,22.27,0.03%
 ,,011,Botetourt County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,246,243,0.27%,0.11%,30.22,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,246,243,0.11%,30.22,0.04%
 ,,011,Botetourt County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,11,846,0.01%,0.01%,25.71,0.26%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,846,0.01%,25.71,0.03%
 ,,011,Botetourt County,7,Rural Major Collector,,,              ,42,169,0.06%,0.02%,44.57,0.07%,0.06%,67,624,0.07%,0.03%,31.41,0.31%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,109,794,0.05%,75.98,0.10%
 ,,011,Botetourt County,8,Rural Minor Collector,,,              ,8,820,0.01%,0.00%,16.84,0.03%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,820,0.00%,16.84,0.02%
 ,,011,Botetourt County,9,Rural Local System,,,              ,88,244,0.13%,0.04%,423.17,0.67%,0.57%,11,952,0.01%,0.01%,14.28,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,100,196,0.04%,437.45,0.59%
 ,,011,Botetourt County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,201,348,0.31%,0.09%,4.59,0.41%,0.01%,201,348,0.09%,4.59,0.01%
 ,,011,Botetourt County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,289,258,0.31%,0.13%,14.60,0.15%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,289,258,0.13%,14.60,0.02%
 ,,011,Botetourt County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,7,707,0.01%,0.00%,4.37,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,7,707,0.00%,4.37,0.01%
 ,,011,Botetourt County,17,Urban Collector,,,              ,63,274,0.09%,0.03%,21.39,0.03%,0.03%,10,311,0.01%,0.00%,1.34,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,73,586,0.03%,22.73,0.03%
 ,,011,Botetourt County,19,Urban Local System,,,              ,26,409,0.04%,0.01%,72.58,0.12%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,26,409,0.01%,72.58,0.10%
 ,,011,Botetourt County Total:,,,,,,228,917,0.34%,0.10%,578.55,0.92%,0.78%,644,942,0.69%,0.29%,121.93,1.22%,0.16%,974,771,1.50%,0.43%,26.86,2.40%,0.04%,1,848,630,0.82%,727.34,0.98%
 ,,012,Brunswick County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,403,399,0.62%,0.18%,20.77,1.86%,0.03%,403,399,0.18%,20.77,0.03%
 ,,012,Brunswick County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,210,177,0.23%,0.09%,22.53,0.23%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,210,177,0.09%,22.53,0.03%
 ,,012,Brunswick County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,50,673,0.05%,0.02%,23.45,0.23%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,50,673,0.02%,23.45,0.03%
 ,,012,Brunswick County,7,Rural Major Collector,,,              ,107,796,0.16%,0.05%,122.05,0.19%,0.17%,61,375,0.07%,0.03%,36.17,0.36%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,169,171,0.08%,158.22,0.21%
 ,,012,Brunswick County,8,Rural Minor Collector,,,              ,10,366,0.02%,0.00%,33.62,0.05%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,366,0.00%,33.62,0.05%
 ,,012,Brunswick County,9,Rural Local System,,,              ,87,121,0.13%,0.04%,415.05,0.66%,0.56%,205,0.00%,0.00%,2.30,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,87,325,0.04%,417.35,0.56%
 ,,012,Brunswick County Total:,,,,,,205,282,0.31%,0.09%,570.72,0.91%,0.77%,322,430,0.35%,0.14%,84.45,0.85%,0.11%,403,399,0.62%,0.18%,20.77,1.86%,0.03%,931,111,0.41%,675.94,0.91%
