1,Bristol District,146,City of Norton,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,24,987,0.12%,0.01%,24.64,0.24%,0.03%,34,397,0.16%,0.02%,5.74,0.46%,0.01%,,,,,,,,,,,,,59,384,0.03%,30.38,0.04%
1,Bristol District,148,Town of Richlands,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,38,588,0.19%,0.02%,32.46,0.32%,0.04%,24,749,0.11%,0.01%,4.48,0.36%,0.01%,,,,,,,,,,,,,63,337,0.03%,36.94,0.05%
1,Bristol District,295,Town of Saltville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,21,990,0.11%,0.01%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,21,990,0.01%,16.79,0.02%
1,Bristol District,158,Town of Tazewell,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,6,893,0.03%,0.00%,15.94,0.16%,0.02%,53,796,0.25%,0.02%,10.83,0.87%,0.01%,,,,,,,,,,,,,60,689,0.03%,26.77,0.04%
1,Bristol District,329,Town of Wise,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,31,639,0.16%,0.01%,14.63,0.14%,0.02%,23,982,0.11%,0.01%,2.10,0.17%,0.00%,,,,,,,,,,,,,55,621,0.02%,16.73,0.02%
1,Bristol District,139,Town of Wytheville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,68,491,0.34%,0.03%,75.91,0.74%,0.10%,62,473,0.29%,0.03%,8.80,0.71%,0.01%,,,,,,,,,,,,,130,963,0.06%,84.71,0.11%
1,Bristol District,,Bristol District Total:,,,,,,2,478,943,5.93%,1.10%,6,146.91,12.68%,8.32%,5,125,560,7.47%,2.28%,1,255.20,15.08%,1.70%,3,801,597,5.84%,1.69%,125.08,11.18%,0.17%,,,,,,,492,472,2.46%,0.22%,455.99,4.46%,0.62%,623,084,2.89%,0.28%,73.61,5.91%,0.10%,,,,,,,,,,,,,12,521,657,5.57%,8,056.79,10.90%
2,Salem District,009,Bedford County,,,,,              ,611,329,1.46%,0.27%,993.97,2.05%,1.34%,1,107,375,1.61%,0.49%,152.84,1.84%,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,718,704,0.76%,1,146.81,1.55%
2,Salem District,011,Botetourt County,,,,,              ,227,687,0.54%,0.10%,556.34,1.15%,0.75%,660,175,0.96%,0.29%,99.04,1.19%,0.13%,974,771,1.50%,0.43%,26.86,2.40%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,862,634,0.83%,682.24,0.92%
2,Salem District,017,Carroll County,,,,,              ,261,846,0.63%,0.12%,839.82,1.73%,1.14%,409,241,0.60%,0.18%,92.71,1.11%,0.13%,821,744,1.26%,0.37%,24.29,2.17%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,492,830,0.66%,956.82,1.29%
2,Salem District,022,Craig County,,,,,              ,37,773,0.09%,0.02%,180.81,0.37%,0.24%,68,097,0.10%,0.03%,59.66,0.72%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,870,0.05%,240.47,0.33%
2,Salem District,031,Floyd County,,,,,              ,138,703,0.33%,0.06%,623.74,1.29%,0.84%,184,636,0.27%,0.08%,54.80,0.66%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,339,0.14%,678.54,0.92%
2,Salem District,033,Franklin County,,,,,              ,582,824,1.39%,0.26%,1,071.17,2.21%,1.45%,814,417,1.19%,0.36%,95.25,1.14%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,397,241,0.62%,1,166.42,1.58%
2,Salem District,035,Giles County,,,,,              ,65,578,0.16%,0.03%,333.01,0.69%,0.45%,438,287,0.64%,0.19%,75.70,0.91%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,864,0.22%,408.71,0.55%
2,Salem District,044,Henry County,,,,,              ,501,993,1.20%,0.22%,687.47,1.42%,0.93%,1,123,237,1.64%,0.50%,110.30,1.33%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,625,230,0.72%,797.77,1.08%
2,Salem District,060,Montgomery County,,,,,              ,321,379,0.77%,0.14%,458.11,0.95%,0.62%,805,371,1.17%,0.36%,69.75,0.84%,0.09%,1,087,027,1.67%,0.48%,25.61,2.29%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,213,776,0.98%,553.47,0.75%
2,Salem District,070,Patrick County,,,,,              ,167,942,0.40%,0.07%,626.40,1.29%,0.85%,243,318,0.35%,0.11%,99.88,1.20%,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,260,0.18%,726.28,0.98%
2,Salem District,077,Pulaski County,,,,,              ,219,734,0.53%,0.10%,379.93,0.78%,0.51%,349,609,0.51%,0.16%,56.46,0.68%,0.08%,633,320,0.97%,0.28%,17.54,1.57%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,202,662,0.53%,453.93,0.61%
2,Salem District,080,Roanoke County,,,,,              ,431,118,1.03%,0.19%,575.22,1.19%,0.78%,1,114,310,1.62%,0.50%,74.92,0.90%,0.10%,1,315,567,2.02%,0.59%,23.50,2.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,995,1.27%,673.64,0.91%
2,Salem District,141,City of Bedford,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,24,302,0.12%,0.01%,31.45,0.31%,0.04%,69,798,0.32%,0.03%,11.40,0.91%,0.02%,,,,,,,,,,,,,94,100,0.04%,42.85,0.06%
2,Salem District,150,Town of Blacksburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,173,865,0.87%,0.08%,103.45,1.01%,0.14%,136,271,0.63%,0.06%,7.82,0.63%,0.01%,,,,,,,,,,,,,310,136,0.14%,111.27,0.15%
2,Salem District,154,Town of Christiansburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,108,718,0.54%,0.05%,100.32,0.98%,0.14%,149,649,0.69%,0.07%,12.26,0.98%,0.02%,,,,,,,,,,,,,258,367,0.11%,112.58,0.15%
2,Salem District,113,City of Galax,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,59,148,0.30%,0.03%,52.31,0.51%,0.07%,89,789,0.42%,0.04%,8.08,0.65%,0.01%,,,,,,,,,,,,,148,938,0.07%,60.39,0.08%
2,Salem District,120,City of Martinsville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,135,162,0.68%,0.06%,88.37,0.86%,0.12%,127,823,0.59%,0.06%,11.64,0.93%,0.02%,,,,,,,,,,,,,262,985,0.12%,100.01,0.14%
2,Salem District,266,Town of Narrows,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,5,039,0.03%,0.00%,15.95,0.16%,0.02%,,,,,,,,,,,,,,,,,,,5,039,0.00%,15.95,0.02%
2,Salem District,279,Town of Pearisburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,15,597,0.08%,0.01%,20.01,0.20%,0.03%,,,,,,,,,,,,,,,,,,,15,597,0.01%,20.01,0.03%
2,Salem District,125,Town of Pulaski,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,87,430,0.44%,0.04%,59.60,0.58%,0.08%,54,915,0.25%,0.02%,8.31,0.67%,0.01%,,,,,,,,,,,,,142,345,0.06%,67.91,0.09%
2,Salem District,126,City of Radford,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,92,292,0.46%,0.04%,61.66,0.60%,0.08%,84,002,0.39%,0.04%,9.43,0.76%,0.01%,,,,,,,,,,,,,176,294,0.08%,71.09,0.10%
2,Salem District,128,City of Roanoke,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,752,085,3.76%,0.33%,409.65,4.01%,0.55%,696,130,3.23%,0.31%,44.68,3.59%,0.06%,,,,,,,,,,,,,1,448,215,0.64%,454.33,0.61%
2,Salem District,157,Town of Rocky Mount,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,34,865,0.17%,0.02%,33.09,0.32%,0.04%,73,111,0.34%,0.03%,6.89,0.55%,0.01%,,,,,,,,,,,,,107,975,0.05%,39.98,0.05%
2,Salem District,129,City of Salem,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,166,898,0.83%,0.07%,117.58,1.15%,0.16%,272,484,1.26%,0.12%,16.97,1.36%,0.02%,,,,,,,,,,,,,439,382,0.20%,134.55,0.18%
2,Salem District,149,Town of Vinton,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,88,589,0.44%,0.04%,37.84,0.37%,0.05%,51,733,0.24%,0.02%,2.23,0.18%,0.00%,,,,,,,,,,,,,140,322,0.06%,40.07,0.05%
2,Salem District,,Salem District Total:,,,,,,3,567,907,8.53%,1.59%,7,325.99,15.11%,9.91%,7,318,072,10.67%,3.26%,1,041.31,12.51%,1.41%,4,832,428,7.43%,2.15%,117.80,10.53%,0.16%,,,,,,,1,743,988,8.72%,0.78%,1,131.28,11.07%,1.53%,1,805,705,8.37%,0.80%,139.71,11.21%,0.19%,,,,,,,,,,,,,19,268,101,8.57%,9,756.09,13.20%
3,Lynchburg District,005,Amherst County,,,,,              ,211,273,0.51%,0.09%,549.18,1.13%,0.74%,698,764,1.02%,0.31%,106.70,1.28%,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,037,0.40%,655.88,0.89%
3,Lynchburg District,006,Appomattox County,,,,,              ,135,134,0.32%,0.06%,434.27,0.90%,0.59%,323,517,0.47%,0.14%,54.48,0.65%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,651,0.20%,488.75,0.66%
3,Lynchburg District,014,Buckingham County,,,,,              ,147,931,0.35%,0.07%,572.74,1.18%,0.77%,287,746,0.42%,0.13%,96.40,1.16%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,676,0.19%,669.14,0.91%
3,Lynchburg District,015,Campbell County,,,,,              ,509,548,1.22%,0.23%,679.24,1.40%,0.92%,1,307,729,1.91%,0.58%,119.39,1.43%,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,817,277,0.81%,798.63,1.08%
3,Lynchburg District,019,Charlotte County,,,,,              ,115,073,0.28%,0.05%,477.44,0.98%,0.65%,292,174,0.43%,0.13%,114.40,1.37%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,247,0.18%,591.84,0.80%
3,Lynchburg District,024,Cumberland County,,,,,              ,78,658,0.19%,0.03%,295.69,0.61%,0.40%,144,047,0.21%,0.06%,50.57,0.61%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,705,0.10%,346.26,0.47%
3,Lynchburg District,041,Halifax County,,,,,              ,282,255,0.67%,0.13%,840.00,1.73%,1.14%,601,873,0.88%,0.27%,158.32,1.90%,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,128,0.39%,998.32,1.35%
3,Lynchburg District,062,Nelson County,,,,,              ,95,618,0.23%,0.04%,467.62,0.96%,0.63%,488,339,0.71%,0.22%,108.90,1.31%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,957,0.26%,576.52,0.78%
3,Lynchburg District,071,Pittsylvania County,,,,,              ,707,118,1.69%,0.31%,1,455.55,3.00%,1.97%,1,187,996,1.73%,0.53%,197.36,2.37%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,895,114,0.84%,1,652.91,2.24%
3,Lynchburg District,073,Prince Edward County,,,,,              ,124,728,0.30%,0.06%,407.28,0.84%,0.55%,451,087,0.66%,0.20%,70.42,0.85%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,815,0.26%,477.70,0.65%
3,Lynchburg District,162,Town of Altavista,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,24,372,0.12%,0.01%,26.06,0.26%,0.04%,,,,,,,,,,,,,,,,,,,24,372,0.01%,26.06,0.04%
3,Lynchburg District,108,City of Danville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,308,113,1.54%,0.14%,274.30,2.68%,0.37%,637,547,2.96%,0.28%,42.58,3.42%,0.06%,,,,,,,,,,,,,945,660,0.42%,316.88,0.43%
3,Lynchburg District,144,Town of Farmville,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,33,307,0.17%,0.01%,40.94,0.40%,0.06%,93,161,0.43%,0.04%,9.58,0.77%,0.01%,,,,,,,,,,,,,126,467,0.06%,50.52,0.07%
3,Lynchburg District,118,City of Lynchburg,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,573,879,2.87%,0.26%,331.13,3.24%,0.45%,914,228,4.24%,0.41%,43.29,3.47%,0.06%,,,,,,,,,,,,,1,488,107,0.66%,374.42,0.51%
3,Lynchburg District,130,Town of South Boston,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,36,922,0.18%,0.02%,54.89,0.54%,0.07%,98,089,0.45%,0.04%,9.92,0.80%,0.01%,,,,,,,,,,,,,135,011,0.06%,64.81,0.09%
3,Lynchburg District,,Lynchburg District Total:,,,,,,2,407,336,5.76%,1.07%,6,179.01,12.75%,8.36%,5,783,272,8.43%,2.57%,1,076.94,12.94%,1.46%,,,,,,,,,,,,,976,593,4.88%,0.43%,727.32,7.12%,0.98%,1,743,024,8.08%,0.78%,105.37,8.46%,0.14%,,,,,,,,,,,,,10,910,225,4.85%,8,088.64,10.94%
4,Richmond District,004,Amelia County,,,,,              ,200,018,0.48%,0.09%,365.76,0.75%,0.49%,349,428,0.51%,0.16%,40.03,0.48%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,446,0.24%,405.79,0.55%
4,Richmond District,012,Brunswick County,,,,,              ,212,337,0.51%,0.09%,589.98,1.22%,0.80%,343,206,0.50%,0.15%,89.68,1.08%,0.12%,403,399,0.62%,0.18%,20.77,1.86%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,942,0.43%,700.43,0.95%
4,Richmond District,018,Charles City County,,,,,              ,70,807,0.17%,0.03%,138.08,0.28%,0.19%,104,570,0.15%,0.05%,44.95,0.54%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,377,0.08%,183.03,0.25%
4,Richmond District,020,Chesterfield County,,,,,              ,2,691,386,6.43%,1.20%,1,648.57,3.40%,2.23%,4,616,342,6.73%,2.05%,145.74,1.75%,0.20%,2,034,364,3.13%,0.90%,22.93,2.05%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,342,091,4.16%,1,817.24,2.46%
4,Richmond District,026,Dinwiddie County,,,,,              ,271,019,0.65%,0.12%,543.72,1.12%,0.74%,409,711,0.60%,0.18%,92.48,1.11%,0.13%,973,725,1.50%,0.43%,30.38,2.71%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,654,454,0.74%,666.58,0.90%
4,Richmond District,037,Goochland County,,,,,              ,273,714,0.65%,0.12%,337.63,0.70%,0.46%,598,596,0.87%,0.27%,85.74,1.03%,0.12%,895,840,1.38%,0.40%,27.99,2.50%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,768,150,0.79%,451.36,0.61%
4,Richmond District,042,Hanover County,,,,,              ,1,031,225,2.47%,0.46%,815.28,1.68%,1.10%,838,897,1.22%,0.37%,89.47,1.07%,0.12%,2,409,195,3.70%,1.07%,25.00,2.23%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,279,318,1.90%,929.75,1.26%
4,Richmond District,043,Henrico County,,,,,              ,,,,,,,2,040,295,2.98%,0.91%,121.34,1.46%,0.16%,4,718,179,7.25%,2.10%,69.36,6.20%,0.09%,3,195,063,72.80%,1.42%,1,321.20,78.61%,1.79%,,,,,,,,,,,,,,,,,,,,,,,,,9,953,536,4.43%,1,511.90,2.05%
4,Richmond District,055,Lunenburg County,,,,,              ,109,271,0.26%,0.05%,504.01,1.04%,0.68%,144,753,0.21%,0.06%,63.32,0.76%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,023,0.11%,567.33,0.77%
4,Richmond District,058,Mecklenburg County,,,,,              ,225,373,0.54%,0.10%,712.64,1.47%,0.96%,551,886,0.80%,0.25%,165.80,1.99%,0.22%,416,195,0.64%,0.19%,19.52,1.74%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,193,454,0.53%,897.96,1.22%
4,Richmond District,063,New Kent County,,,,,              ,88,058,0.21%,0.04%,201.60,0.42%,0.27%,343,503,0.50%,0.15%,68.76,0.83%,0.09%,1,126,678,1.73%,0.50%,20.07,1.79%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,558,240,0.69%,290.43,0.39%
4,Richmond District,067,Nottoway County,,,,,              ,104,563,0.25%,0.05%,308.98,0.64%,0.42%,356,509,0.52%,0.16%,83.66,1.01%,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,071,0.21%,392.64,0.53%
4,Richmond District,072,Powhatan County,,,,,              ,299,716,0.72%,0.13%,309.39,0.64%,0.42%,545,772,0.80%,0.24%,53.44,0.64%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,488,0.38%,362.83,0.49%
4,Richmond District,074,Prince George County,,,,,              ,234,249,0.56%,0.10%,291.25,0.60%,0.39%,519,051,0.76%,0.23%,89.22,1.07%,0.12%,903,314,1.39%,0.40%,29.59,2.64%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,656,614,0.74%,410.06,0.55%
4,Richmond District,166,Town of Ashland,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,38,707,0.19%,0.02%,40.38,0.40%,0.05%,91,535,0.42%,0.04%,7.85,0.63%,0.01%,,,,,,,,,,,,,130,242,0.06%,48.23,0.07%
4,Richmond District,142,Town of Blackstone,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,17,662,0.09%,0.01%,28.51,0.28%,0.04%,27,572,0.13%,0.01%,4.95,0.40%,0.01%,,,,,,,,,,,,,45,234,0.02%,33.46,0.05%
4,Richmond District,186,Town of Chase City,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,5,404,0.03%,0.00%,17.72,0.17%,0.02%,,,,,,,,,,,,,,,,,,,5,404,0.00%,17.72,0.02%
4,Richmond District,106,City of Colonial Heights,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,148,721,0.74%,0.07%,81.90,0.80%,0.11%,127,733,0.59%,0.06%,5.04,0.40%,0.01%,,,,,,,,,,,,,276,454,0.12%,86.94,0.12%
4,Richmond District,116,City of Hopewell,,,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,118,382,0.59%,0.05%,117.64,1.15%,0.16%,126,644,0.59%,0.06%,10.47,0.84%,0.01%,,,,,,,,,,,,,245,026,0.11%,128.11,0.17%
