719536,  21,00623,     ,21-623,Gaylord Rd,021,Clarke County,021,Clarke County,0.15,Dead End; Gap,"US 340 W, Lord Fairfax Hwy",10,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719537,  21,00624,     ,21-624,Red Gate Rd,021,Clarke County,021,Clarke County,2.30,Warren County Line,21-622,270,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719538,  21,00624,     ,21-624,Red Gate Rd,021,Clarke County,021,Clarke County,1.26,21-622,21-626 Nelson Rd,420,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719539,  21,00624,     ,21-624,Red Gate Rd,021,Clarke County,021,Clarke County,0.50,21-626 Nelson Rd,US 50 Millwood Pike,590,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719540,  21,00625,     ,21-625, ,021,Clarke County,021,Clarke County,0.10,Dead End,21-622 WEST,20,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719541,  21,00625,     ,21-625, ,021,Clarke County,021,Clarke County,1.85,21-622 EAST,US 50 Millwood Pike,190,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719542,  21,00625,     ,21-625, ,021,Clarke County,021,Clarke County,0.53,US 50 Millwood Pike,21-723 Millwood Rd,40,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719543,  21,00626,     ,21-626,Nelson Rd,021,Clarke County,021,Clarke County,0.70,21-622,21-628 Berry Ferry Rd,100,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719544,  21,00626,     ,21-626,Nelson Rd,021,Clarke County,021,Clarke County,0.90,21-628 Berry Ferry Rd,21-624 Red Gate Rd,190,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719545,  21,00627,     ,21-627,Carters Line Rd,021,Clarke County,021,Clarke County,1.90,21-622,21-658 White Post Rd,120,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719547,  21,00628,     ,21-628,Berry Ferry Rd,021,Clarke County,021,Clarke County,0.24,US 340 Lord Fairfax Hwy,21-658 White Post Rd,660,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719546,  21,00628,     ,21-628,Berry Ferry Rd,021,Clarke County,021,Clarke County,2.60,21-658 White Post Rd,21-626 Nelson Rd,250,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719548,  21,00629,     ,21-629,Linden Rd,021,Clarke County,021,Clarke County,0.10,SR 255 Bishop Meade Hwy,Dead End,90,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719549,  21,00630,     ,21-630,Iron Rail Rd,021,Clarke County,021,Clarke County,0.20,Dead End,US 50 Millwood Pike,40,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719550,  21,00631,     ,21-631,Page Brook Lane,021,Clarke County,021,Clarke County,0.50,21-723 Old Winchester Rd,Dead End,110,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
401905,  21,00632,     ,21-632,Triple J Rd,021,Clarke County,021,Clarke County,2.35,21-657 Senseny Rd,SR 7 Harry Flood Byrd Hwy,2200,G,98%,0%,1%,0%,0%,0%,C,0.1330,F,0.7522,2400,G,2011,,,,,,,,,,,,,,,
401906,  21,00632,     ,21-632,Crums Church Rd,021,Clarke County,021,Clarke County,2.66,SR 7 Harry Flood Byrd Hwy,21-639 Allen Road,1800,G,97%,1%,1%,1%,1%,0%,C,0.1010,F,0.5567,1900,G,2011,,,,,,,,,,,,,,,
401907,  21,00632,     ,21-632,Crums Church Rd,021,Clarke County,021,Clarke County,1.56,21-639 Allen Road,21-761 Old Charles Town Rd,1300,G,97%,1%,1%,1%,1%,0%,F,0.1138,F,0.7294,1400,G,2011,,,,,,,,,,,,,,,
719551,  21,00633,     ,21-633,Annfield Rd,021,Clarke County,021,Clarke County,2.30,21-652,US 340 Lord Fairfax Hwy,110,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719552,  21,00634,     ,21-634,Salem Church Rd,021,Clarke County,021,Clarke County,0.58,21-655,21-657 Senseny Rd,1900,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719553,  21,00635,     ,21-635, ,021,Clarke County,021,Clarke County,1.15,Dead End,SR 7 Harry Flood Byrd Hwy,410,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719554,  21,00635,     ,21-635, ,021,Clarke County,021,Clarke County,1.50,SR 7 Harry Flood Byrd Hwy,21-660,210,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
401908,  21,00636,     ,21-636,Westwood Rd,021,Clarke County,021,Clarke County,1.50,21-657 Senseny Rd,Bus SR 7,780,G,96%,3%,0%,0%,0%,0%,C,0.1876,F,0.6810,840,G,2011,,,,,,,,,,,,,,,
719555,  21,00637,     ,21-637, ,021,Clarke County,021,Clarke County,0.15,Dead End,"21-761 E, Old Charles Town Rd",30,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719556,  21,00637,     ,21-637, ,021,Clarke County,021,Clarke County,0.30,"21-761 W, Old Charles Town Rd",Dead End,30,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
401909,  21,00638,     ,21-638,Howellsville Rd,021,Clarke County,021,Clarke County,3.41,Warren County Line,US 50 John S Mosby Hwy,2100,G,98%,1%,1%,0%,0%,0%,C,0.1008,F,0.8340,2300,G,2011,,,,,,,,,,,,,,,
719557,  21,00639,     ,21-639,Allen Rd,021,Clarke County,021,Clarke County,2.64,21-632 Crums Church Rd,21-611 Summit Point Rd,170,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719558,  21,00639,     ,21-639,Allen Rd,021,Clarke County,021,Clarke County,0.80,21-611 Summit Point Rd,21-641 Lewisville Rd,170,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719559,  21,00639,     ,21-639,Allen Rd,021,Clarke County,021,Clarke County,0.70,21-641 Lewisville Rd,West Virginia State Line,360,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719560,  21,00640,     ,21-640,Withers Larue Rd,021,Clarke County,021,Clarke County,2.20,21-632 Crums Church Rd,West Virginia State Line,320,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719561,  21,00641,     ,21-641,Lewisville Rd,021,Clarke County,021,Clarke County,1.10,US 340 Lord Fairfax Hwy,21-610 Clifton Rd,330,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719562,  21,00641,     ,21-641,Lewisville Rd,021,Clarke County,021,Clarke County,0.20,21-610 Clifton Rd,21-639 Allen Rd,300,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719563,  21,00642,     ,21-642,Chrismore Rd,021,Clarke County,021,Clarke County,1.10,Frederick County Line,21-644,360,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719564,  21,00643,     ,21-643,Retreat Rd,021,Clarke County,021,Clarke County,1.30,SR 7 Harry Flood Byrd Hwy,Dead End,1400,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719565,  21,00644,     ,21-644, ,021,Clarke County,021,Clarke County,1.15,Warren County Line,"21-658 S, Sugar Hill Rd",60,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719566,  21,00644,     ,21-644, ,021,Clarke County,021,Clarke County,2.00,"21-658 N, White Post Rd","US 340 W, Lord Fairfax Hwy",90,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719567,  21,00644,     ,21-644, ,021,Clarke County,021,Clarke County,0.60,"US 340 E, Lord Fairfax Hwy",21-646 Nations Spring Rd,400,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719568,  21,00644,     ,21-644, ,021,Clarke County,021,Clarke County,0.80,21-646 Nations Spring Rd,21-642 Chrismore Rd,370,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719569,  21,00644,     ,21-644, ,021,Clarke County,021,Clarke County,1.30,21-642 Chrismore Rd,US 50 Millwood Pike,590,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719570,  21,00644,     ,21-644, ,021,Clarke County,021,Clarke County,1.10,US 50 Millwood Pike,21-655,260,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719572,  21,00645,     ,21-645,Wrights Mill Rd,021,Clarke County,021,Clarke County,0.20,SR 7 Harry Flood Byrd Hwy,0.20 MN SR 7,330,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719573,  21,00645,     ,21-645,Wrights Mill Rd,021,Clarke County,021,Clarke County,0.90,0.20 MN SR 7,21-664 Neil Rd,330,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719574,  21,00645,     ,21-645,Wrights Mill Rd,021,Clarke County,021,Clarke County,0.70,21-664 Neil Rd,21-660,240,R,,,,,,,X,,,,,,04/01/2009,,,,,,,,,,,,,,,
719575,  21,00646,     ,21-646,Nations Spring Rd,021,Clarke County,021,Clarke County,1.10,Frederick County Line,21-644,90,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719576,  21,00647,     ,21-647,Possum Hollow Lane,021,Clarke County,021,Clarke County,0.51,Dead End,21-613 Springsbury Rd,130,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719577,  21,00648,     ,21-648,Lanham Lane,021,Clarke County,021,Clarke County,0.08,Dead End,SR 255 Bishop Meade Hwy,40,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719578,  21,00649,     ,21-649,Frogtown Rd,021,Clarke County,021,Clarke County,2.00,21-606 SOUTH,21-605 Morgans Mill Rd,450,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719579,  21,00649,     ,21-649,Frogtown Rd,021,Clarke County,021,Clarke County,1.07,21-605 Morgans Mill Rd,21-606 NORTH,460,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719580,  21,00650,     ,21-650,Mount Weather Rd,021,Clarke County,021,Clarke County,0.28,"21-601 S, Blue Ridge Mountain Rd",21-601 MID,40,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719581,  21,00650,     ,21-650,Mount Weather Rd,021,Clarke County,021,Clarke County,0.32,21-601 MID,"21-601 N, Blue Ridge Mountain Rd",20,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719582,  21,00651,     ,21-651,Clay Hill Rd,021,Clarke County,021,Clarke County,0.50,21-621,21-619,160,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719583,  21,00651,     ,21-651,Clay Hill Rd,021,Clarke County,021,Clarke County,1.00,21-619,SR 255 Bishop Meade Hwy,310,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719584,  21,00652,     ,21-652, ,021,Clarke County,021,Clarke County,1.00,21-620,21-633 Annfield Rd,190,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719585,  21,00652,     ,21-652, ,021,Clarke County,021,Clarke County,1.40,21-633 Annfield Rd,21-657 Senseny Rd,160,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719586,  21,00653,     ,21-653,Kimble Rd,021,Clarke County,021,Clarke County,2.00,21-632 Crums Church Rd,21-654 Stringtown Rd,250,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719587,  21,00653,     ,21-653,Kimble Rd,021,Clarke County,021,Clarke County,1.40,21-654 Stringtown Rd,SR 7 Harry Flood Byrd Hwy,470,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719588,  21,00654,     ,21-654,Stringtown Rd,021,Clarke County,021,Clarke County,1.70,21-653 Kimble Rd,21-611 Summit Point Rd,190,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719589,  21,00655,     ,21-655, ,021,Clarke County,021,Clarke County,0.60,21-644,"21-723 S, Old Winchester Rd",290,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719590,  21,00655,     ,21-655, ,021,Clarke County,021,Clarke County,1.20,"21-723 N, Old Winchester Rd",21-620,630,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719591,  21,00655,     ,21-655, ,021,Clarke County,021,Clarke County,1.26,21-620,21-634 Salem Church Rd,750,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719592,  21,00655,     ,21-655, ,021,Clarke County,021,Clarke County,0.84,21-634 Salem Church Rd,Frederick County Line,1500,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719593,  21,00656,     ,21-656,Longmarsh Rd,021,Clarke County,021,Clarke County,0.80,21-659,21-674 Cather Rd,330,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719594,  21,00656,     ,21-656,Longmarsh Rd,021,Clarke County,021,Clarke County,1.30,21-674 Cather Rd,21-632 Crums Church Rd,340,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
401910,  21,00657,     ,21-657,Senseny Rd,021,Clarke County,021,Clarke County,1.02,Frederick County Line,21-634 Salem Church Rd,2100,G,99%,0%,0%,0%,0%,0%,C,0.1370,F,0.7591,2300,G,2011,,,,,,,,,,,,,,,
401911,  21,00657,     ,21-657,Senseny Rd,021,Clarke County,021,Clarke County,1.40,21-634 Salem Church Rd,21-632 Triple J Rd,3000,G,99%,0%,0%,0%,0%,0%,F,0.1328,F,0.7337,3300,G,2011,,,,,,,,,,,,,,,
401912,  21,00657,     ,21-657,Senseny Rd,021,Clarke County,021,Clarke County,2.70,21-632 Triple J Rd,21-636 Westwood Rd,910,G,99%,0%,0%,0%,0%,0%,F,0.1338,F,0.6737,990,G,2011,,,,,,,,,,,,,,,
401913,  21,00657,     ,21-657,Senseny Rd,021,Clarke County,021,Clarke County,1.20,21-636 Westwood Rd,US 340 Lord Fairfax Hwy,1100,G,99%,0%,0%,0%,0%,0%,F,0.1371,F,0.5821,1200,G,2011,,,,,,,,,,,,,,,
401914,  21,00658,     ,21-658,Sugar Hill Rd,021,Clarke County,021,Clarke County,0.49,Warren County Line,"21-644 S, Stone Bridge Rd",290,G,97%,1%,1%,0%,0%,0%,F,0.1211,F,0.6494,310,G,2011,,,,,,,,,,,,,,,
401915,  21,00658,     ,21-658,Sugar Hill Rd,021,Clarke County,021,Clarke County,0.10,"21-644 S, Stone Bridge Rd",21-622 Borders Spring Rd,300,G,97%,1%,1%,0%,0%,0%,F,0.1199,F,0.6494,320,G,2011,,,,,,,,,,,,,,,
401916,  21,00658,     ,21-658,White Post Rd,021,Clarke County,021,Clarke County,2.40,21-622 Borders Spring Rd,21-627 Carters Line Rd,410,G,97%,1%,1%,0%,0%,0%,F,0.1067,F,0.5895,440,G,2011,,,,,,,,,,,,,,,
401917,  21,00658,     ,21-658,White Post Rd,021,Clarke County,021,Clarke County,0.40,21-627 Carters Line Rd,21-628 Berry Ferry Rd,660,G,97%,1%,1%,0%,0%,0%,C,0.0994,F,0.5972,710,G,2011,,,,,,,,,,,,,,,
401918,  21,00658,     ,21-658,White Post Rd,021,Clarke County,021,Clarke County,0.25,21-628 Berry Ferry Rd,US 340 Lord Fairfax Hwy,610,G,97%,1%,1%,0%,0%,0%,F,0.1029,F,0.5573,660,G,2011,,,,,,,,,,,,,,,
719595,  21,00659,     ,21-659, ,021,Clarke County,021,Clarke County,1.40,21-660,21-656 Longmarsh Rd,140,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719596,  21,00659,     ,21-659, ,021,Clarke County,021,Clarke County,1.00,21-656 Longmarsh Rd,21-761 Old Charles Town Rd,310,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719597,  21,00660,     ,21-660, ,021,Clarke County,021,Clarke County,1.10,SR 7 Harry Flood Byrd Hwy,21-674 Cather Rd,520,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719598,  21,00660,     ,21-660, ,021,Clarke County,021,Clarke County,1.20,21-674 Cather Rd,21-635,180,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719599,  21,00660,     ,21-660, ,021,Clarke County,021,Clarke County,0.22,21-635,21-659,200,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719600,  21,00660,     ,21-660, ,021,Clarke County,021,Clarke County,0.26,21-659,21-645 Wrights Mill Rd,140,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719601,  21,00660,     ,21-660, ,021,Clarke County,021,Clarke County,0.43,21-645 Wrights Mill Rd,Dead End,50,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719602,  21,00661,     ,21-661,Wadesville Rd,021,Clarke County,021,Clarke County,1.80,21-761 Old Charles Town Rd,21-672 Swimley Rd,320,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719603,  21,00662,     ,21-662,Tannery Lane,021,Clarke County,021,Clarke County,0.07,Dead End,SR 255 Bishop Meade Rd,70,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719604,  21,00663,     ,21-663,Auburn Rd,021,Clarke County,021,Clarke County,1.00,21-603 Castleman Rd,21-608,40,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719605,  21,00664,     ,21-664,Neil Rd,021,Clarke County,021,Clarke County,0.30,Frederick County Line,21-645 Wrights Mill Rd,60,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719606,  21,00665,     ,21-665,Trenary Lane,021,Clarke County,021,Clarke County,0.03,US 50 Millwood Pike,0.03 MN US 50,90,R,,,,,,,X,,,,,,04/17/2003,,,,,,,,,,,,,,,
719607,  21,00665,     ,21-665,Trenary Lane,021,Clarke County,021,Clarke County,0.17,0.03 MN US 50,Dead End,10,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719608,  21,00666,     ,21-666,Virginia Ave,172,Town of Boyce,021,Clarke County,0.22,21-617 Old Chapel Ave,NCL Boyce,90,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719609,  21,00667,     ,21-667,Old Waterloo Rd,021,Clarke County,021,Clarke County,0.31,"US 340 W, Lord Fairfax Hwy",US 340 MID,50,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719610,  21,00667,     ,21-667,Old Waterloo Rd,021,Clarke County,021,Clarke County,0.50,US 340 MID,"US 340 E, Lord Fairfax Hwy",48,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719611,  21,00668,     ,21-668,Old Waterloo Rd,021,Clarke County,021,Clarke County,0.31,US 340 WEST; 21-667,"US 340 E, Lord Fairfax Hwy",48,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719612,  21,00669,     ,21-669,Highland Corners Rd,021,Clarke County,021,Clarke County,0.06,US 340 Lord Fairfax Hwy,21-670 Double Tollgate Rd,130,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719613,  21,00669,     ,21-669,Highland Corners Rd,021,Clarke County,021,Clarke County,0.18,21-670 Double Tollgate Rd,US 522 Front Royal Pike,150,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719614,  21,00670,     ,21-670,Double Tollgate Rd,021,Clarke County,021,Clarke County,0.26,21-669 Highland Corners Rd,US 340 Lord Fairfax Hwy,120,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719615,  21,00671,     ,21-671,Battletown Dr,168,Town of Berryville,021,Clarke County,0.37,Dead End,21-1020 Bel Voi Dr,300,R,,,,,,,X,,,,,,04/06/2000,,,,,,,,,,,,,,,
719616,  21,00671,     ,21-671,Battletown Dr,168,Town of Berryville,021,Clarke County,0.08,21-1020 Bel Voi Dr,Bus SR 7,440,R,,,,,,,X,,,,,,04/06/2000,,,,,,,,,,,,,,,
719617,  21,00672,     ,21-672,Swimley Rd,021,Clarke County,021,Clarke County,2.98,21-761 Old Charles Town Rd,21-661 Wadesville Rd,530,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719618,  21,00672,     ,21-672,Swimley Rd,021,Clarke County,021,Clarke County,0.05,21-661 Wadesville Rd,Frederick County Line,800,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719619,  21,00673,     ,21-673,Blue Ridge St,168,Town of Berryville,021,Clarke County,0.11,21-700 Jack Enders Blvd,Dead End,80,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
719620,  21,00674,     ,21-674,Cather Rd,021,Clarke County,021,Clarke County,0.80,21-660,21-656 Longmarsh Rd,200,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719621,  21,00675,     ,21-675,Garden Rd,021,Clarke County,021,Clarke County,0.28,"21-632 E, Crums Church Rd",21-632 MID,30,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719622,  21,00675,     ,21-675,Garden Rd,021,Clarke County,021,Clarke County,0.31,21-632 MID,"21-632 N, Crums Church Rd",40,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719623,  21,00676,     ,21-676,Donn Lane,021,Clarke County,021,Clarke County,0.09,21-677 Clarke Lane,21-615 Boom Rd,230,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719624,  21,00677,     ,21-677,Clarke Lane,021,Clarke County,021,Clarke County,0.20,21-676 Donn Lane,Dead End,170,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719625,  21,00678,     ,21-678,Rocky Bank Lane,021,Clarke County,021,Clarke County,0.13,Dead End,SR 255 Bishop Meade Rd,40,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719626,  21,00679,     ,21-679,Pine Grove Rd,021,Clarke County,021,Clarke County,0.80,"SR 7 W, Harry Flood Byrd Hwy",21-604,350,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719627,  21,00679,     ,21-679,Pine Grove Rd,021,Clarke County,021,Clarke County,0.75,21-604,"SR 7 E, Harry Flood Byrd Hwy",310,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719628,  21,00680,     ,21-680,Smallwood Lane,021,Clarke County,021,Clarke County,0.34,Dead End,0.34 MW Dead End,60,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719629,  21,00680,     ,21-680,Smallwood Lane,021,Clarke County,021,Clarke County,0.16,0.34 MW Dead End,US 340 Lord Fairfax Hwy,190,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719630,  21,00681,     ,21-681,Osborne St,168,Town of Berryville,021,Clarke County,0.07,Dead End,"21-616, N Church St",120,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
782300,  21,00690,     ,21-690,Manor Rd,021,Clarke County,021,Clarke County,0.57,Dead End,21-638 Howellsville Rd,1100,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
406727,  21,00700,     ,21-700,Jack Enders Blvd,021,Clarke County,021,Clarke County,0.43,Dead End,SCL Berryville,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
406731,  21,00700,     ,21-700,Jack Enders Blvd,168,Town of Berryville,021,Clarke County,0.41,SCL Berryville,21-673 Blue Rdige St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
401897,  21,00700,     ,21-700,Jack Enders Blvd,168,Town of Berryville,021,Clarke County,0.17,21-673 Blue Rdige St,Bus SR 7,2300,G,99%,0%,0%,0%,0%,0%,F,0.1112,F,0.5148,2500,G,2011,,,,,,,,,,,,,,,
401919,  21,00723,     ,21-723,Millwood Rd,021,Clarke County,021,Clarke County,2.16,US 50 John S Mosby Hwy; Millwood Pike,"SR 255 S, Bishop Meade Rd",880,G,97%,2%,1%,0%,0%,0%,F,0.1172,F,0.6511,950,G,2011,,,,,,,,,,,,,,,
401920,  21,00723,     ,21-723,Millwood Rd,021,Clarke County,021,Clarke County,1.73,"SR 255 N, Bishop Meade Highway; Bishop Meade Rd",SCL Boyce,650,G,97%,2%,1%,0%,0%,0%,F,0.1281,F,0.5517,700,G,2011,,,,,,,,,,,,,,,
401921,  21,00723,     ,21-723,Main St,172,Town of Boyce,021,Clarke County,0.29,SCL Boyce,US 340 Lord Fairfax Hwy,1000,G,97%,2%,1%,0%,0%,0%,C,0.1782,F,0.5479,1100,G,2011,,,,,,,,,,,,,,,
401922,  21,00723,     ,21-723,W Main St,172,Town of Boyce,021,Clarke County,0.47,US 340 Greenway Ave,NCL Boyce,1300,G,97%,2%,1%,0%,0%,0%,F,0.1254,F,0.5685,1400,G,2011,,,,,,,,,,,,,,,
401923,  21,00723,     ,21-723,Old Winchester Rd,021,Clarke County,021,Clarke County,2.00,NCL Boyce,"21-655 W, Salem Church Rd",1100,G,97%,2%,1%,0%,0%,0%,F,0.1096,F,0.6117,1200,G,2011,,,,,,,,,,,,,,,
401924,  21,00723,     ,21-723,Old Winchester Rd,021,Clarke County,021,Clarke County,0.57,"21-655 W, Salem Church Rd",Frederick County Line,860,G,97%,2%,1%,0%,0%,0%,F,0.1169,F,0.6199,940,G,2011,,,,,,,,,,,,,,,
796931,  21,00750,     ,21-750, ,021,Clarke County,021,Clarke County,0.55,Dead End,US 50 Millwood Pike,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
401925,  21,00761,     ,21-761,Old Charles Town Rd,021,Clarke County,021,Clarke County,3.00,Frederick County Line,21-632 Crums Church Rd,1200,G,98%,1%,1%,0%,1%,0%,C,0.1347,F,0.6441,1300,G,2011,,,,,,,,,,,,,,,
401926,  21,00761,     ,21-761,Old Charles Town Rd,021,Clarke County,021,Clarke County,1.33,21-632 Crums Church Rd,West Virginia State Line,940,G,98%,1%,1%,0%,1%,0%,F,0.1179,F,0.5690,1000,G,2011,,,,,,,,,,,,,,,
719633,  21,01001,     ,21-1001,Academy St,168,Town of Berryville,021,Clarke County,0.08,"21-616, N Church St","US 340 S, N Buckmarsh St",2200,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719634,  21,01001,     ,21-1001,Academy St,168,Town of Berryville,021,Clarke County,0.12,"US 340 N, N Buckmarsh St",21-1004 Rice St,390,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
719635,  21,01001,     ,21-1001,Academy St,168,Town of Berryville,021,Clarke County,0.06,21-1004 Rice St,21-1025 Academy Court,180,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719636,  21,01001,     ,21-1001,Academy St,168,Town of Berryville,021,Clarke County,0.06,21-1025 Academy Court,21-1003,180,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
719637,  21,01002,     ,21-1002,Treadwell St,168,Town of Berryville,021,Clarke County,0.08,"US 340, Buckmarsh St",21-1004 Rice St,310,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
719638,  21,01002,     ,21-1002,Treadwell St,168,Town of Berryville,021,Clarke County,0.13,21-1004 Rice St,21-1003,250,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719639,  21,01002,     ,21-1002,Treadwell St,168,Town of Berryville,021,Clarke County,0.07,21-1003,21-1009 Crown St,200,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
