700650,  01,01103,     ,01-1103,Virginia Ave,258,Town of Melfa,001,Accomack County,0.10,01-626 Main St; Airport Dr,01-1104 Ridge Ave,210,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700651,  01,01103,     ,01-1103,Virginia Ave,258,Town of Melfa,001,Accomack County,0.06,01-1104 Ridge Ave,01-1107 Myrtle Ave,80,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700652,  01,01104,     ,01-1104,Ridge Ave,258,Town of Melfa,001,Accomack County,0.22,01-626 Main St; Airport Dr,01-1103 Virginia Ave,110,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700653,  01,01104,     ,01-1104,Ridge Ave,258,Town of Melfa,001,Accomack County,0.10,01-1103 Virginia Ave,01-1105 Woodland Ave,110,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700654,  01,01104,     ,01-1104,Ridge Ave,258,Town of Melfa,001,Accomack County,0.06,01-1105 Woodland Ave,01-1101 Railroad Ave,60,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700655,  01,01105,     ,01-1105,Woodland Ave,258,Town of Melfa,001,Accomack County,0.05,01-626 Main St; Airport Dr,01-1109 Lewis St,260,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700656,  01,01105,     ,01-1105,Woodland Ave,258,Town of Melfa,001,Accomack County,0.05,01-1109 Lewis St,01-1104 Ridge Ave,190,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700657,  01,01105,     ,01-1105,Woodland Ave,258,Town of Melfa,001,Accomack County,0.06,01-1104 Ridge Ave,01-1107 Myrtle Ave,100,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700658,  01,01105,     ,01-1105,Woodland Ave,258,Town of Melfa,001,Accomack County,0.07,01-1107 Myrtle Ave,Dead End,20,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700659,  01,01106,     ,01-1106,Lee St,258,Town of Melfa,001,Accomack County,0.08,01-1118 Bull St,01-1117 Washington St,100,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700660,  01,01106,     ,01-1106,Lee St,258,Town of Melfa,001,Accomack County,0.09,01-1117 Washington St,01-1116 Jackson St,90,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700661,  01,01106,     ,01-1106,Lee St,258,Town of Melfa,001,Accomack County,0.08,01-1116 Jackson St,01-1102 Virginia Ave,120,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700662,  01,01106,     ,01-1106,Lee St,258,Town of Melfa,001,Accomack County,0.09,01-1102 Virginia Ave,01-1101 Railroad Ave,100,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700663,  01,01107,     ,01-1107,Myrtle Ave,258,Town of Melfa,001,Accomack County,0.10,01-1103 Virginia Ave,01-1105 Woodland Ave,80,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700664,  01,01107,     ,01-1107,Myrtle Ave,258,Town of Melfa,001,Accomack County,0.09,01-1105 Woodland Ave,01-1101 Railroad Ave,47,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700665,  01,01108,     ,01-1108,Council St,258,Town of Melfa,001,Accomack County,0.08,US 13 Lankford Hwy,WCL Melfa,70,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700666,  01,01109,     ,01-1109,Lewis St,258,Town of Melfa,001,Accomack County,0.04,01-1105 Woodland Ave,01-1101 Railroad Ave,20,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700667,  01,01110,     ,01-1110,Hatton St,258,Town of Melfa,001,Accomack County,0.14,01-626 Main St,Dead End,130,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700668,  01,01111,     ,01-1111,Virginia Ave,258,Town of Melfa,001,Accomack County,0.06,01-1101 Railroad Ave,01-1102 Virginia Ave,20,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700669,  01,01112,     ,01-1112,Martin St,258,Town of Melfa,001,Accomack County,0.07,01-1113 Spruce St,01-1115 Phillips St,150,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700670,  01,01112,     ,01-1112,Martin St,258,Town of Melfa,001,Accomack County,0.10,01-1115 Phillips St,01-1114 Poplar St,210,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700671,  01,01112,     ,01-1112,Martin St,258,Town of Melfa,001,Accomack County,0.03,01-1114 Poplar St,01-626 Main St,140,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700672,  01,01113,     ,01-1113,Spruce St,258,Town of Melfa,001,Accomack County,0.07,01-1119,01-1112 Martin St,30,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700673,  01,01113,     ,01-1113,Spruce St,258,Town of Melfa,001,Accomack County,0.08,01-1112 Martin St,US 13 Lankford Hwy,360,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700674,  01,01114,     ,01-1114,Poplar St,258,Town of Melfa,001,Accomack County,0.07,01-1119 Northwest Ave,01-1112 Martin St,90,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700675,  01,01115,     ,01-1115,Phillips St,258,Town of Melfa,001,Accomack County,0.07,01-1119 WCL Melfa,01-1112 Martin St,70,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700676,  01,01115,     ,01-1115,Phillips St,258,Town of Melfa,001,Accomack County,0.07,01-1112 Martin St,US 13 Lankford Hwy,110,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700677,  01,01116,     ,01-1116,Jackson St,258,Town of Melfa,001,Accomack County,0.06,01-1106 Lee St,01-626 Main St; Airport Dr,170,R,,,,,,,X,,,,,,06/29/2011,,,,,,,,,,,,,,,
700678,  01,01117,     ,01-1117,Washington St,258,Town of Melfa,001,Accomack County,0.06,01-1106 Lee St,01-626 Main St; Airport Dr,110,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
700679,  01,01118,     ,01-1118,Bull St,258,Town of Melfa,001,Accomack County,0.07,01-1106 Lee St,01-626 Main St; Airport Dr,120,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
700680,  01,01119,     ,01-1119, ,258,Town of Melfa,001,Accomack County,0.10,01-1113 Spruce St,01-1115 Phillips St,40,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
700681,  01,01119,     ,01-1119,Northwest Ave,258,Town of Melfa,001,Accomack County,0.10,01-1115 Phillips St,01-1114 Poplar St,60,R,,,,,,,X,,,,,,06/21/2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
