785133,  50,00701,     ,50-701,Euclid Heights Blvd,325,Town of West Point,050,King William County,0.20,WCL West Point,50-1026 Dogwood Dr,60,R,,,,,,,X,,,,,,05/17/2001,,,,,,,,,,,,,,,
404550,  50,00701,     ,50-701,Euclid Heights Blvd,325,Town of West Point,050,King William County,0.58,50-1026 Dogwood Dr,SR 30 King William Ave,850,G,97%,1%,1%,0%,1%,0%,C,0.1048,F,0.5761,870,G,2011,,,,,,,,,,,,,,,
784136,  50,00702,     ,50-702,Industrial Pkwy,325,Town of West Point,050,King William County,0.07,SR 30 Main St,50-636 VFW Rd,830,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748523,  50,01000,     ,50-1000,Azalea Cresent,325,Town of West Point,050,King William County,0.28,"50-1013 N, River Rd","50-1013 S, River Rd",80,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748524,  50,01001,     ,50-1001,Bond St,325,Town of West Point,050,King William County,0.50,"50-1002, E Magnolia Dr",Dead End,220,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748525,  50,01002,     ,50-1002,E Magnolia Dr,325,Town of West Point,050,King William County,0.20,50-1010 Southern Ave,SR 30 King William Ave,410,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
404551,  50,01002,     ,50-1002,E Magnolia Dr,325,Town of West Point,050,King William County,1.02,SR 30 King William Ave,50-1003 Chelsea Rd,1200,G,98%,1%,0%,0%,0%,0%,C,0.1207,F,0.5449,1200,G,2011,,,,,,,,,,,,,,,
748526,  50,01002,     ,50-1002,E Magnolia Dr,325,Town of West Point,050,King William County,0.09,50-1003 Chelsea Rd,0.09 MN 50-1003 Chelsea Rd,30,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
793644,  50,01003,     ,50-1003, ,325,Town of West Point,050,King William County,0.12,"SR 33, 14th St",50-1130 Glass Island Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
404552,  50,01003,     ,50-1003,Chelsea Rd,325,Town of West Point,050,King William County,1.05,50-1130 Glass Island Rd,50-1004 Mattaponi Ave,1700,G,99%,0%,0%,0%,0%,0%,C,0.1340,F,0.5164,1800,G,2011,,,,,,,,,,,,,,,
404553,  50,01003,     ,50-1003,Chelsea Rd,325,Town of West Point,050,King William County,0.30,50-1004 Mattaponi Ave,50-1006 Thompson Ave,1100,G,99%,0%,0%,0%,0%,0%,F,0.1391,F,0.5378,1100,G,2011,,,,,,,,,,,,,,,
404554,  50,01003,     ,50-1003,Chelsea Rd,325,Town of West Point,050,King William County,0.75,50-1006 Thompson Ave,"50-1002, E Magnolia Dr",830,G,99%,0%,0%,0%,0%,0%,F,0.1261,F,0.6578,840,G,2011,,,,,,,,,,,,,,,
748527,  50,01003,     ,50-1003,Chelsea Rd,325,Town of West Point,050,King William County,0.28,"50-1002, E Magnolia Dr","50-1014, E Euclid Blvd",700,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748528,  50,01003,     ,50-1003,Chelsea Rd,325,Town of West Point,050,King William County,0.15,"50-1014, E Euclid Blvd",0.15 MN 50-1014,150,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748529,  50,01003,     ,50-1003,Chelsea Rd,325,Town of West Point,050,King William County,0.24,0.15 MN 50-1014,NCL West Point,70,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748530,  50,01004,     ,50-1004,Mattaponi Ave,325,Town of West Point,050,King William County,0.70,"50-1002, E Magnolia Dr",50-1006 Thompson Ave,780,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748531,  50,01004,     ,50-1004,Mattaponi Ave,325,Town of West Point,050,King William County,0.20,50-1006 Thompson Ave,50-1003 Chelsea Rd,800,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
795269,  50,01005,     ,50-1005,Odi St,325,Town of West Point,050,King William County,0.07,"50-1002, E Magnolia Dr",Dead End; Gap,47,R,,,,,,,X,,,,,,04/13/2010,,,,,,,,,,,,,,,
748532,  50,01005,     ,50-1005,Odi St,325,Town of West Point,050,King William County,0.45,50-1030 Bagby St,50-1006 Thompson Ave,440,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748533,  50,01005,     ,50-1005,Odi St,325,Town of West Point,050,King William County,0.20,50-1006 Thompson Ave,Dead End,80,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
404555,  50,01006,     ,50-1006,Thompson Ave,325,Town of West Point,050,King William County,0.93,SR 30 Main St,50-1003 Chelsea Rd,1700,G,98%,1%,1%,0%,0%,0%,C,0.1087,F,0.5736,1700,G,2011,,,,,,,,,,,,,,,
748534,  50,01007,     ,50-1007,Lyndale St,325,Town of West Point,050,King William County,0.13,"50-1108, C St",SR 30 Main St,120,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748535,  50,01007,     ,50-1007,Ogden St,325,Town of West Point,050,King William County,0.20,SR 30 Main St,Dead End,200,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748536,  50,01008,     ,50-1008,Dupont St,325,Town of West Point,050,King William County,0.20,Dead End,SR 30 Main St,330,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748537,  50,01009,     ,50-1009,W Oak Grove St,325,Town of West Point,050,King William County,0.16,Dead End,SR 30 Main St,70,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748538,  50,01009,     ,50-1009,Oak Grove St,325,Town of West Point,050,King William County,0.06,SR 30 Main St,Dead End,1300,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748539,  50,01010,     ,50-1010,Southern Ave,325,Town of West Point,050,King William County,0.25,50-701 Euclid Heights Rd,"50-1002, E Magnolia Dr",140,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748540,  50,01010,     ,50-1010,Southern Ave,325,Town of West Point,050,King William County,0.20,"50-1002, E Magnolia Dr",Pamunkey Ave,180,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
791140,  50,01010,     ,50-1010,Pamunkey Ave,325,Town of West Point,050,King William County,0.20,Southern Ave,SR 30 King William Ave,400,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748541,  50,01011,     ,50-1011,Romancoke Ave,325,Town of West Point,050,King William County,0.05,"50-1002, E Magnolia Dr",Dead End,90,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748542,  50,01012,     ,50-1012,Berkley St,325,Town of West Point,050,King William County,0.13,"50-1108, C St",SR 30 Main St,140,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748543,  50,01013,     ,50-1013,Pine Lane,325,Town of West Point,050,King William County,0.50,Dead End,50-701 Euclid Heights Blvd,100,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
783433,  50,01013,     ,50-1013,Camelia Dr,325,Town of West Point,050,King William County,0.33,50-701 Euclid Heights Blvd,50-1026 Dogwood Dr,250,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748547,  50,01014,     ,50-1014,E Euclid Blvd,325,Town of West Point,050,King William County,0.24,50-1003 Chelsea Rd,50-1032 Shoreline Dr,290,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748548,  50,01014,     ,50-1014,E Euclid Blvd,325,Town of West Point,050,King William County,0.03,50-1032 Shoreline Dr,50-1015 Newman Rd,120,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748549,  50,01015,     ,50-1015,Newman Rd,325,Town of West Point,050,King William County,0.17,"50-1014, E Euclid Blvd",50-1034 Sandy Creek,90,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748550,  50,01016,     ,50-1016,Romancoke Ave,325,Town of West Point,050,King William County,0.05,"50-1009, W Oak Grove St",Dead End,10,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748551,  50,01017,     ,50-1017,Taylor Ave,325,Town of West Point,050,King William County,0.06,"50-1009, W Oak Grove St",Dead End,50,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748552,  50,01018,     ,50-1018,Camelia Dr,325,Town of West Point,050,King William County,0.07,Dead End,50-701 Euclid Heights Blvd,30,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748553,  50,01019,     ,50-1019,Romancoke Ave,325,Town of West Point,050,King William County,0.10,50-701 Euclid Heights Blvd,50-1020 Cypress Ave,70,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748554,  50,01020,     ,50-1020,Cypress Ave,325,Town of West Point,050,King William County,0.08,Dead End,50-1019 Romancoke Ave,40,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748555,  50,01020,     ,50-1020,Cypress Ave,325,Town of West Point,050,King William County,0.08,50-1019 Romancoke Ave,Dead End,40,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748556,  50,01021,     ,50-1021,Cheatham Dr,325,Town of West Point,050,King William County,0.07,SR 30 Main St,50-1025 Cheatham Dr,180,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748557,  50,01022,     ,50-1022,Bellwood St,325,Town of West Point,050,King William County,0.12,"50-1108, C St",SR 30 Main St,100,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748558,  50,01023,     ,50-1023,Fort St,325,Town of West Point,050,King William County,0.13,"50-1108, C St",SR 30 Main St,80,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748559,  50,01024,     ,50-1024,Glenn St,325,Town of West Point,050,King William County,0.12,"50-1108, C St",SR 30 Main St,170,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748560,  50,01024,     ,50-1024,Thompson St,325,Town of West Point,050,King William County,0.12,SR 30 Main St,50-1006 Thompson Ave,2200,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748561,  50,01025,     ,50-1025,Cheatham Dr,325,Town of West Point,050,King William County,0.08,50-1021 Cheatham Dr,Dead End,90,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748562,  50,01026,     ,50-1026,Dogwood Dr,325,Town of West Point,050,King William County,0.17,50-701 Euclid Heights Blvd,50-1028 Tanager Ct,190,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748563,  50,01026,     ,50-1026,Dogwood Dr,325,Town of West Point,050,King William County,0.11,50-1028 Tanager Ct,50-1027 Mockingbird Ct,80,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748564,  50,01026,     ,50-1026,Dogwood Dr,325,Town of West Point,050,King William County,0.02,50-1027 Mockingbird Ct,50-1013 River Rd,100,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748565,  50,01026,     ,50-1026,Dogwood Dr,325,Town of West Point,050,King William County,0.14,50-1013 River Rd,Dead End,60,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748566,  50,01027,     ,50-1027,Mockingbird Ct,325,Town of West Point,050,King William County,0.06,Dead End,50-1026 Dogwood Dr,30,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748567,  50,01028,     ,50-1028,Tanager Ct,325,Town of West Point,050,King William County,0.06,Dead End,50-1026 Dogwood Dr,40,R,,,,,,,X,,,,,,04/07/2010,,,,,,,,,,,,,,,
748568,  50,01029,     ,50-1029,Taylor Ave,325,Town of West Point,050,King William County,0.08,O.O8 MN 50-1002,"50-1002, E Magnolia Dr",150,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748569,  50,01029,     ,50-1029,Taylor Ave,325,Town of West Point,050,King William County,0.21,"50-1002, E Magnolia Dr",50-1010 Pamunkey Ave; Southern Ave,150,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748570,  50,01030,     ,50-1030,Bagby St,325,Town of West Point,050,King William County,0.28,50-1005 Odi St,50-1004 Mattaponi Ave,210,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748571,  50,01030,     ,50-1030,Bagby St,325,Town of West Point,050,King William County,0.29,50-1004 Mattaponi Ave,50-1003 Chelsea Rd,200,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748572,  50,01031,     ,50-1031,Riverview Dr,325,Town of West Point,050,King William County,0.11,50-1003 Chelsea Rd,50-1032 Shoreline Dr,150,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
784137,  50,01032,     ,50-1032,Shoreline Dr,325,Town of West Point,050,King William County,0.04,Dead End,50-1031 Riverview Dr,30,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748573,  50,01032,     ,50-1032,Shoreline Dr,325,Town of West Point,050,King William County,0.12,50-1031 Riverview Dr,"50-1014, E Euclid Blvd",40,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748574,  50,01033,     ,50-1033,E Oak Lane,325,Town of West Point,050,King William County,0.22,50-1006 Thompson Ave,Cul-de-Sac,160,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748575,  50,01034,     ,50-1034,Sandy Creek,325,Town of West Point,050,King William County,0.08,50-1036 Blue Heron Rd,50-1015 Newman Rd,60,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748576,  50,01036,     ,50-1036,Blue Heron Rd,325,Town of West Point,050,King William County,0.14,"50-1014, E Euclid Blvd",50-1034 Sandy Creek,90,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748577,  50,01037,     ,50-1037,Westwood Ct,325,Town of West Point,050,King William County,0.16,Dead End,50-1004 Mattaponi Ave,170,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748578,  50,01038,     ,50-1038,N Oak Lane,325,Town of West Point,050,King William County,0.12,Dead End,50-1006 Thompson Ave,70,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
784138,  50,01039,     ,50-1039,Briarwood Lane,325,Town of West Point,050,King William County,0.16,"50-1014, E Euclid Blvd",Dead End,80,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748579,  50,01040,     ,50-1040,Winter St,325,Town of West Point,050,King William County,0.13,SR 30 Main St,Dead End,1100,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
788670,  50,01041,     ,50-1041,Chelsea Run,325,Town of West Point,050,King William County,0.12,50-1004 Mattaponi Ave,Dead End,90,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
791734,  50,01042,     ,50-1042,Cressfield Dr,325,Town of West Point,050,King William County,0.25,50-1005 Odi St,Dead End,210,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
794617,  50,01043,     ,50-1043,York St,325,Town of West Point,050,King William County,0.09,Dead End,50-1001 Bond St,20,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
794839,  50,01044,     ,50-1044,Cherokee St,325,Town of West Point,050,King William County,0.08,50-1004 Mattaponi Ave,Cul-de-Sac,40,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
748580,  50,01045,     ,50-1045,Ball Park Dr,325,Town of West Point,050,King William County,0.11,Dead End,50-1003 Chelsea Rd,90,R,,,,,,,X,,,,,,04/05/2010,,,,,,,,,,,,,,,
797039,  50,01046,     ,50-1046, ,325,Town of West Point,050,King William County,0.14,50-1047,50-1005 Odi St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797040,  50,01047,     ,50-1047, ,325,Town of West Point,050,King William County,0.10,50-1046,50-1005 Odi St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
748581,  50,01101,     ,50-1101,Lee St,325,Town of West Point,050,King William County,0.22,"SR 33, 14th St","50-1114, 18th St",1200,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748582,  50,01101,     ,50-1101,Lee St,325,Town of West Point,050,King William County,0.29,"50-1114, 18th St","50-1120, 23rd St",390,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748583,  50,01102,     ,50-1102,13th St,325,Town of West Point,050,King William County,0.06,Dead End,SR 296 Kirby St,40,R,,,,,,,X,,,,,,04/13/2010,,,,,,,,,,,,,,,
748584,  50,01102,     ,50-1102,13th St,325,Town of West Point,050,King William County,0.08,SR 296 Kirby St,50-1129 Main St,150,R,,,,,,,X,,,,,,04/13/2010,,,,,,,,,,,,,,,
748585,  50,01102,     ,50-1102,13th St,325,Town of West Point,050,King William County,0.03,50-1129 Main St,Dead End,1300,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748587,  50,01103,     ,50-1103,12th St,325,Town of West Point,050,King William County,0.05,Dead End,SR 296 Kirby St,10,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748588,  50,01103,     ,50-1103,12th St,325,Town of West Point,050,King William County,0.17,SR 296 Kirby St,SR 298 Lee St,130,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748589,  50,01103,     ,50-1103,12th St,325,Town of West Point,050,King William County,0.06,SR 298 Lee St,Dead End,90,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748590,  50,01104,     ,50-1104,11th St,325,Town of West Point,050,King William County,0.09,Dead End,SR 298 Lee St,120,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748591,  50,01104,     ,50-1104,11th St,325,Town of West Point,050,King William County,0.17,SR 298 Lee St,SR 296 Kirby St,210,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748592,  50,01104,     ,50-1104,11th St,325,Town of West Point,050,King William County,0.02,SR 296 Kirby St,Dead End,20,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748593,  50,01105,     ,50-1105,9th St,325,Town of West Point,050,King William County,0.03,Dead End,50-1107 Kirby St,2,R,,,,,,,X,,,,,,04/08/2004,,,,,,,,,,,,,,,
748594,  50,01105,     ,50-1105,9th St,325,Town of West Point,050,King William County,0.17,50-1107 Kirby St,SR 298 Lee St,420,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748595,  50,01105,     ,50-1105,9th St,325,Town of West Point,050,King William County,0.02,SR 298 Lee St,Dead End,10,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748596,  50,01106,     ,50-1106,7th St,325,Town of West Point,050,King William County,0.08,Dead End,50-1107 Kirby St,20,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748597,  50,01106,     ,50-1106,7th St,325,Town of West Point,050,King William County,0.17,50-1107 Kirby St,SR 298 Lee St,230,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748598,  50,01106,     ,50-1106,7th St,325,Town of West Point,050,King William County,0.08,SR 298 Lee St,Dead End,90,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748599,  50,01107,     ,50-1107,Kirby St,325,Town of West Point,050,King William County,0.21,"50-1121, 1st St","SR 298, 5th St",190,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
784139,  50,01107,     ,50-1107,Kirby St,325,Town of West Point,050,King William County,0.06,"SR 298, 5th St","50-1110, 6th St",260,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748600,  50,01107,     ,50-1107,Kirby St,325,Town of West Point,050,King William County,0.23,"50-1110, 6th St","SR 296, 10th St",870,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748601,  50,01108,     ,50-1108,Kirby St,325,Town of West Point,050,King William County,0.24,"SR 30, 14th St",SR 30 Main St; Gap,1800,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748602,  50,01108,     ,50-1108,C St,325,Town of West Point,050,King William County,0.06,50-1008; Gap,50-1022 Bellwood St,80,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748603,  50,01108,     ,50-1108,C St,325,Town of West Point,050,King William County,0.25,50-1022 Bellwood St,50-1007 Lyndale St,45,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748604,  50,01109,     ,50-1109,Lee St,325,Town of West Point,050,King William County,0.23,"50-1121, 1st St","SR 298, 5th St",360,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748605,  50,01110,     ,50-1110,6th St,325,Town of West Point,050,King William County,0.09,50-1107 Kirby St,50-1129 Main St,130,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748606,  50,01110,     ,50-1110,6th St,325,Town of West Point,050,King William County,0.08,50-1129 Main St,SR 298 Lee St,220,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748607,  50,01111,     ,50-1111,4th St,325,Town of West Point,050,King William County,0.25,Dead End,50-1109 Lee St,110,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748608,  50,01112,     ,50-1112,2nd St,325,Town of West Point,050,King William County,0.03,Dead End,50-1107 Kirby St,10,R,,,,,,,X,,,,,,07/27/2010,,,,,,,,,,,,,,,
748609,  50,01112,     ,50-1112,2nd St,325,Town of West Point,050,King William County,0.16,50-1107 Kirby St,50-1109 Lee St,140,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748610,  50,01112,     ,50-1112,2nd St,325,Town of West Point,050,King William County,0.05,50-1109 Lee St,Dead End,20,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748611,  50,01113,     ,50-1113,17th St,325,Town of West Point,050,King William County,0.15,SR 30 Main St,"50-1127, F St",220,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748612,  50,01114,     ,50-1114,18th St,325,Town of West Point,050,King William County,0.15,SR 30 Main St,"50-1127, F St",230,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
788671,  50,01114,     ,50-1114,18th St,325,Town of West Point,050,King William County,0.05,"50-1127, F St",Dead End,110,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748613,  50,01115,     ,50-1115,19th St,325,Town of West Point,050,King William County,0.15,SR 30 Main St,"50-1127, F St",200,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748614,  50,01116,     ,50-1116,21st St,325,Town of West Point,050,King William County,0.16,SR 30 Main St,"50-1127, F St",330,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
793608,  50,01116,     ,50-1116,21st St,325,Town of West Point,050,King William County,0.05,"50-1127, F St",Cul-de-Sac,30,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748615,  50,01117,     ,50-1117,3rd St,325,Town of West Point,050,King William County,0.16,50-1107 Kirby St,50-1109 Lee St,90,R,,,,,,,X,,,,,,04/15/2010,,,,,,,,,,,,,,,
748616,  50,01118,     ,50-1118,16th St,325,Town of West Point,050,King William County,0.08,Dead End,50-1108 Kirby St,40,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748617,  50,01118,     ,50-1118,16th St,325,Town of West Point,050,King William County,0.07,50-1108 Kirby St,SR 30 Main St,170,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
748618,  50,01118,     ,50-1118,16th St,325,Town of West Point,050,King William County,0.14,SR 30 Main St,"50-1127, F St",360,R,,,,,,,X,,,,,,04/15/2004,,,,,,,,,,,,,,,
748619,  50,01119,     ,50-1119,20th St,325,Town of West Point,050,King William County,0.14,SR 30 Main St,"50-1127, F St",90,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
