403862,  05,00659,     ,05-659,Second St,163,Town of Amherst,005,Amherst County,0.07,05-1105 Goodwin St,05-1101; 05-1115,2400,G,97%,2%,1%,0%,1%,0%,F,0.1065,F,0.5504,2400,G,2011,,,,,,,,,,,,,,,
403863,  05,00659,     ,05-659,Depot St,163,Town of Amherst,005,Amherst County,0.36,05-1101; 05-1115,05-1109 Norfolk Ave,240,G,97%,2%,1%,0%,1%,0%,C,0.1245,F,0.6207,250,G,2011,,,,,,,,,,,,,,,
403864,  05,00659,     ,05-659,Depot St,163,Town of Amherst,005,Amherst County,0.21,05-1109 Norfolk Ave,SCL Amherst,590,G,97%,2%,1%,0%,1%,0%,F,0.1337,F,0.5491,610,G,2011,,,,,,,,,,,,,,,
403917,  05,01101,     ,05-1101,Second St,163,Town of Amherst,005,Amherst County,0.15,05-659 Depot St,05-1102 Washington St,1200,G,99%,0%,0%,0%,0%,0%,C,0.1071,F,0.5070,1200,G,2011,,,,,,,,,,,,,,,
703560,  05,01101,     ,05-1101, ,163,Town of Amherst,005,Amherst County,0.10,05-1102 Washington St,05-1109 Norfolk Ave,1200,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703561,  05,01102,     ,05-1102,Washington St,163,Town of Amherst,005,Amherst County,0.12,05-659 Depot St,"05-1123, 1st St",60,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703562,  05,01102,     ,05-1102,Washington St,163,Town of Amherst,005,Amherst County,0.07,"05-1123, 1st St","05-1101, 2nd St",390,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703563,  05,01102,     ,05-1102,Washington St,163,Town of Amherst,005,Amherst County,0.08,"05-1101, 2nd St",US 60; 05-1112,2300,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703564,  05,01103,     ,05-1103,Ridge Dr,163,Town of Amherst,005,Amherst County,0.45,Bus US 29,NCL Amherst,470,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703567,  05,01104,     ,05-1104,W Court St,163,Town of Amherst,005,Amherst County,0.10,Dead End,05-1107 Mt Olive Rd,170,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703568,  05,01104,     ,05-1104,W Court St,163,Town of Amherst,005,Amherst County,0.12,05-1107 Mt Olive Rd,Bus US 29,840,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703569,  05,01104,     ,05-1104,E Court St,163,Town of Amherst,005,Amherst County,0.03,Bus US 29,05-1105 Goodwin St,450,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703570,  05,01104,     ,05-1104,E Court St,163,Town of Amherst,005,Amherst County,0.02,05-1105 Goodwin St,Dead End,370,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703571,  05,01105,     ,05-1105,Goodwin St,163,Town of Amherst,005,Amherst County,0.03,05-659 Second St,"05-1104, E Court St",390,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703572,  05,01105,     ,05-1105,Goodwin St,163,Town of Amherst,005,Amherst County,0.05,"05-1104, E Court St",Dead End,210,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703573,  05,01106,     ,05-1106,Garland Ave,163,Town of Amherst,005,Amherst County,0.22,Dead End,05-1129 Scotts Hill Rd,160,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703574,  05,01106,     ,05-1106,Garland Ave,163,Town of Amherst,005,Amherst County,0.19,05-1129 Scotts Hill Rd,Bus US 29,350,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703575,  05,01107,     ,05-1107,Mt Olive Rd,163,Town of Amherst,005,Amherst County,0.21,Dead End,"05-1104, W Court St",490,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703576,  05,01108,     ,05-1108,Grandview Dr,163,Town of Amherst,005,Amherst County,0.10,Bus US 29,NCL Amherst,450,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703580,  05,01109,     ,05-1109,Norfolk Ave,163,Town of Amherst,005,Amherst County,0.18,05-659 Depot St,"05-1123, 1st St",580,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703581,  05,01109,     ,05-1109,Norfolk Ave,163,Town of Amherst,005,Amherst County,0.08,"05-1123, 1st St",05-1101,400,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703582,  05,01110,     ,05-1110,Pine St,163,Town of Amherst,005,Amherst County,0.08,Bus US 29,Dead End,160,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703583,  05,01111,     ,05-1111,Hangar Rd,163,Town of Amherst,005,Amherst County,0.35,Bus US 29,Dead End,80,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703584,  05,01112,     ,05-1112,Whitehead Dr,163,Town of Amherst,005,Amherst County,0.14,US 60; 05-1102,Dead End,260,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703585,  05,01113,     ,05-1113,Glenway Dr,163,Town of Amherst,005,Amherst County,0.12,Bus US 29,05-1127 Spruce St,870,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703586,  05,01113,     ,05-1113,Glenway Dr,163,Town of Amherst,005,Amherst County,0.01,05-1127 Spruce St,ECL Amherst,730,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703589,  05,01114,     ,05-1114,Cedar St,163,Town of Amherst,005,Amherst County,0.14,Bus US 29,Bus US 29,160,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703590,  05,01115,     ,05-1115,Taylor St,163,Town of Amherst,005,Amherst County,0.16,"05-1101, 2nd St",Dead End,110,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703591,  05,01116,     ,05-1116,Blue Ridge Lane,163,Town of Amherst,005,Amherst County,0.42,Bus US 29,Dead End,330,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703593,  05,01118,     ,05-1118,Gregory Lane,163,Town of Amherst,005,Amherst County,0.10,05-643 Kenmore Rd,05-1140 Woodland Dr,140,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703594,  05,01118,     ,05-1118,Gregory Lane,163,Town of Amherst,005,Amherst County,0.15,05-1140 Woodland Dr,Dead End,30,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703595,  05,01119,     ,05-1119,Monitor Rd,163,Town of Amherst,005,Amherst County,0.28,Bus US 29,US 60 Lexington Tpke,40,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703601,  05,01123,     ,05-1123,1st St,163,Town of Amherst,005,Amherst County,0.05,05-1109 Norfolk Ave,05-1124 Church St,170,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703602,  05,01123,     ,05-1123,1st St,163,Town of Amherst,005,Amherst County,0.04,05-1124 Church St,05-1102 Washington St,210,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703603,  05,01123,     ,05-1123,1st St,163,Town of Amherst,005,Amherst County,0.10,05-1102 Washington St,05-659; 05-1135,60,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703604,  05,01124,     ,05-1124,Church St,163,Town of Amherst,005,Amherst County,0.12,Dead End,"05-1123, 1st St",70,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703605,  05,01125,     ,05-1125,Lynchburg Rd,163,Town of Amherst,005,Amherst County,0.09,05-659 Depot St,Dead End,50,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703606,  05,01126,     ,05-1126,Locust St,163,Town of Amherst,005,Amherst County,0.12,Bus US 29,Dead End,60,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703607,  05,01127,     ,05-1127,Spruce St,163,Town of Amherst,005,Amherst County,0.08,Dead End,05-1113 Glenway Dr,90,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703610,  05,01129,     ,05-1129,Scotts Hill Rd,163,Town of Amherst,005,Amherst County,0.01,SCL Amherst,05-1131 Oakland Dr,40,R,,,,,,,X,,,,,,03/12/2007,,,,,,,,,,,,,,,
703611,  05,01129,     ,05-1129,Scotts Hill Rd,163,Town of Amherst,005,Amherst County,0.27,05-1131 Oakland Dr,05-1106 Garland Ave,70,R,,,,,,,X,,,,,,03/12/2007,,,,,,,,,,,,,,,
703613,  05,01131,     ,05-1131,Oakland Dr,163,Town of Amherst,005,Amherst County,0.12,05-1129 Scotts Hill Rd,Dead End,2,R,,,,,,,X,,,,,,03/12/2007,,,,,,,,,,,,,,,
703615,  05,01133,     ,05-1133, ,163,Town of Amherst,005,Amherst County,0.10,Dead End,05-659 Depot St,80,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703616,  05,01134,     ,05-1134,Star St,163,Town of Amherst,005,Amherst County,0.03,Bus US 29,Dead End,180,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703617,  05,01135,     ,05-1135,School St,163,Town of Amherst,005,Amherst County,0.08,05-1136 Greenmeadows,05-659 Depot St,130,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703618,  05,01136,     ,05-1136,Green Meadow Dr,163,Town of Amherst,005,Amherst County,0.04,Dead End,05-1135 School St,80,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703619,  05,01136,     ,05-1136,Green Meadow Dr,163,Town of Amherst,005,Amherst County,0.02,05-1135 School St,Dead End,20,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703620,  05,01137,     ,05-1137,Forest Ave,163,Town of Amherst,005,Amherst County,0.05,Bus US 29,05-1138 Dogwood St,480,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703621,  05,01137,     ,05-1137,Forest Ave,163,Town of Amherst,005,Amherst County,0.07,05-1138 Dogwood St,Cul-de-Sac,300,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703622,  05,01138,     ,05-1138,Dogwood St,163,Town of Amherst,005,Amherst County,0.18,05-1137 Forest Ave,Dead End,190,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
703624,  05,01140,     ,05-1140,Woodland Dr,163,Town of Amherst,005,Amherst County,0.08,Cul-de-Sac,05-1141 Peyton Lane,45,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703625,  05,01140,     ,05-1140,Woodland Dr,163,Town of Amherst,005,Amherst County,0.09,05-1141 Peyton Lane,05-1118 Gregory Lane,140,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
703626,  05,01141,     ,05-1141,Peyton Lane,163,Town of Amherst,005,Amherst County,0.05,05-1140 Woodland Dr,Cul-de-Sac,50,R,,,,,,,X,,,,,,04/12/2007,,,,,,,,,,,,,,,
785581,  05,01142,     ,05-1142,Wellington St,163,Town of Amherst,005,Amherst County,0.09,Dead End,Bus US 29,110,R,,,,,,,X,,,,,,03/27/2007,,,,,,,,,,,,,,,
703832,  05,09018,     ,05-9018,Davis St,163,Town of Amherst,005,Amherst County,0.21,Bus US 29,Amherst Elem Sch,790,R,,,,,,,X,,,,,,03/09/2010,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
