060378,  SR,00002,     ,"Bus US 301, VA 2",Main St,016,Caroline County,016,Caroline County,0.22,US 301,SCL Bowling Green,5100,G,97%,1%,1%,0%,1%,0%,F,0.0871,F,0.5596,5300,G,2011,,,,,,,,,,,,,,,
060377,  SR,00002,     ,"Bus US 301, VA 2",Main St,171,Town of Bowling Green,016,Caroline County,0.74,SCL Bowling Green,Bus SR 207,5000,G,97%,1%,1%,0%,1%,0%,C,0.0925,F,0.5592,5100,G,2011,,,,,,,,,,,,,,,
160092,  SR,00002,     ,VA 2,Main St,171,Town of Bowling Green,016,Caroline County,0.39,"Bus US 301, Bus SR 207",NCL Bowling Green,5800,G,96%,0%,1%,1%,2%,0%,F,0.0943,F,0.5246,6200,G,2011,,,,,,,,,,,,,,,
160028,  SR,00002,     ,VA 2,Fredericksburg Tpke,016,Caroline County,016,Caroline County,7.73,NCL Bowling Green,16-606,5000,G,96%,0%,1%,1%,2%,0%,F,0.0943,N,0.5246,5100,G,2011,,,,,,,,,,,,,,,
160029,  SR,00002,     ,VA 2,Fredericksburg Tpke,016,Caroline County,016,Caroline County,3.71,16-606 Stonewall Jackson Rd,Spotsylvania County Line,5000,G,96%,0%,1%,1%,2%,0%,C,0.0916,F,0.6102,5100,G,2011,,,,,,,,,,,,,,,
060176,  US,00017,     ,US 17,Tidewater Trail,016,Caroline County,016,Caroline County,5.89,Essex County Line,US 301 Port Royal,6500,G,90%,1%,1%,1%,7%,0%,F,0.0796,F,0.6172,5800,G,2011,,,,,,,,,,,,,,,
060001,  US,00017,     ,US 17, ,016,Caroline County,016,Caroline County,9.66,US 301 Port Royal,16-610 Pepmeier Hill Rd,4900,G,90%,1%,1%,1%,7%,0%,F,0.0848,F,0.5290,4400,G,2011,,,,,,,,,,,,,,,
060175,  US,00017,     ,US 17, ,016,Caroline County,016,Caroline County,2.57,16-610 Pepmeier Hill Rd,Spotsylvania County Line,5600,G,90%,1%,1%,1%,7%,0%,F,0.0860,F,0.5344,5000,G,2011,,,,,,,,,,,,,,,
060003,  SR,00030,     ,VA 30,Dawn Blvd,016,Caroline County,016,Caroline County,3.47,Hanover County Line,"US 301, SR 2 Richmond Trnpk",5000,G,87%,0%,1%,2%,10%,0%,F,0.0914,F,0.6800,5100,G,2011,,,,,,,,,,,,,,,
060177,  SR,00030,     ,VA 30,Dawn Blvd,016,Caroline County,016,Caroline County,3.18,"US 301, SR 2 Richmond Trnpk",King William County Line,4000,G,78%,1%,1%,3%,17%,0%,F,0.0918,F,0.7106,4100,G,2011,,,,,,,,,,,,,,,
140313,  IS,00095,N    ,I-95 NB, ,016,Caroline County,016,Caroline County,3.07,Hanover County Line,SR 207 Rogers Clark Blvd,46000,A,87%,1%,1%,1%,10%,0%,F,0.1096,A,0.0000,40000,A,2011,,94000,A,87%,1%,1%,1%,10%,0%,F,0.1009,A,0.0000,82000,A
060162,  IS,00095,N    ,I-95 NB, ,016,Caroline County,016,Caroline County,6.12,SR 207 Rogers Clark Blvd,16-639 Ladysmith Rd,43000,A,85%,1%,1%,0%,12%,1%,F,0.1067,A,0.0000,38000,A,2011,,85000,A,86%,1%,1%,0%,12%,1%,F,0.0997,A,0.0000,74000,A
060170,  IS,00095,N    ,I-95 NB, ,016,Caroline County,016,Caroline County,6.35,16-639 Ladysmith Rd,Spotsylvania County Line,53000,G,85%,1%,1%,0%,12%,1%,F,,,,47000,G,2011,,96000,G,85%,1%,1%,0%,12%,1%,F,,,,85000,G
789313,  IS,00095,N104A,I-95 NB Exit 104A,Ramp,016,Caroline County,016,Caroline County,0.20,I-95-N TO RT 207,I-95-N104B FROM RT 95,8400,G,,,,,,,X,,,,8400,G,2011,,,,,,,,,,,,,,,
794123,  IS,00095,N104A,I-95 NB Exit 104A,Ramp,016,Caroline County,016,Caroline County,0.09,I-95-N104B FROM RT 95,SR 207 FROM RT 95,8100,G,,,,,,,X,,,,8100,G,2011,,,,,,,,,,,,,,,
789314,  IS,00095,N104B,I-95 NB Exit 104B,Ramp,016,Caroline County,016,Caroline County,0.05,I-95-N104A FROM RT 95,SR 207 TO AND FROM RT,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789315,  IS,00095,N108R,I-95 NB Exit 108R,Ladysmith Rest Area Ramp,016,Caroline County,016,Caroline County,0.17,I-95 North to Rest Area,Enter Rest Area Parking Lot,2600,G,,,,,,,X,,,,2600,G,2011,,,,,,,,,,,,,,,
792625,  IS,00095,N108R,I-95 NB Exit 108R,Ladysmith Rest Area Ramp,016,Caroline County,016,Caroline County,0.07,Exit Rest Area Parking Lot,I-95 North from Rest Area,2200,A,,,,,,,X,0.1243,A,0.0000,2000,A,2011,,,,,,,,,,,,,,,
789316,  IS,00095,N110A,I-95 NB Exit 110A,Ramp,016,Caroline County,016,Caroline County,0.15,I-95-N TO RT 639,16-639; 16-639- 5B TO AND FROM RT,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
160308,  IS,00095,S    ,I-95 SB, ,016,Caroline County,016,Caroline County,3.67,Hanover County Line,SR 207 Rogers Clark Blvd,47000,A,87%,1%,1%,1%,10%,0%,F,0.1031,A,0.0000,41000,A,2011,,94000,A,87%,1%,1%,1%,10%,0%,F,0.1009,A,0.0000,82000,A
160007,  IS,00095,S    ,I-95 SB, ,016,Caroline County,016,Caroline County,6.02,SR 207 Rogers Clark Blvd,16-639 Ladysmith Rd,42000,A,86%,1%,1%,1%,11%,1%,F,0.1020,A,0.0000,36000,A,2011,,85000,A,86%,1%,1%,0%,12%,1%,F,0.0997,A,0.0000,74000,A
160006,  IS,00095,S    ,I-95 SB, ,016,Caroline County,016,Caroline County,6.05,16-639 Ladysmith Rd,Spotsylvania County Line,43000,G,86%,1%,1%,1%,11%,1%,F,,,,38000,G,2011,,96000,G,85%,1%,1%,0%,12%,1%,F,,,,85000,G
789401,  IS,00095,S104A,I-95 SB Exit 104A,Ramp,016,Caroline County,016,Caroline County,0.17,I-95 South,Ramp Split before SR 207,4900,G,48%,1%,1%,3%,46%,0%,C,,,,4900,G,2011,,,,,,,,,,,,,,,
795306,  IS,00095,S104A,I-95 SB Exit 104A,Ramp,016,Caroline County,016,Caroline County,0.03,Ramp Split before SR 207,"SR 207 S, Rogers Clark Blvd",1700,G,48%,2%,2%,5%,43%,0%,C,,,,1700,G,2011,,,,,,,,,,,,,,,
789402,  IS,00095,S104B,I-95 SB Exit 104B,Ramp,016,Caroline County,016,Caroline County,0.03,I-95-S104A FROM RT 95,SR 207 FROM RT 95,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789403,  IS,00095,S108R,I-95 SB Exit 108R,Ladysmith Rest Area Ramp,016,Caroline County,016,Caroline County,0.13,I-95 South to Rest Area,Enter Rest Area Parking Lot,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
792638,  IS,00095,S108R,I-95 SB Exit 108R,Ladysmith Rest Area Ramp,016,Caroline County,016,Caroline County,0.14,Exit Rest Area Parking Lot,I-95 South from Rest Area,2800,G,,,,,,,X,,,,2800,G,2011,,,,,,,,,,,,,,,
789404,  IS,00095,S110A,I-95 SB Exit 110A,Ramp,016,Caroline County,016,Caroline County,0.15,I-95-S TO RT 639,16-639 FR RT 95 TO RT,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
060058,  SR,00207,     ,VA 207,Rogers Clark Blvd,016,Caroline County,016,Caroline County,0.53,US 1 Jefferson Davis Hwy,I-95,5800,G,67%,1%,2%,2%,28%,0%,C,0.0746,F,0.5215,5600,G,2011,,,,,,,,,,,,,,,
060180,  SR,00207,     ,VA 207,Rogers Clark Blvd,016,Caroline County,016,Caroline County,5.07,I-95,"16-601 S, Penola Rd",8900,A,90%,1%,1%,1%,7%,0%,C,0.1111,A,0.0000,8400,A,2011,,,,,,,,,,,,,,,
060181,  SR,00207,     ,VA 207,Rogers Clark Blvd,016,Caroline County,016,Caroline County,4.31,"16-601 S, Penola Rd",16-722 Milford,10000,G,90%,1%,1%,1%,7%,0%,F,0.0793,F,0.5670,10000,G,2011,,,,,,,,,,,,,,,
060182,  SR,00207,     ,VA 207,Rogers Clark Blvd,016,Caroline County,016,Caroline County,0.57,16-722 Milford,Bus SR 207,11000,G,90%,1%,1%,1%,7%,0%,F,0.0796,F,0.5725,11000,G,2011,,,,,,,,,,,,,,,
303766,  SR,00207,     ,VA 207, ,016,Caroline County,016,Caroline County,1.45,Bus SR 207,US 301 Richmond Tpke,8000,G,90%,1%,1%,1%,7%,0%,F,0.0775,F,0.6225,7700,G,2011,,,,,,,,,,,,,,,
789606,  SR,00207, 000B,VA 207 Exit 000B,Ramp,016,Caroline County,016,Caroline County,0.16,SR 207-E000B FROM RT 2,I-95-N FR RT 207,5600,G,,,,,,,X,,,,5600,G,2011,,,,,,,,,,,,,,,
789607,  SR,00207,E000A,VA 207 EB Exit 000A,Ramp,016,Caroline County,016,Caroline County,0.32,"SR 207 N, Rogers Clark Blvd",I-95 South,2400,G,67%,1%,1%,1%,29%,0%,C,0.0968,F,1.0000,2300,G,2011,,,,,,,,,,,,,,,
789608,  SR,00207,E000B,VA 207 EB Exit 000B,Ramp,016,Caroline County,016,Caroline County,0.05,SR 207 TO AND FROM RT,SR 207- B SR 207-W000B FROM RT 2,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
789609,  SR,00207,W000A,VA 207 WB Exit 000A,Ramp,016,Caroline County,016,Caroline County,0.18,"SR 207 S, Rogers Clark Blvd",I-95 South,4900,G,74%,1%,1%,3%,21%,1%,C,0.0743,F,1.0000,4700,G,2011,,,,,,,,,,,,,,,
789610,  SR,00207,W000B,VA 207 WB Exit 000B,Ramp,016,Caroline County,016,Caroline County,0.07,SR 207 TO RT 95,SR 207-E000B FROM RT 2,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
160078,C1SR,00207,     ,Bus VA 207,Rogers Clark Blvd,016,Caroline County,016,Caroline County,0.54,SR 207 Rogers Clark Blvd,WCL Bowling Green,3400,G,97%,1%,1%,0%,1%,0%,C,0.0921,F,0.5028,3500,G,2011,,,,,,,,,,,,,,,
160081,C1SR,00207,     ,Bus VA 207,W Broaddus Ave,171,Town of Bowling Green,016,Caroline County,0.73,WCL Bowling Green,"Bus US 301, SR 2 Main St",4700,G,98%,1%,1%,0%,1%,0%,C,0.0879,F,0.5495,4800,G,2011,,,,,,,,,,,,,,,
060189,  US,00301,     ,"US 301, VA 2",Richmond Tpke,016,Caroline County,016,Caroline County,3.16,Hanover County Line,SR 30 Dawn Boulevard,4500,G,97%,0%,1%,1%,1%,0%,F,0.0982,F,0.6326,4600,G,2011,,,,,,,,,,,,,,,
060188,  US,00301,     ,"US 301, VA 2",Richmond Tpke,016,Caroline County,016,Caroline County,4.44,SR 30 Dawn Boulevard,16-647 Doggetts Fork Rd,3400,G,90%,1%,1%,2%,5%,0%,F,0.0927,F,0.5364,3400,G,2011,,,,,,,,,,,,,,,
060187,  US,00301,     ,"US 301, VA 2",Richmond Tpke,016,Caroline County,016,Caroline County,7.50,16-647 Doggetts Fork Rd,16-721 Near De Jarnette,2800,G,90%,1%,1%,2%,5%,0%,C,0.0925,F,0.5016,2900,G,2011,,,,,,,,,,,,,,,
060102,  US,00301,     ,"US 301, VA 2",Richmond Tpke,016,Caroline County,016,Caroline County,2.46,16-721 Near De Jarnette,SCL Bowling Green,5700,G,90%,1%,1%,2%,5%,0%,F,0.0881,F,0.5870,5800,G,2011,,,,,,,,,,,,,,,
060109,  US,00301,     ,"US 301, VA 2",Richmond Tpke,171,Town of Bowling Green,016,Caroline County,0.11,SCL Bowling Green,Bus US 301 Main St,5700,N,90%,1%,1%,2%,5%,0%,N,0.0881,N,0.5870,5800,N,2011,,,,,,,,,,,,,,,
060103,  US,00301,     ,US 301,Richmond Tpke,171,Town of Bowling Green,016,Caroline County,0.23,Bus US 301 Main St,SR 207,5700,N,90%,1%,1%,2%,5%,0%,N,0.0881,N,0.5870,5800,N,2011,,,,,,,,,,,,,,,
060186,  US,00301,     ,US 301,Richmond Tpke,171,Town of Bowling Green,016,Caroline County,1.03,SR 207,"Bus US 301, Bus SR 207 Broaddus Ave",9800,G,92%,0%,1%,1%,5%,0%,F,0.0851,F,0.5617,9400,G,2011,,,,,,,,,,,,,,,
060185,  US,00301,     ,US 301,A P Hill Blvd,171,Town of Bowling Green,016,Caroline County,0.98,"Bus US 301, Bus SR 207 Broaddus Ave",NCL Bowling Green; 16-608 Lakewood Rd,11000,G,92%,0%,1%,1%,5%,0%,F,0.0898,F,0.5969,10000,G,2011,,,,,,,,,,,,,,,
060184,  US,00301,     ,US 301,A P Hill Blvd,016,Caroline County,016,Caroline County,9.90,16-608 Lakewood Rd,US 17 Tidewater Trail,8500,G,92%,0%,1%,1%,5%,0%,F,0.0815,F,0.5481,8100,G,2011,,,,,,,,,,,,,,,
060183,  US,00301,     ,US 301,A P Hill Blvd,016,Caroline County,016,Caroline County,0.39,US 17 Tidewater Trail,SCL Port Royal,12000,G,92%,0%,1%,1%,5%,0%,F,0.0913,F,0.5820,12000,G,2011,,,,,,,,,,,,,,,
060197,  US,00301,     ,US 301,A P Hill Blvd,284,Town of Port Royal,016,Caroline County,0.47,SCL Port Royal,NCL Port Royal,12000,N,92%,0%,1%,1%,5%,0%,N,0.0913,N,0.5820,12000,N,2011,,,,,,,,,,,,,,,
060204,  US,00301,     ,US 301,A P Hill Blvd,016,Caroline County,016,Caroline County,0.29,NCL Port Royal,King George County Line,12000,N,92%,0%,1%,1%,5%,0%,N,0.0913,N,0.5820,12000,N,2011,,,,,,,,,,,,,,,
060378,C1US,00301,     ,"Bus US 301, VA 2",Main St,016,Caroline County,016,Caroline County,0.22,US 301,SCL Bowling Green,5100,G,97%,1%,1%,0%,1%,0%,F,0.0871,F,0.5596,5300,G,2011,,,,,,,,,,,,,,,
060377,C1US,00301,     ,"Bus US 301, VA 2",Main St,171,Town of Bowling Green,016,Caroline County,0.74,SCL Bowling Green,Bus SR 207,5000,G,97%,1%,1%,0%,1%,0%,C,0.0925,F,0.5592,5100,G,2011,,,,,,,,,,,,,,,
060376,C1US,00301,     ,Bus US 301, ,171,Town of Bowling Green,016,Caroline County,0.27,SR 2 Main St,ECL Bowling Green,3100,G,97%,1%,1%,0%,1%,0%,F,0.0979,F,0.6459,3200,G,2011,,,,,,,,,,,,,,,
060375,C1US,00301,     ,Bus US 301, ,016,Caroline County,016,Caroline County,0.27,ECL Bowling Green,US 301 North of Bowling Green,2300,G,96%,1%,1%,0%,1%,0%,C,0.1013,F,0.6863,2400,G,2011,,,,,,,,,,,,,,,
780400,  FR,00160,     ,FR 160,Welcome Way Dr,016,Caroline County,016,Caroline County,0.44,SR 207 Rogers Clark Blvd,Dead End,830,R,,,,,,,X,,,,,,09/06/2007,,,,,,,,,,,,,,,
780401,  FR,00161,     ,FR 161, ,016,Caroline County,016,Caroline County,0.54,16-652 Cool Water Dr,Dead End,40,R,,,,,,,X,,,,,,08/28/2007,,,,,,,,,,,,,,,
780402,  FR,00162,     ,FR 162,Clifton Rd,016,Caroline County,016,Caroline County,0.42,16-743 Clifton Rd,Dead End,4,R,,,,,,,X,,,,,,08/30/2007,,,,,,,,,,,,,,,
780747,  FR,00813,     ,FR 813,Clark St,016,Caroline County,016,Caroline County,0.07,US 301; 16-1204,Dead End,2,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
780748,  FR,00814,     ,FR 814,School St,016,Caroline County,016,Caroline County,0.53,US 301 Richmond Tpke,Dead End,630,R,,,,,,,X,,,,,,09/12/2007,,,,,,,,,,,,,,,
782787,  FR,01043,     ,FR 1043,Christmas Tree Lane,016,Caroline County,016,Caroline County,0.27,SR 207 Rogers Clark Blvd,Dead End,8,G,90%,1%,1%,1%,7%,0%,F,0.3600,F,0.6667,8,G,2011,,,,,,,,,,,,,,,
709628,  16,00600,     ,16-600,Frog Level Rd,016,Caroline County,016,Caroline County,0.15,16-602 Concord Rd,US 301 Richmond Tpke,100,R,,,,,,,X,,,,,,07/20/2004,,,,,,,,,,,,,,,
404414,  16,00600,     ,16-600,Frog Level Rd,016,Caroline County,016,Caroline County,3.07,US 301 Richmond Tpke,16-670 Lewis Moore Rd,1100,G,79%,1%,1%,6%,13%,0%,C,0.0941,F,0.8304,1100,G,2011,,,,,,,,,,,,,,,
404415,  16,00600,     ,16-600,Frog Level Rd,016,Caroline County,016,Caroline County,2.23,16-670 Lewis Moore Rd,"16-601 E, Mt Vernon Church Rd",860,G,79%,1%,1%,6%,13%,0%,F,0.1141,F,0.6792,870,G,2011,,,,,,,,,,,,,,,
404416,  16,00600,     ,16-600,Frog Level Rd,016,Caroline County,016,Caroline County,2.27,"16-601 E, Mt Vernon Church Rd",King William County Line,640,G,79%,1%,1%,6%,13%,0%,F,0.1362,F,0.5331,660,G,2011,,,,,,,,,,,,,,,
404417,  16,00601,     ,16-601,Hewlett Rd,016,Caroline County,016,Caroline County,1.61,Hanover County Line,"16-658 S, Jericho Rd",270,G,96%,2%,1%,0%,1%,0%,F,0.1271,F,0.6400,270,G,2011,,,,,,,,,,,,,,,
404418,  16,00601,     ,16-601,Cedar Fork Rd,016,Caroline County,016,Caroline County,3.07,"16-658 N, Jericho Rd",US 1 Jefferson Davis Hwy,250,G,96%,2%,1%,0%,1%,0%,F,0.1082,F,0.5397,250,G,2011,,,,,,,,,,,,,,,
404419,  16,00601,     ,16-601,Golansville Rd,016,Caroline County,016,Caroline County,1.80,US 1 Jefferson Davis Hwy,16-633 Bull Church Rd,480,G,96%,2%,1%,0%,1%,0%,F,0.1736,F,0.7330,490,G,2011,,,,,,,,,,,,,,,
404420,  16,00601,     ,16-601,Golansville Rd,016,Caroline County,016,Caroline County,1.00,16-633 Bull Church Rd,16-672 Boxley Rd,710,G,96%,2%,1%,0%,1%,0%,F,0.1636,F,0.7360,720,G,2011,,,,,,,,,,,,,,,
404421,  16,00601,     ,16-601,Golansville Rd,016,Caroline County,016,Caroline County,1.12,16-672 Boxley Rd,16-664 Balty Rd,730,G,96%,2%,1%,0%,1%,0%,F,0.1621,F,0.7423,750,G,2011,,,,,,,,,,,,,,,
404422,  16,00601,     ,16-601,Golansville Rd,016,Caroline County,016,Caroline County,1.52,16-664 Balty Rd,16-714 Boulwares Rd,920,G,96%,2%,1%,0%,1%,0%,C,0.1542,F,0.7933,940,G,2011,,,,,,,,,,,,,,,
405390,  16,00601,     ,16-601,Golansville Rd,016,Caroline County,016,Caroline County,0.08,16-714 Boulwares Rd,"SR 207 N, Rogers Clark Blvd",930,G,96%,2%,1%,0%,1%,0%,F,0.1587,F,0.8087,950,G,2011,,,,,,,,,,,,,,,
709629,  16,00601,     ,16-601,Penola Rd,016,Caroline County,016,Caroline County,5.84,"SR 207 S, Rogers Clark Blvd",US 301 Richmond Tpke,320,R,,,,,,,X,,,,,,09/06/2007,,,,,,,,,,,,,,,
404423,  16,00601,     ,16-601,Reedy Mill Rd,016,Caroline County,016,Caroline County,3.01,US 301 Richmond Tpke,"16-647 W, Doggetts Fork Rd",130,G,96%,2%,1%,0%,1%,0%,F,0.1382,F,0.6842,130,G,2011,,,,,,,,,,,,,,,
404424,  16,00601,     ,16-601,Reedy Mill Rd,016,Caroline County,016,Caroline County,0.79,"16-647 W, Doggetts Fork Rd","16-647 E, Reedy Mill Rd",290,G,96%,2%,1%,0%,1%,0%,F,0.1147,F,0.8514,290,G,2011,,,,,,,,,,,,,,,
404425,  16,00601,     ,16-601,Mt Vernon Church Rd,016,Caroline County,016,Caroline County,2.62,"16-647 E, Reedy Mill Rd","16-600 E, Frog Level Rd",150,G,96%,2%,1%,0%,1%,0%,F,0.1335,F,0.5349,150,G,2011,,,,,,,,,,,,,,,
709630,  16,00601,     ,16-601,Edgar Rd,016,Caroline County,016,Caroline County,3.39,16-600 WEST,King William County Line,140,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
709631,  16,00602,     ,16-602,Concord Rd,016,Caroline County,016,Caroline County,1.79,16-652 Signboard Rd,16-662 Gregory Rd,350,R,,,,,,,X,,,,,,08/08/2007,,,,,,,,,,,,,,,
709632,  16,00602,     ,16-602,Concord Rd,016,Caroline County,016,Caroline County,1.20,16-662 Gregory Rd,US 301; 16-651,450,R,,,,,,,X,,,,,,08/08/2007,,,,,,,,,,,,,,,
709633,  16,00603,     ,16-603,Landora Bridge Rd,016,Caroline County,016,Caroline County,2.61,Hanover County Line,16-669 Sizer Rd,280,R,,,,,,,X,,,,,,08/09/2004,,,,,,,,,,,,,,,
709634,  16,00603,     ,16-603,Landora Bridge Rd,016,Caroline County,016,Caroline County,1.11,16-669 Sizer Rd,"16-639 S, Anderson Mill Rd",400,R,,,,,,,X,,,,,,08/09/2004,,,,,,,,,,,,,,,
404426,  16,00603,     ,16-603,County Line Church Rd,016,Caroline County,016,Caroline County,4.15,"16-639 N, Ladysmith Rd; Anderson Mill Rd",16-604 Blantons Rd,780,G,97%,1%,0%,1%,0%,0%,F,0.0946,F,0.6303,800,G,2011,,,,,,,,,,,,,,,
404427,  16,00603,     ,16-603,Church Rd,016,Caroline County,016,Caroline County,0.40,16-604 Blantons Rd,16-661 Cedon Rd,890,G,97%,1%,0%,1%,0%,0%,C,0.0937,F,0.5842,910,G,2011,,,,,,,,,,,,,,,
709635,  16,00603,     ,16-603,Church Rd,016,Caroline County,016,Caroline County,2.01,16-661 Cedon Rd,16-632 Quarters Rd,760,R,,,,,,,X,,,,,,08/16/2004,,,,,,,,,,,,,,,
791121,  16,00603,     ,16-603,Arcadia Rd,016,Caroline County,016,Caroline County,0.38,16-632 Quarters Rd,Spotsylvania County Line,1100,R,,,,,,,X,,,,,,08/30/2007,,,,,,,,,,,,,,,
709636,  16,00604,     ,16-604,Blantons Rd,016,Caroline County,016,Caroline County,0.72,Spotsylvania County Line,"16-603 N, Countyline Church Rd",390,R,,,,,,,X,,,,,,08/30/2007,,,,,,,,,,,,,,,
709637,  16,00604,     ,16-604,Gatewood Rd,016,Caroline County,016,Caroline County,2.88,"16-603 S, Countyline Church Rd",US 1 Jefferson Davis Hwy,680,R,,,,,,,X,,,,,,08/30/2007,,,,,,,,,,,,,,,
709638,  16,00605,     ,16-605,Marye Rd,016,Caroline County,016,Caroline County,0.43,Spotsylvania County Line,US 1 Jefferson Davis Hwy,510,R,,,,,,,X,,,,,,08/30/2007,,,,,,,,,,,,,,,
404428,  16,00605,     ,16-605,Paige Rd,016,Caroline County,016,Caroline County,0.71,US 1 Jefferson Davis Hwy,16-633 Nancy Wrights Dr,890,G,98%,1%,1%,0%,0%,0%,C,0.1069,F,0.5392,910,G,2011,,,,,,,,,,,,,,,
404429,  16,00605,     ,16-605, ,016,Caroline County,016,Caroline County,1.57,16-633 Nancy Wrights Dr,"16-632 E, Edgehill Academy Rd",700,G,98%,1%,1%,0%,0%,0%,F,0.1007,F,0.5183,710,G,2011,,,,,,,,,,,,,,,
404430,  16,00605,     ,16-605, ,016,Caroline County,016,Caroline County,2.67,"16-632 E, Edgehill Academy Rd","16-626 N, Woodford Rd",560,G,98%,1%,1%,0%,0%,0%,F,0.1022,F,0.5652,570,G,2011,,,,,,,,,,,,,,,
404431,  16,00605,     ,16-605, ,016,Caroline County,016,Caroline County,1.94,"16-626 N, Woodford Rd","16-638, S River Rd",480,G,98%,1%,1%,0%,0%,0%,F,0.1157,F,0.6333,500,G,2011,,,,,,,,,,,,,,,
404432,  16,00605,     ,16-605, ,016,Caroline County,016,Caroline County,4.08,"16-638, S River Rd",NCL Bowling Green,520,G,98%,1%,1%,0%,0%,0%,F,0.1251,F,0.6054,540,G,2011,,,,,,,,,,,,,,,
404489,  16,00605,     ,16-605, ,171,Town of Bowling Green,016,Caroline County,0.04,NCL Bowling Green,SR 2 Main St,520,G,98%,1%,1%,0%,0%,0%,F,0.1251,F,0.6054,540,G,2011,,,,,,,,,,,,,,,
