403931,  11,00625,     ,11-625,Pico Rd,180,Town of Buchanan,011,Botetourt County,0.37,SCL Buchanan,11-617 Schoolhouse Rd,670,N,95%,3%,1%,1%,0%,0%,N,0.1111,N,0.6282,710,N,2011,,,,,,,,,,,,,,,
403490,  11,00625,     ,11-625,Pico Rd,180,Town of Buchanan,011,Botetourt County,0.30,11-617 Schoolhouse Rd,"US 11 S, Main St",1300,G,95%,3%,1%,1%,0%,0%,C,0.1757,F,0.5519,1400,G,2011,,,,,,,,,,,,,,,
403491,  11,00625,     ,11-625,Mt Joy Rd,180,Town of Buchanan,011,Botetourt County,0.25,"US 11 N, Main St",WCL Buchanan,430,G,95%,3%,1%,1%,0%,0%,F,0.1194,F,0.7547,460,G,2011,,,,,,,,,,,,,,,
706902,  11,00627,     ,11-627,Red Horse Lane,180,Town of Buchanan,011,Botetourt County,0.40,Dead End,11-617 Newtown Rd; Schoolhouse Rd,230,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
707431,  11,01301,     ,11-1301,Bedford St,180,Town of Buchanan,011,Botetourt County,0.07,US 11 Main St,11-1305 Lowe,240,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707432,  11,01302,     ,11-1302,13th St,180,Town of Buchanan,011,Botetourt County,0.20,11-1314 Albemarle Ave,US 11 Main St,290,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707433,  11,01303,     ,11-1303,Bridge St,180,Town of Buchanan,011,Botetourt County,0.03,Dead End,Jefferson Forest Boundary,80,R,,,,,,,X,,,,,,05/04/2010,,,,,,,,,,,,,,,
707434,  11,01303,     ,11-1303,Bridge St,180,Town of Buchanan,011,Botetourt County,0.07,Jefferson Forest Boundary,11-1318 North Water St,100,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707435,  11,01303,     ,11-1303,Bridge St,180,Town of Buchanan,011,Botetourt County,0.24,11-1318 North Water St,11-1322 Fourth St,240,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707436,  11,01303,     ,11-1303,Bridge St,180,Town of Buchanan,011,Botetourt County,0.15,11-1322 Fourth St,Dead End,60,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707437,  11,01304,     ,11-1304,Fairview St,180,Town of Buchanan,011,Botetourt County,0.42,SR 43 First St,US 11 Main St,240,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707438,  11,01305,     ,11-1305,Lowe,180,Town of Buchanan,011,Botetourt County,0.69,"US 11 S, Main St","US 11 N, Main St",540,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707439,  11,01306,     ,11-1306,Fairview St,180,Town of Buchanan,011,Botetourt County,0.17,11-1304 Fairview St,Dead End,110,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707440,  11,01307,     ,11-1307,Boyd St,180,Town of Buchanan,011,Botetourt County,0.61,"11-1316, 16th St",US 11 Main St,240,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707441,  11,01308,     ,11-1308,19th St,180,Town of Buchanan,011,Botetourt County,0.22,11-1310 Culpeper St,US 11 Main St,720,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707442,  11,01309,     ,11-1309,14th St,180,Town of Buchanan,011,Botetourt County,0.16,ECL Buchanan,11-1307 Boyd St,40,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707443,  11,01310,     ,11-1310,Culpeper St,180,Town of Buchanan,011,Botetourt County,0.39,0.14 MS SCL Buchanan,"11-1316, 16th St",190,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707444,  11,01310,     ,11-1310,Culpeper St,180,Town of Buchanan,011,Botetourt County,0.44,"11-1316, 16th St",Dead End,40,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707445,  11,01311,     ,11-1311,Washington St,180,Town of Buchanan,011,Botetourt County,0.02,Dead End,11-1307 Boyd St,10,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707446,  11,01311,     ,11-1311,Washington St,180,Town of Buchanan,011,Botetourt County,0.03,11-1307 Boyd St,Dead End; Gap,30,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
707447,  11,01311,     ,11-1311,Washington St,180,Town of Buchanan,011,Botetourt County,0.03,Dead End; Gap,US 11 Main St,20,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707448,  11,01311,     ,11-1311,Washington St,180,Town of Buchanan,011,Botetourt County,0.07,US 11 Main St,11-1305 Lowe,160,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707449,  11,01312,     ,11-1312,James River Terrace,180,Town of Buchanan,011,Botetourt County,0.71,Dead End,US 11 Main St,160,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707450,  11,01313,     ,11-1313,16th St,180,Town of Buchanan,011,Botetourt County,0.23,ECL Buchanan,US 11 Main St,70,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707451,  11,01314,     ,11-1314,Albemarle Ave,180,Town of Buchanan,011,Botetourt County,0.30,"11-1317, 17th St",Dead End,60,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707452,  11,01315,     ,11-1315,Bridge St,180,Town of Buchanan,011,Botetourt County,0.20,Dead End,11-1307 Boyd St,80,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707453,  11,01316,     ,11-1316,16th St,180,Town of Buchanan,011,Botetourt County,0.12,11-1314 Albemarle Ave,11-1307 Boyd St,80,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707454,  11,01317,     ,11-1317,17th St,180,Town of Buchanan,011,Botetourt County,0.09,11-1314 Albemarle Ave,11-1320 Spotswood,130,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707455,  11,01318,     ,11-1318,North Water St,180,Town of Buchanan,011,Botetourt County,0.09,11-1303 Bridge St,Old Mill Rd,30,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
795390,  11,01318,     ,11-1318,Old Mill Rd,180,Town of Buchanan,011,Botetourt County,0.15,North Water St,US 11 Main St,60,R,,,,,,,X,,,,,,05/04/2010,,,,,,,,,,,,,,,
707456,  11,01319,     ,11-1319,3rd St,180,Town of Buchanan,011,Botetourt County,0.15,11-1303 Bridge St,US 11 Main St,80,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707457,  11,01320,     ,11-1320,Spottswood Ave,180,Town of Buchanan,011,Botetourt County,0.23,"11-1308, 19th St","11-1316, 16th St",70,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707458,  11,01321,     ,11-1321,Newtown Rd,180,Town of Buchanan,011,Botetourt County,0.43,11-617 Newtown Rd,"11-1308, 19th St",440,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707459,  11,01322,     ,11-1322,4th St,180,Town of Buchanan,011,Botetourt County,0.15,Dead End,11-1303 Bridge St,190,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707460,  11,01322,     ,11-1322,4th St,180,Town of Buchanan,011,Botetourt County,0.25,11-1303 Bridge St,Dead End,80,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707461,  11,01323,     ,11-1323,Southwest Ave,180,Town of Buchanan,011,Botetourt County,0.20,Dead End,11-1312 James River Terrace,110,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707462,  11,01324,     ,11-1324,Pattonsburg Lane,180,Town of Buchanan,011,Botetourt County,0.20,11-1318 Old Mill Rd,Dead End,60,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
707463,  11,01325,     ,11-1325,3rd St,180,Town of Buchanan,011,Botetourt County,0.13,11-1306 Fairview St,Dead End,20,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
707464,  11,01327,     ,11-1327,Spottswood South,180,Town of Buchanan,011,Botetourt County,0.10,11-1321 Newtown Rd,Dead End,270,R,,,,,,,X,,,,,,05/01/2007,,,,,,,,,,,,,,,
787659,  11,01328,     ,11-1328,20th St,180,Town of Buchanan,011,Botetourt County,0.06,11-1329 Chenault St,11-1327 Spottswood South,50,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
787660,  11,01329,     ,11-1329,Chenault St,180,Town of Buchanan,011,Botetourt County,0.15,Cul-de-Sac,"11-1328, 20th St",180,R,,,,,,,X,,,,,,05/19/2010,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
