740612,  35,00806,     ,35-806,Virginia Ave,289,Town of Rich Creek,035,Giles County,0.14,35-1025 Summit Dr,35-1024 Powell Mtn Rd,490,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740613,  35,00806,     ,35-806,Virginia Ave,289,Town of Rich Creek,035,Giles County,0.09,35-1024 Powell Mtn Rd,35-1010 Spruce St,860,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740614,  35,00806,     ,35-806,Virginia Ave,289,Town of Rich Creek,035,Giles County,0.15,35-1010 Spruce St,35-1020 North St,1200,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740615,  35,00806,     ,35-806,Virginia Ave,289,Town of Rich Creek,035,Giles County,0.06,35-1020 North St,US 219 Federal St,1500,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740631,  35,01001,     ,35-1001,Church St,289,Town of Rich Creek,035,Giles County,0.20,US 219 Federal St,0.20 MN US 219,230,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740632,  35,01001,     ,35-1001,Church St,289,Town of Rich Creek,035,Giles County,0.42,0.20 MN US 219,Dead End,240,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740633,  35,01002,     ,35-1002,Knob St,289,Town of Rich Creek,035,Giles County,0.04,35-1023 Federal St,35-1021 Old Virginia Ave,1400,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740634,  35,01002,     ,35-1002,Knob St,289,Town of Rich Creek,035,Giles County,0.05,35-1021 Old Virginia Ave,35-1019 Giles Ave,500,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740635,  35,01002,     ,35-1002,Knob St,289,Town of Rich Creek,035,Giles County,0.06,35-1019 Giles Ave,35-1003 Shumate Ave,190,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740636,  35,01003,     ,35-1003,Shumate Ave,289,Town of Rich Creek,035,Giles County,0.05,35-1006 Woodland St,35-1002 Knob St,50,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740637,  35,01005,     ,35-1005,Mercer Rd,289,Town of Rich Creek,035,Giles County,0.25,35-1006 Woodland St,35-1006 Woodland St,90,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
740638,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.04,Dead End,35-1012 Highland Court,40,R,,,,,,,X,,,,,,08/15/2008,,,,,,,,,,,,,,,
740639,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.14,35-1012 Highland Court,"35-1014 E, Greenbrier Dr",60,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740640,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.17,"35-1014 E, Greenbrier Dr","35-1014 W, Greenbrier Dr",110,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740641,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.15,"35-1014 W, Greenbrier Dr",35-726 Old Peterstown Rd,310,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740642,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.08,35-726 Old Peterstown Rd,"35-1005 E, Mercer Rd",480,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740643,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.05,"35-1005 E, Mercer Rd","35-1005 W, Mercer Rd",480,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740644,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.36,"35-1005 W, Mercer Rd",35-1003 Shumate Ave,650,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740645,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.06,35-1003 Shumate Ave,35-1019 Giles Ave,670,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740646,  35,01006,     ,35-1006,Woodland St,289,Town of Rich Creek,035,Giles County,0.05,35-1019 Giles Ave,35-1021 Old Virginia Ave,1100,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740647,  35,01006,     ,35-1006,Federal St,289,Town of Rich Creek,035,Giles County,0.04,35-1021 Old Virginia Ave,35-1023 Federal St,170,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740648,  35,01007,     ,35-1007,Hilltop St,289,Town of Rich Creek,035,Giles County,0.10,35-712 Riverside Dr,Dead End,50,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740649,  35,01008,     ,35-1008,Walnut St,289,Town of Rich Creek,035,Giles County,0.15,35-712 Riverside Dr,Dead End,60,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740650,  35,01009,     ,35-1009,Locust St,289,Town of Rich Creek,035,Giles County,0.10,35-712 Riverside Dr,Dead End,49,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740651,  35,01010,     ,35-1010,Spruce St,289,Town of Rich Creek,035,Giles County,0.07,35-806 Virginia Ave,35-1022,390,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740652,  35,01010,     ,35-1010,Spruce St,289,Town of Rich Creek,035,Giles County,0.01,35-1022,35-1020 North St,130,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740653,  35,01011,     ,35-1011,Pleasant St,289,Town of Rich Creek,035,Giles County,0.12,35-712 Riverside Dr,Dead End,46,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740654,  35,01012,     ,35-1012,Highland Court,289,Town of Rich Creek,035,Giles County,0.04,35-1015 Pine Place,35-1013 Taylor Court,30,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740655,  35,01012,     ,35-1012,Highland Court,289,Town of Rich Creek,035,Giles County,0.04,35-1013 Taylor Court,35-1006 Woodland St,30,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740656,  35,01013,     ,35-1013,Taylor Court,289,Town of Rich Creek,035,Giles County,0.09,35-1012 Highland Court,35-1014 Greenbrier Dr,50,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740657,  35,01014,     ,35-1014,Greenbrier Dr,289,Town of Rich Creek,035,Giles County,0.05,35-1006 Woodland St,35-1015 Pine Place,170,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740658,  35,01014,     ,35-1014,Greenbrier Dr,289,Town of Rich Creek,035,Giles County,0.04,35-1015 Pine Place,35-1013 Taylor Court,80,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740659,  35,01014,     ,35-1014,Greenbrier Dr,289,Town of Rich Creek,035,Giles County,0.04,35-1013 Taylor Court,35-1006 Woodland St,30,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740660,  35,01015,     ,35-1015,Pine Place,289,Town of Rich Creek,035,Giles County,0.23,Cul-de-Sac,35-1012 Highland Court,46,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740661,  35,01015,     ,35-1015,Pine Place,289,Town of Rich Creek,035,Giles County,0.10,35-1012 Highland Court,35-1014 Greenbrier Dr,60,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740662,  35,01016,     ,35-1016,Cherry Ave,289,Town of Rich Creek,035,Giles County,0.05,Dead End,35-712 Riverside Dr,30,R,,,,,,,X,,,,,,08/15/2008,,,,,,,,,,,,,,,
740663,  35,01017,     ,35-1017,Park Lane,289,Town of Rich Creek,035,Giles County,0.15,Dead End,35-726 Old Peterstown Rd,10,R,,,,,,,X,,,,,,04/26/2011,,,,,,,,,,,,,,,
740664,  35,01018,     ,35-1018,Powells Lane,289,Town of Rich Creek,035,Giles County,0.25,Dead End,35-806 Virginia Ave,60,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740665,  35,01019,     ,35-1019,Giles Ave,289,Town of Rich Creek,035,Giles County,0.05,35-1006 Woodland St,35-1002 Knob St,470,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740666,  35,01019,     ,35-1019,Giles Ave,289,Town of Rich Creek,035,Giles County,0.05,35-1002 Knob St,US 219 Federal St,630,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740667,  35,01020,     ,35-1020,North St,289,Town of Rich Creek,035,Giles County,0.20,35-806 Virginia Ave,35-1010 Spruce St,190,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740668,  35,01021,     ,35-1021,Old Virginia Ave,289,Town of Rich Creek,035,Giles County,0.10,35-712 Old Va Ave; Riverside Dr,35-1006 Federal St; Woodland St,6900,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
740669,  35,01021,     ,35-1021,Old Virginia Ave,289,Town of Rich Creek,035,Giles County,0.07,35-1006 Federal St; Woodland St,35-1002 Knob St,5700,R,,,,,,,X,,,,,,05/27/2011,,,,,,,,,,,,,,,
740670,  35,01021,     ,35-1021,Old Virginia Ave,289,Town of Rich Creek,035,Giles County,0.06,35-1002 Knob St,US 219 Federal St,5800,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
740671,  35,01022,     ,35-1022,Rt 1022,289,Town of Rich Creek,035,Giles County,0.05,35-1010 Spruce St,Dead End,80,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740672,  35,01023,     ,35-1023,Federal St,289,Town of Rich Creek,035,Giles County,0.06,35-1006 Federal St,35-1002 Knob St,130,R,,,,,,,X,,,,,,04/28/2011,,,,,,,,,,,,,,,
740673,  35,01023,     ,35-1023,Federal St,289,Town of Rich Creek,035,Giles County,0.08,35-1002 Knob St,Dead End,40,R,,,,,,,X,,,,,,08/15/2008,,,,,,,,,,,,,,,
740674,  35,01024,     ,35-1024,Powell Mtn Rd,289,Town of Rich Creek,035,Giles County,0.14,35-806 Virginia Ave,35-647 Powell Mtn Rd,320,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740675,  35,01024,     ,35-1024,Powell Mtn Rd,289,Town of Rich Creek,035,Giles County,0.04,35-647 Powell Mtn Rd,Dead End,270,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
740676,  35,01025,     ,35-1025,Summit Dr,289,Town of Rich Creek,035,Giles County,0.30,35-806 Virginia Ave,NCL Rich Creek,50,R,,,,,,,X,,,,,,04/22/2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
