791139,  49,00628,     ,49-628,Green Chambers Rd,049,King & Queen County,049,King & Queen County,0.50,US 360 Richmond Hwy,49-642; Pattie Swamp Rd,50,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748298,  49,00628,     ,49-628,Pattie Swamp Rd,049,King & Queen County,049,King & Queen County,1.00,49-642 Green Chambers Rd,"49-721 S, Newtown Rd",60,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
748299,  49,00628,     ,49-628,Todds Bridge Rd,049,King & Queen County,049,King & Queen County,1.20,"49-721 N, Newtown Rd",1.20 MW 49-721,200,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
748300,  49,00628,     ,49-628,Todds Bridge Rd,049,King & Queen County,049,King & Queen County,1.40,1.20 MW 49-721,2.60 MW 49-721 GAP,10,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
748301,  49,00628,     ,49-628,Spring Cottage Rd,049,King & Queen County,049,King & Queen County,1.80,Dead End; Gap,49-639 Eastern View Rd,10,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
748302,  49,00628,     ,49-628,Spring Cottage Rd,049,King & Queen County,049,King & Queen County,1.80,49-639 Eastern View Rd,49-625 Byrds Mill Rd,45,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
401994,  49,00628,     ,49-628,Spring Cottage Rd,049,King & Queen County,049,King & Queen County,1.90,49-625 Byrds Mill Rd,King William County Line,220,G,97%,0%,2%,0%,1%,0%,C,0.1126,F,0.7308,230,G,2011,,,,,,,,,,,,,,,
401995,  49,00629,     ,49-629,Walkerton Rd,049,King & Queen County,049,King & Queen County,3.11,King William County Line; 50-629,SR 14 The Trail,770,G,90%,1%,2%,1%,7%,0%,C,0.0965,F,0.5783,790,G,2011,,,,,,,,,,,,,,,
748303,  49,00630,     ,49-630,Deshazo Rd,049,King & Queen County,049,King & Queen County,2.50,49-631 Poor House Lane,49-612 Lily Pond Rd,70,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748304,  49,00631,     ,49-631,Frazier Ferry Rd,049,King & Queen County,049,King & Queen County,1.45,Dead End,"SR 14 E, The Trail",150,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
401996,  49,00631,     ,49-631,Bunker Hill Rd,049,King & Queen County,049,King & Queen County,2.60,"SR 14 W, The Trail",49-632 Hockley Neck Rd,610,G,97%,2%,1%,0%,0%,0%,C,0.1197,F,0.7089,640,G,2011,,,,,,,,,,,,,,,
401997,  49,00631,     ,49-631,Stevensville Rd,049,King & Queen County,049,King & Queen County,1.45,49-632 Hockley Neck Rd,SR 14 SOUTH; 49-633 Stones Rd,330,G,97%,2%,1%,0%,0%,0%,F,0.1339,F,0.6809,330,G,2011,,,,,,,,,,,,,,,
401998,  49,00631,     ,49-631,Poor House Lane,049,King & Queen County,049,King & Queen County,1.58,"SR 14 N, The Trail",49-630 Deshazo Rd,210,G,97%,2%,1%,0%,0%,0%,F,0.1075,F,0.6000,220,G,2011,,,,,,,,,,,,,,,
401999,  49,00631,     ,49-631,Poor House Lane,049,King & Queen County,049,King & Queen County,2.54,49-630 Deshazo Rd,"49-620 E, Powcan Rd",260,G,97%,2%,1%,0%,0%,0%,F,0.1164,F,0.5303,260,G,2011,,,,,,,,,,,,,,,
748305,  49,00631,     ,49-631,Norwood Rd,049,King & Queen County,049,King & Queen County,3.03,"49-620 W, Powcan Rd","SR 14 E, The Trail",60,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748306,  49,00631,     ,49-631,Fleets Mill Rd,049,King & Queen County,049,King & Queen County,0.98,"SR 14 W, The Trail",49-672 Holmestown Rd,100,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748307,  49,00631,     ,49-631,Fleets Mill Rd,049,King & Queen County,049,King & Queen County,1.44,49-672 Holmestown Rd,1.44 MW 49-672,190,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748308,  49,00631,     ,49-631,Fleets Mill Rd,049,King & Queen County,049,King & Queen County,0.06,1.44 MW 49-672,"US 360 E, Richmond Hwy",190,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
402000,  49,00631,     ,49-631,Smithfield Rd,049,King & Queen County,049,King & Queen County,2.20,"US 360 W, Richmond Hwy",49-650 Smithfield School Rd,350,G,97%,1%,1%,0%,1%,0%,C,0.1368,F,0.7885,360,G,2011,,,,,,,,,,,,,,,
748309,  49,00631,     ,49-631,Smithfield Rd,049,King & Queen County,049,King & Queen County,2.15,49-650 Smithfield School Rd,49-619 Owens Manor Rd,70,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
402001,  49,00632,     ,49-632,Hockley Neck Rd,049,King & Queen County,049,King & Queen County,1.79,49-633 Stones Rd,49-631 Poor House Lane; Bunker Hill Rd,380,G,98%,1%,1%,0%,0%,0%,C,0.0988,F,0.5366,380,G,2011,,,,,,,,,,,,,,,
748310,  49,00633,     ,49-633,Bendley Lane,049,King & Queen County,049,King & Queen County,0.27,Dead End,"49-675, N Blank Rd",2,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748311,  49,00633,     ,49-633,Bendley Lane,049,King & Queen County,049,King & Queen County,0.65,"49-675, N Blank Rd","49-634 S, Cantebury Rd",50,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
748312,  49,00633,     ,49-633,Rose Mount Rd,049,King & Queen County,049,King & Queen County,1.41,"49-634 N, Cantebury Rd","49-636 W, Minter Lane",260,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
748313,  49,00633,     ,49-633,Rose Mount Rd,049,King & Queen County,049,King & Queen County,0.30,"49-636 W, Minter Lane","49-636 E, Pea Ridge Rd",220,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
748314,  49,00633,     ,49-633,Rose Mount Rd,049,King & Queen County,049,King & Queen County,0.69,"49-636 E, Pea Ridge Rd",0.69 ME 49-636,180,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748315,  49,00633,     ,49-633,Rose Mount Rd,049,King & Queen County,049,King & Queen County,1.31,0.69 ME 49-636,"49-629 N, Walkerton Rd",170,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748316,  49,00633,     ,49-633,Stones Rd,049,King & Queen County,049,King & Queen County,1.70,"49-629 S, Walkerton Rd",49-634 Mt Elba Rd,140,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
402002,  49,00633,     ,49-633,Mantau Rd,049,King & Queen County,049,King & Queen County,2.60,49-634 Mt Elba Rd,49-632 Hockley Neck Rd,470,G,97%,0%,2%,0%,0%,0%,C,0.1049,F,0.6296,480,G,2011,,,,,,,,,,,,,,,
748317,  49,00633,     ,49-633,Stones Rd,049,King & Queen County,049,King & Queen County,2.60,49-632 Hockley Neck Rd,SR 14 The Trail; 49-631 Poor House Lane,80,R,,,,,,,X,,,,,,06/19/2006,,,,,,,,,,,,,,,
402003,  49,00634,     ,49-634,Mt Elba Rd,049,King & Queen County,049,King & Queen County,1.35,49-633 Stones Rd,"49-629 E, Walkerton Rd",450,G,91%,1%,2%,1%,6%,0%,F,0.1096,F,0.6560,480,G,2011,,,,,,,,,,,,,,,
402004,  49,00634,     ,49-634,Cantebury Rd,049,King & Queen County,049,King & Queen County,1.72,"49-629 W, Walkerton Rd",49-636 Miner Lane,410,G,91%,1%,2%,1%,6%,0%,F,0.1010,F,0.6602,430,G,2011,,,,,,,,,,,,,,,
402005,  49,00634,     ,49-634,Cantebury Rd,049,King & Queen County,049,King & Queen County,1.78,49-636 Miner Lane,"49-633 S, Bendley Lane",310,G,91%,1%,2%,1%,6%,0%,F,0.1211,F,0.7083,350,G,2011,,,,,,,,,,,,,,,
402006,  49,00634,     ,49-634,Cantebury Rd,049,King & Queen County,049,King & Queen County,0.47,"49-633 S, Bendley Lane","49-633 N, Rose Mount Rd",360,G,91%,1%,2%,1%,6%,0%,F,0.1073,F,0.6915,380,G,2011,,,,,,,,,,,,,,,
402007,  49,00634,     ,49-634,Cantebury Rd,049,King & Queen County,049,King & Queen County,2.07,"49-633 N, Rose Mount Rd",SR 14 The Trail,640,G,91%,1%,2%,1%,6%,0%,C,0.1064,F,0.5263,670,G,2011,,,,,,,,,,,,,,,
402008,  49,00635,     ,49-635,Bradley Farm Rd,049,King & Queen County,049,King & Queen County,1.19,49-721 Newtown Rd,"49-623 S, Indians Neck Rd",300,G,92%,1%,0%,1%,6%,0%,C,0.1156,F,0.7568,320,G,2011,,,,,,,,,,,,,,,
402009,  49,00635,     ,49-635,Bradley Farm Rd,049,King & Queen County,049,King & Queen County,4.43,"49-623 S, Indians Neck Rd",Essex County Line,190,G,92%,1%,0%,1%,6%,0%,F,0.0974,F,0.6250,190,G,2011,,,,,,,,,,,,,,,
748318,  49,00636,     ,49-636,Minter Lane,049,King & Queen County,049,King & Queen County,2.00,49-634 Cantebury Rd,"49-633 W, Rose Mount Rd",160,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
748319,  49,00636,     ,49-636,Pea Ridge Rd,049,King & Queen County,049,King & Queen County,2.00,"49-633 E, Rose Mount Rd",SR 14 The Trail,210,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748320,  49,00637,     ,49-637,Chatham Hill Rd,049,King & Queen County,049,King & Queen County,1.40,Dead End,49-634 Cantebury Rd,190,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748321,  49,00638,     ,49-638,Aspen Hill Rd,049,King & Queen County,049,King & Queen County,0.20,"49-620 S, Powcan Rd","49-620 N, Powcan Rd",20,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748322,  49,00639,     ,49-639,Eastern View Rd,049,King & Queen County,049,King & Queen County,0.45,49-628 Spring Cottage Rd,49-684 The Forge Rd,120,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748323,  49,00639,     ,49-639,Eastern View Rd,049,King & Queen County,049,King & Queen County,1.15,49-684 The Forge Rd,49-721 Newtown Rd,400,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748324,  49,00640,     ,49-640,Lyneville Rd,049,King & Queen County,049,King & Queen County,1.00,49-721 Newtown Rd,1.00 MN 49-721,230,R,,,,,,,X,,,,,,06/13/2006,,,,,,,,,,,,,,,
748325,  49,00640,     ,49-640,Lyneville Rd,049,King & Queen County,049,King & Queen County,1.30,1.00 MN 49-721,49-623 Indians Neck Rd,120,R,,,,,,,X,,,,,,06/13/2006,,,,,,,,,,,,,,,
748326,  49,00641,     ,49-641,Salvia Rd,049,King & Queen County,049,King & Queen County,2.00,49-652 Vessels Rd,49-625 Byrds Mill Rd,70,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748327,  49,00642,     ,49-642,Green Chambers Rd,049,King & Queen County,049,King & Queen County,0.30,US 360 Richmond Hwy,49-628 Pattie Swamp Rd,70,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
748328,  49,00643,     ,49-643,Airport Rd,049,King & Queen County,049,King & Queen County,0.83,Dead End,SR 33 Lewis Puller Mem Hwy,280,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748329,  49,00644,     ,49-644,Jonestown Rd,049,King & Queen County,049,King & Queen County,1.40,49-601 Stratton Major Rd,SR 14 Buena Vista Rd,210,R,,,,,,,X,,,,,,06/18/2009,,,,,,,,,,,,,,,
748330,  49,00645,     ,49-645,Page Lane,049,King & Queen County,049,King & Queen County,0.60,Dead End,49-605 Plain View Lane,60,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748331,  49,00646,     ,49-646,Curtis St,049,King & Queen County,049,King & Queen County,0.20,SR 14 The Trail,49-678 Riverview Ave,160,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748332,  49,00647,     ,49-647,Milby Town Rd,049,King & Queen County,049,King & Queen County,0.80,Dead End,0.80 ME Dead End,120,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748333,  49,00647,     ,49-647,Milby Town Rd,049,King & Queen County,049,King & Queen County,1.00,0.80 ME Dead End,49-609 New Hope Rd,180,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748334,  49,00648,     ,49-648,Kingston Rd,049,King & Queen County,049,King & Queen County,1.40,Dead End,49-605 Plain View Lane,110,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748335,  49,00649,     ,49-649,Kays Lane,049,King & Queen County,049,King & Queen County,0.70,49-625 Byrds Mill Rd,Dead End,2,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748336,  49,00650,     ,49-650,Smithfield School Rd,049,King & Queen County,049,King & Queen County,1.60,49-631 Smithfield Rd,Essex County Line,240,R,,,,,,,X,,,,,,06/13/2006,,,,,,,,,,,,,,,
748337,  49,00651,     ,49-651,Dewsville Rd,049,King & Queen County,049,King & Queen County,1.00,Dead End,49-625 Byrds Mill Rd,60,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748338,  49,00652,     ,49-652,Vessels Rd,049,King & Queen County,049,King & Queen County,1.40,"49-721 W, Newtown Rd",49-641 Salvia Rd,80,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748339,  49,00652,     ,49-652,Vessels Rd,049,King & Queen County,049,King & Queen County,0.60,49-641 Salvia Rd,"49-721 E, Newtown Rd",150,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748340,  49,00653,     ,49-653,Coates Lane,049,King & Queen County,049,King & Queen County,0.70,49-609 New Hope Rd,Dead End,4,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748341,  49,00654,     ,49-654,Davis Beech Rd,049,King & Queen County,049,King & Queen County,1.20,Dead End,SR 14 The Trail,120,R,,,,,,,X,,,,,,06/22/2006,,,,,,,,,,,,,,,
748342,  49,00655,     ,49-655,Courthouse Landing Rd,049,King & Queen County,049,King & Queen County,1.00,Dead End,49-681 Allens Circle,50,R,,,,,,,X,,,,,,06/22/2006,,,,,,,,,,,,,,,
748343,  49,00656,     ,49-656,Barn Gate Rd,049,King & Queen County,049,King & Queen County,0.40,Dead End,49-610 Coldwater Rd,8,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748344,  49,00657,     ,49-657,Limehouse Rd,049,King & Queen County,049,King & Queen County,1.28,Dead End,SR 14 The Trail,110,R,,,,,,,X,,,,,,06/22/2006,,,,,,,,,,,,,,,
748345,  49,00658,     ,49-658,Travellers Rd,049,King & Queen County,049,King & Queen County,3.14,49-605 York River Rd,49-601 Stratton Major Rd,40,R,,,,,,,X,,,,,,06/18/2009,,,,,,,,,,,,,,,
748346,  49,00659,     ,49-659,Mantapike Landing Rd,049,King & Queen County,049,King & Queen County,0.60,Dead End,49-631 Bunker Hill Rd,110,R,,,,,,,X,,,,,,06/19/2006,,,,,,,,,,,,,,,
748347,  49,00659,     ,49-659,Mantapike Landing Rd,049,King & Queen County,049,King & Queen County,1.80,49-631 Bunker Hill Rd,SR 14 The Trail,4,R,,,,,,,X,,,,,,06/19/2006,,,,,,,,,,,,,,,
748348,  49,00660,     ,49-660,Sorghum Rd,049,King & Queen County,049,King & Queen County,2.10,49-721 Newtown Rd,49-619 Owens Mill Rd,250,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
748349,  49,00661,     ,49-661,Brookshire Rd,049,King & Queen County,049,King & Queen County,0.37,Dead End,49-687 Simpson Creek Rd,20,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748350,  49,00661,     ,49-661,Brookshire Rd,049,King & Queen County,049,King & Queen County,0.31,49-687 Simpson Creek Rd,SR 33 Lewis Puller Mem Hwy,210,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748351,  49,00662,     ,49-662,Greenbriar Rd,049,King & Queen County,049,King & Queen County,0.46,Dead End,49-634 Cantebury Rd,60,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748352,  49,00663,     ,49-663,Scuffletown Rd,049,King & Queen County,049,King & Queen County,0.31,Dead End,49-629 Walkerton Rd,40,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
748353,  49,00664,     ,49-664,Peach Grove Rd,049,King & Queen County,049,King & Queen County,0.95,49-721 Newtown Rd,Dead End,150,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748354,  49,00665,     ,49-665,Hell Bottom Rd,049,King & Queen County,049,King & Queen County,1.04,Dead End,49-721 Newtown Rd,210,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748355,  49,00666,     ,49-666,Tuckers Rd,049,King & Queen County,049,King & Queen County,0.76,Dead End,49-667 Wrights Dock Rd,260,R,,,,,,,X,,,,,,06/18/2009,,,,,,,,,,,,,,,
748356,  49,00666,     ,49-666,Tuckers Rd,049,King & Queen County,049,King & Queen County,0.60,49-667 Wrights Dock Rd,49-605 Plain View Lane,330,R,,,,,,,X,,,,,,06/18/2009,,,,,,,,,,,,,,,
748357,  49,00667,     ,49-667,Wrights Dock Rd,049,King & Queen County,049,King & Queen County,1.20,Dead End,49-666 Tuckers Rd,50,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748358,  49,00668,     ,49-668,Morris Lane,049,King & Queen County,049,King & Queen County,0.25,49-605 York River Rd,Dead End,160,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748359,  49,00669,     ,49-669,Buzzards Roost Rd,049,King & Queen County,049,King & Queen County,1.20,Dead End,"28-620, Essex County Line",30,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748360,  49,00670,     ,49-670,Virginia Ave,049,King & Queen County,049,King & Queen County,0.15,Dead End,SR 33 Lewis Puller Mem Hwy,80,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748361,  49,00671,     ,49-671,Old Millwood Rd,049,King & Queen County,049,King & Queen County,0.87,Dead End,49-641 Salvia Rd,40,R,,,,,,,X,,,,,,07/18/2009,,,,,,,,,,,,,,,
748362,  49,00672,     ,49-672,Holmestown Rd,049,King & Queen County,049,King & Queen County,0.84,49-631 Fleets Mill Rd,Dead End,50,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748363,  49,00673,     ,49-673,Martin Town Rd,049,King & Queen County,049,King & Queen County,0.79,49-619 Owens Mill Rd,Dead End,100,R,,,,,,,X,,,,,,07/08/2009,,,,,,,,,,,,,,,
748364,  49,00674,     ,49-674,Shepards Warehouse Rd,049,King & Queen County,049,King & Queen County,0.29,Dead End,49-605 Chain Ferry Rd,47,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748365,  49,00675,     ,49-675,North Bank Rd,049,King & Queen County,049,King & Queen County,0.32,Dead End,49-633 Bendley Lane,40,R,,,,,,,X,,,,,,07/15/2009,,,,,,,,,,,,,,,
748366,  49,00676,     ,49-676,Goulders Creek Rd,049,King & Queen County,049,King & Queen County,0.26,Dead End,SR 33 Lewis Puller Mem Hwy,80,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748367,  49,00677,     ,49-677,Suttons Court,049,King & Queen County,049,King & Queen County,0.26,Dead End O.26 MN,SR 14 The Trail,30,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748368,  49,00677,     ,49-677,Suttons Court,049,King & Queen County,049,King & Queen County,0.19,SR 14 The Trail,Dead End O.19 MS,49,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748369,  49,00678,     ,49-678,Centerville Rd,049,King & Queen County,049,King & Queen County,0.17,SR 33 Lewis Puller Mem Hwy,"SR 14 W, The Trail",250,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
402010,  49,00678,     ,49-678,Centreville Rd,049,King & Queen County,049,King & Queen County,0.91,"SR 14 W, The Trail",49-608 Clancie Rd,670,G,96%,1%,0%,1%,2%,0%,C,0.1170,F,0.6966,700,G,2011,,,,,,,,,,,,,,,
406725,  49,00678,     ,49-678,Riverview Ave,049,King & Queen County,049,King & Queen County,0.33,49-608 Clancie Rd,"SR 14, SR 33 Lewis Puller Mem Hwy",570,G,96%,1%,0%,1%,2%,0%,F,0.1063,F,0.6978,600,G,2011,,,,,,,,,,,,,,,
748370,  49,00679,     ,49-679,Beaulah Rd,049,King & Queen County,049,King & Queen County,1.18,"SR 33 W, Lewis Puller Mem Hwy","SR 33 E, Lewis Puller Mem Hwy",50,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748371,  49,00680,     ,49-680,Hockley Lane,049,King & Queen County,049,King & Queen County,0.49,Cul-de-Sac,49-605 York River Rd,80,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
748372,  49,00681,     ,49-681,Allens Circle,049,King & Queen County,049,King & Queen County,0.28,SR 14 The Trail,SR 14 The Trail,220,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748373,  49,00682,     ,49-682, ,049,King & Queen County,049,King & Queen County,0.15,US 360 Richmond Hwy,Dead End,30,R,,,,,,,X,,,,,,07/06/2009,,,,,,,,,,,,,,,
748374,  49,00683,     ,49-683,Gregory Lane,049,King & Queen County,049,King & Queen County,0.07,Dead End,SR 33 Lewis Puller Mem Hwy,60,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748375,  49,00684,     ,49-684,The Forge Rd,049,King & Queen County,049,King & Queen County,1.37,Dead End,49-639 Eastern View Rd,100,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
748376,  49,00685,     ,49-685,Fish Hatchery Rd,049,King & Queen County,049,King & Queen County,0.64,SR 14 The Trail,0.64 MN SR 14,60,R,,,,,,,X,,,,,,06/19/2006,,,,,,,,,,,,,,,
748377,  49,00685,     ,49-685,Fish Hatchery Rd,049,King & Queen County,049,King & Queen County,0.16,0.64 MN SR 14,Dead End,10,R,,,,,,,X,,,,,,06/19/2006,,,,,,,,,,,,,,,
748378,  49,00686,     ,49-686,Ashby Rd,049,King & Queen County,049,King & Queen County,0.06,Dead End,SR 33 Lewis Puller Mem Hwy,60,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748379,  49,00687,     ,49-687,Simpson Creek Rd,049,King & Queen County,049,King & Queen County,0.26,Dead End,49-661 Brookshire Rd,100,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748380,  49,00688,     ,49-688,Howard Lane,049,King & Queen County,049,King & Queen County,0.15,49-691 Apple Rd,Dead End,30,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748381,  49,00689,     ,49-689,Frog Pond Rd,049,King & Queen County,049,King & Queen County,0.26,49-624 Root Swamp Rd,Dead End,20,R,,,,,,,X,,,,,,06/13/2006,,,,,,,,,,,,,,,
748382,  49,00690,     ,49-690,Dudley Ferry Rd,049,King & Queen County,049,King & Queen County,0.26,Dead End,49-661 Brookshire Rd,70,R,,,,,,,X,,,,,,06/28/2006,,,,,,,,,,,,,,,
748383,  49,00691,     ,49-691,Apple Rd,049,King & Queen County,049,King & Queen County,0.22,49-605 York River Rd,SR 33 Lewis Puller Mem Hwy,20,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748384,  49,00692,     ,49-692,Dahlgren Rd,049,King & Queen County,049,King & Queen County,0.06,Dead End,49-632 Hockley Neck Rd,100,R,,,,,,,X,,,,,,06/19/2006,,,,,,,,,,,,,,,
748385,  49,00693,     ,49-693,Level Green Rd,049,King & Queen County,049,King & Queen County,0.40,Dead End,49-721 Newtown Rd,80,R,,,,,,,X,,,,,,06/05/2006,,,,,,,,,,,,,,,
793126,  49,00694,     ,49-694,New Beginning Rd,049,King & Queen County,049,King & Queen County,0.24,49-609 New Hope Rd,Dead End,70,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748386,  49,00700,     ,49-700,Coxs Lane,049,King & Queen County,049,King & Queen County,0.14,49-608 Clancie Rd,49-701 Airville Rd,100,R,,,,,,,X,,,,,,06/29/2009,,,,,,,,,,,,,,,
748387,  49,00701,     ,49-701,Airville Rd,049,King & Queen County,049,King & Queen County,0.17,49-608 Clancie Rd,49-700 Coxs Lane,40,R,,,,,,,X,,,,,,06/26/2006,,,,,,,,,,,,,,,
402011,  49,00721,     ,49-721,Newtown Rd,049,King & Queen County,049,King & Queen County,1.60,US 360; SR 14 The Trail,49-619 Owens Mill Rd,2200,G,94%,1%,1%,1%,3%,0%,C,0.0928,F,0.6298,2300,G,2011,,,,,,,,,,,,,,,
402012,  49,00721,     ,49-721,Newtown Rd,049,King & Queen County,049,King & Queen County,3.94,49-619 Owens Mill Rd,49-639 Eastern View Rd,1400,G,94%,1%,1%,1%,3%,0%,F,0.0900,F,0.6852,1500,G,2011,,,,,,,,,,,,,,,
402013,  49,00721,     ,49-721,Newtown Rd,049,King & Queen County,049,King & Queen County,2.66,49-639 Eastern View Rd,49-635 Bradley Farm Rd,1300,G,94%,1%,1%,1%,3%,0%,F,0.0989,F,0.6667,1400,G,2011,,,,,,,,,,,,,,,
402014,  49,00721,     ,49-721,Newtown Rd,049,King & Queen County,049,King & Queen County,1.12,49-635 Bradley Farm Rd,49-623 Indian Neck Rd,750,G,94%,1%,1%,1%,3%,0%,F,0.1024,F,0.5349,780,G,2011,,,,,,,,,,,,,,,
402015,  49,00721,     ,49-721,Newtown Rd,049,King & Queen County,049,King & Queen County,1.79,49-623 Indian Neck Rd,49-627 Roundabout Route Rd,570,G,94%,1%,1%,1%,3%,0%,F,0.1074,F,0.6131,600,G,2011,,,,,,,,,,,,,,,
402016,  49,00721,     ,49-721,Newtown Rd,049,King & Queen County,049,King & Queen County,2.84,49-627 Roundabout Route Rd,Caroline County Line,430,G,94%,1%,1%,1%,3%,0%,F,0.1349,F,0.5037,450,G,2011,,,,,,,,,,,,,,,
748388,  49,00725,     ,49-725,Riverview Rd,049,King & Queen County,049,King & Queen County,0.34,Cul-de-Sac,49-659 Mantapike Landing Rd,50,R,,,,,,,X,,,,,,06/30/2009,,,,,,,,,,,,,,,
748389,  49,01000,     ,49-1000,River View Dr,049,King & Queen County,049,King & Queen County,0.40,49-1001 Rivers Bluff Lane,49-631 Bunker Hill Rd,80,R,,,,,,,X,,,,,,06/30/2009,,,,,,,,,,,,,,,
748390,  49,01001,     ,49-1001,Rivers Bluff Lane,049,King & Queen County,049,King & Queen County,0.35,Cul-de-Sac,49-1000 River View Dr,46,R,,,,,,,X,,,,,,06/30/2009,,,,,,,,,,,,,,,
748391,  49,01001,     ,49-1001,Rivers Bluff Lane,049,King & Queen County,049,King & Queen County,0.15,49-1000 River View Dr,Cul-de-Sac,20,R,,,,,,,X,,,,,,06/30/2009,,,,,,,,,,,,,,,
802956,  49,01010,     ,49-1010, ,049,King & Queen County,049,King & Queen County,0.16,49-00634(B)/,49-01011(B)/,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
802957,  49,01011,     ,49-1011, ,049,King & Queen County,049,King & Queen County,0.23,Cul-de-Sac/,Cul-de-Sac/,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
748392,  49,01202,     ,49-1202,White Marsh Lane,049,King & Queen County,049,King & Queen County,0.20,49-629 Walkerton Rd,Dead End,40,R,,,,,,,X,,,,,,06/15/2006,,,,,,,,,,,,,,,
