702698,  03,01704,     ,03-1704,Ninth St,241,Town of Iron Gate,003,Alleghany County,0.05,US 220 Market Ave,03-1706 Commerce Ave,90,R,,,,,,,X,,,,,,03/17/2011,,,,,,,,,,,,,,,
702699,  03,01705,     ,03-1705,Tenth St,241,Town of Iron Gate,003,Alleghany County,0.05,US 220 Botetourt County Line,03-1706 Commerce Ave,750,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
702700,  03,01705,     ,03-1705,Tenth St,241,Town of Iron Gate,003,Alleghany County,0.65,03-1706 Commerce Ave,Dead End,190,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702701,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.07,03-1705 Tenth St,03-1704 Ninth St,240,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
702702,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.08,03-1704 Ninth St,03-1709 Eighth St,200,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702703,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.06,03-1709 Eighth St,03-1708 Seventh St,280,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
702704,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.15,03-1708 Seventh St,03-1707 Sixth St,160,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702705,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.10,03-1707 Sixth St,03-1703 Fifth St,330,R,,,,,,,X,,,,,,07/22/2008,,,,,,,,,,,,,,,
702706,  03,01706,     ,03-1706,Commerce St,241,Town of Iron Gate,003,Alleghany County,0.09,03-1703 Fifth St,03-1702 Fourth St,280,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702707,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.09,03-1702 Fourth St,03-1701 Earnest Ave,380,R,,,,,,,X,,,,,,07/22/2008,,,,,,,,,,,,,,,
702708,  03,01706,     ,03-1706,Commerce Ave,241,Town of Iron Gate,003,Alleghany County,0.10,03-1701 Earnest Ave,US 220 Market Ave,320,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702709,  03,01707,     ,03-1707,Sixth St,241,Town of Iron Gate,003,Alleghany County,0.05,03-1708 Seventh St,US 220 Market Ave,80,R,,,,,,,X,,,,,,07/11/2002,,,,,,,,,,,,,,,
702710,  03,01707,     ,03-1707,Sixth St,241,Town of Iron Gate,003,Alleghany County,0.05,US 220 Market Ave,03-1706 Commerce Ave,240,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702711,  03,01707,     ,03-1707,Sixth St,241,Town of Iron Gate,003,Alleghany County,0.05,03-1706 Commerce Ave,03-1711 Railroad Ave,130,R,,,,,,,X,,,,,,07/22/2008,,,,,,,,,,,,,,,
702712,  03,01708,     ,03-1708,Seventh St,241,Town of Iron Gate,003,Alleghany County,0.09,03-1702 Fourth St,03-1703 Fifth St,40,R,,,,,,,X,,,,,,03/17/2011,,,,,,,,,,,,,,,
702713,  03,01708,     ,03-1708,Seventh St,241,Town of Iron Gate,003,Alleghany County,0.20,03-1703 Fifth St,US 220 Market Ave,20,R,,,,,,,X,,,,,,03/17/2011,,,,,,,,,,,,,,,
702714,  03,01708,     ,03-1708,Seventh St,241,Town of Iron Gate,003,Alleghany County,0.05,US 220 Market Ave,03-1706 Commerce Ave,70,R,,,,,,,X,,,,,,03/17/2011,,,,,,,,,,,,,,,
702715,  03,01708,     ,03-1708,Seventh St,241,Town of Iron Gate,003,Alleghany County,0.05,03-1706 Commerce Ave,03-1711 Railroad Ave,60,R,,,,,,,X,,,,,,07/22/2008,,,,,,,,,,,,,,,
702716,  03,01709,     ,03-1709,Eighth St,241,Town of Iron Gate,003,Alleghany County,0.05,US 220 Market Ave,03-1706 Commerce Ave,90,R,,,,,,,X,,,,,,03/17/2011,,,,,,,,,,,,,,,
702717,  03,01709,     ,03-1709,Eighth St,241,Town of Iron Gate,003,Alleghany County,0.05,03-1706 Commerce Ave,03-1711 Railroad Ave,80,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
702720,  03,01710,     ,03-1710,Park Ave,241,Town of Iron Gate,003,Alleghany County,0.13,NCL Irongate,03-1715 Ferrol Ave,240,R,,,,,,,X,,,,,,03/17/2011,,,,,,,,,,,,,,,
702721,  03,01710,     ,03-1710,Park Ave,241,Town of Iron Gate,003,Alleghany County,0.05,03-1715 Ferrol Ave,WCL Irongate,350,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
702724,  03,01711,     ,03-1711,Railroad Ave,241,Town of Iron Gate,003,Alleghany County,0.08,03-1709 Eighth St,03-1708 Seventh St,20,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702725,  03,01711,     ,03-1711,Railroad Ave,241,Town of Iron Gate,003,Alleghany County,0.06,Dead End; Gap,03-1707 Sixth St,70,R,,,,,,,X,,,,,,07/24/2008,,,,,,,,,,,,,,,
702726,  03,01711,     ,03-1711,Railroad Ave,241,Town of Iron Gate,003,Alleghany County,0.10,03-1707 Sixth St,03-1703 Fifth St,100,R,,,,,,,X,,,,,,07/22/2008,,,,,,,,,,,,,,,
702727,  03,01711,     ,03-1711,Railroad Ave,241,Town of Iron Gate,003,Alleghany County,0.10,03-1703 Fifth St,03-1702 Fourth St,70,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
702728,  03,01711,     ,03-1711,Railroad Ave,241,Town of Iron Gate,003,Alleghany County,0.09,03-1702 Fourth St,03-1701 Earnest Ave,100,R,,,,,,,X,,,,,,07/22/2008,,,,,,,,,,,,,,,
702729,  03,01711,     ,03-1711,Railroad Ave,241,Town of Iron Gate,003,Alleghany County,0.16,03-1701 Earnest Ave,Dead End,70,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
