671191,  SR,00047,     ,VA 47,W Atlantic St,301,Town of South Hill,301,Town of South Hill,0.23,Thomas St,Opie Rd,5300,G,96%,0%,1%,1%,3%,0%,C,0.0938,F,0.6045,5400,G,2011,,,,,,,,,,,,,,,
671214,  SR,00047,     ,VA 47,W Atlantic St,301,Town of South Hill,301,Town of South Hill,0.39,Opie Rd,WCL South Hill,6000,G,96%,0%,1%,1%,3%,0%,F,0.0948,F,0.6217,6100,G,2011,,,,,,,,,,,,,,,
671206,  US,00058,     ,US 58, ,301,Town of South Hill,058,Mecklenburg County,0.69,SCL South Hill; Maple Lane,BUS US 58; Country Lane,6100,G,82%,1%,1%,1%,14%,1%,F,0.0846,F,0.6191,6000,G,2011,,,,,,,,,,,,,,,
040542,  US,00058,     ,US 58,E Atlantic St,301,Town of South Hill,058,Mecklenburg County,0.24,BUS US 58; Country Lane,ECL South Hill; I-85,20000,G,82%,1%,1%,1%,14%,1%,F,0.0836,F,0.5594,20000,G,2011,,,,,,,,,,,,,,,
671212,CAUS,00058,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,0.28,Locust St,Plank Rd,7100,G,96%,0%,1%,1%,2%,0%,F,0.0941,F,0.5003,7600,G,2011,,,,,,,,,,,,,,,
671213,CAUS,00058,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,1.89,SCL South Hill,Locust St,5000,G,96%,0%,1%,1%,2%,0%,C,0.0956,F,0.6155,5400,G,2011,,,,,,,,,,,,,,,
671210,CAUS,00058,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,0.09,Plank Rd,Goodes Ferry Blvd,7800,G,96%,0%,1%,1%,2%,0%,F,0.0894,F,0.5018,8300,G,2011,,,,,,,,,,,,,,,
671201,CAUS,00058,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,0.23,Goodes Ferry Blvd,Mecklenburg Ave,7200,G,96%,0%,1%,1%,2%,0%,F,0.0923,F,0.5077,7700,G,2011,,,,,,,,,,,,,,,
671199,CAUS,00058,     ,"US 1, Bus US 58",Mecklenburg Ave,301,Town of South Hill,301,Town of South Hill,0.16,Danville St,US 1; SR 47 Atlantic St,8100,G,97%,0%,1%,0%,1%,0%,F,0.0912,F,0.5000,8700,G,2011,,,,,,,,,,,,,,,
785921,CAUS,00058,     ,Bus US 58,Atlantic St,301,Town of South Hill,301,Town of South Hill,0.48,US 1; SR 47,Windsor St,9600,G,97%,0%,1%,0%,2%,0%,C,0.0831,F,0.5710,10000,G,2011,,,,,,,,,,,,,,,
784999,CAUS,00058,     ,Bus US 58,Atlantic St,301,Town of South Hill,301,Town of South Hill,0.66,Windsor St,US 58 E Atlantic St,12000,G,97%,0%,1%,0%,1%,0%,C,0.0857,F,0.5098,13000,G,2011,,,,,,,,,,,,,,,
040553,  IS,00085,N    ,I-85 NB, ,301,Town of South Hill,058,Mecklenburg County,0.25,SCL South Hill,US 58,11000,A,79%,1%,1%,1%,17%,2%,F,0.1375,A,0.0000,10000,A,2011,,24000,A,79%,1%,1%,0%,17%,2%,F,,,,21000,A
040725,  IS,00085,N    ,I-85 NB, ,301,Town of South Hill,058,Mecklenburg County,2.53,US 58,US 1,10000,B,79%,1%,1%,1%,17%,2%,F,0.1347,A,0.0000,9100,B,2011,,21000,B,79%,1%,1%,0%,17%,2%,F,0.1243,A,0.0000,18000,B
040726,  IS,00085,N    ,I-85 NB, ,301,Town of South Hill,058,Mecklenburg County,0.53,US 1,NCL South Hill,10000,B,79%,1%,1%,1%,17%,2%,F,0.1365,A,0.0000,8800,B,2011,,20000,B,79%,1%,1%,0%,17%,2%,F,,,,18000,B
140161,  IS,00085,S    ,I-85 SB, ,301,Town of South Hill,058,Mecklenburg County,0.40,SCL South Hill,US 58,12000,A,79%,1%,1%,0%,18%,2%,F,0.1289,A,0.0000,10000,A,2011,,24000,A,79%,1%,1%,0%,17%,2%,F,,,,21000,A
140046,  IS,00085,S    ,I-85 SB, ,301,Town of South Hill,058,Mecklenburg County,2.72,US 58,US 1,10000,B,79%,1%,1%,0%,18%,2%,F,0.1274,A,0.0000,8900,B,2011,,21000,B,79%,1%,1%,0%,17%,2%,F,0.1243,A,0.0000,18000,B
140045,  IS,00085,S    ,I-85 SB, ,301,Town of South Hill,058,Mecklenburg County,0.29,US 1,NCL South Hill,10000,A,79%,1%,1%,0%,18%,2%,F,0.1273,A,0.0000,8800,A,2011,,20000,B,79%,1%,1%,0%,17%,2%,F,,,,18000,B
040772,  SR,00138,     ,VA 138,Union Mill Rd,301,Town of South Hill,301,Town of South Hill,0.38,US 1 Mecklenburg Ave,NCL South Hill,3200,G,94%,0%,1%,1%,4%,0%,F,0.0928,F,0.6167,3300,G,2011,,,,,,,,,,,,,,,
671229, 301,00001,     ,301-1,Brunswick Ave,301,Town of South Hill,301,Town of South Hill,0.13,Main St,SR 47 Atlantic St,780,G,,,,,,,X,0.1263,F,0.6851,790,G,2011,,,,,,,,,,,,,,,
671217, 301,00002,     ,301-2,Charles St,301,Town of South Hill,301,Town of South Hill,0.28,Field Dr,Raleigh St,190,G,98%,0%,1%,0%,0%,0%,C,0.1239,F,0.5556,200,G,2011,,,,,,,,,,,,,,,
671227, 301,00003,     ,301-3,Danville St,301,Town of South Hill,301,Town of South Hill,0.31,Mecklenburg Ave,Dortch St,1500,G,98%,1%,1%,0%,0%,0%,F,0.1261,F,0.5704,1500,G,2011,,,,,,,,,,,,,,,
671226, 301,00004,     ,301-4,Dortch Lane,301,Town of South Hill,301,Town of South Hill,0.18,Danville St,Atlantic St,1400,G,99%,1%,0%,0%,0%,0%,C,0.1162,F,0.5205,1400,G,2011,,,,,,,,,,,,,,,
671230, 301,00007,     ,301-7,Lunenburg Ave,301,Town of South Hill,301,Town of South Hill,0.16,Danville St,Atlantic St,1000,G,98%,0%,1%,1%,0%,0%,C,0.0991,F,0.5321,1000,G,2011,,,,,,,,,,,,,,,
671232, 301,00008,     ,301-8,Main St,301,Town of South Hill,301,Town of South Hill,0.45,Thomas St,Mecklenburg Ave,940,G,98%,1%,1%,0%,0%,0%,C,0.1091,F,0.6606,960,G,2011,,,,,,,,,,,,,,,
671228, 301,00008,     ,301-8,Main St,301,Town of South Hill,301,Town of South Hill,0.69,Mecklenburg Ave,Maple Lane,3100,G,98%,1%,1%,0%,0%,0%,F,0.0997,F,0.5480,3100,G,2011,,,,,,,,,,,,,,,
781885, 301,00009,     ,301-9,Maple St,301,Town of South Hill,301,Town of South Hill,0.07,Main Street,US 58,3600,G,98%,0%,1%,0%,1%,0%,F,0.0954,F,0.5265,3700,G,2011,,,,,,,,,,,,,,,
671220, 301,00010,     ,301-10,Pace Dr,301,Town of South Hill,301,Town of South Hill,0.51,Mecklenburg Ave,Mecklenburg Ave,980,G,98%,0%,1%,0%,1%,0%,C,0.1070,F,0.6581,1000,G,2011,,,,,,,,,,,,,,,
783047, 301,00011,     ,301-11,Raleigh Ave,301,Town of South Hill,301,Town of South Hill,0.65,SR 47,High St,1000,G,99%,0%,1%,0%,0%,0%,F,0.1132,F,0.5785,1000,G,2011,,,,,,,,,,,,,,,
671216, 301,00011,     ,301-11,Raleigh Ave,301,Town of South Hill,301,Town of South Hill,0.86,High St,Charles St,510,G,99%,0%,1%,0%,0%,0%,C,0.1344,F,0.5065,530,G,2011,,,,,,,,,,,,,,,
785559, 301,00011,     ,301-11,Raleigh Ave,301,Town of South Hill,301,Town of South Hill,0.04,Charles St,Forest Lane,280,G,99%,0%,1%,0%,0%,0%,F,0.1531,F,0.5000,290,G,2011,,,,,,,,,,,,,,,
671231, 301,00012,     ,301-12,Thomas St,301,Town of South Hill,301,Town of South Hill,0.15,Plank Rd,Atlantic St,1700,G,97%,1%,1%,0%,0%,0%,C,0.1191,F,0.6208,1700,G,2011,,,,,,,,,,,,,,,
671204, 301,00013,     ,301-13,Windsor St,301,Town of South Hill,301,Town of South Hill,0.49,Mecklenburg Ave,Atlantic St,2500,G,99%,0%,0%,0%,0%,0%,C,0.0865,F,0.7824,2600,G,2011,,,,,,,,,,,,,,,
796019, 301,00014,     ,301-14, ,301,Town of South Hill,301,Town of South Hill,0.85,US 58,301-8 Main St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
671218, 301,00015,     ,301-15,Field Dr,301,Town of South Hill,301,Town of South Hill,0.09,Charles St,Pace Dr,320,G,,,,,,,X,,,,350,G,2011,,,,,,,,,,,,,,,
671209, 301,00016,     ,301-16,Goods Ferry Rd,301,Town of South Hill,301,Town of South Hill,0.59,South Hill Ave,Danville St,1200,G,,,,,,,X,,,,1200,G,2011,,,,,,,,,,,,,,,
671225, 301,00523,     ,301-523,Goodes Ferry Blvd,301,Town of South Hill,301,Town of South Hill,0.42,SCL South Hill,South Hill Ave,1300,G,97%,1%,1%,1%,0%,0%,C,0.0986,F,0.5929,1400,G,2011,,,,,,,,,,,,,,,
671207, 301,00523,     ,301-523,South Hill Ave,301,Town of South Hill,301,Town of South Hill,0.31,Goodes Ferry Rd,First St,970,G,97%,1%,1%,1%,0%,0%,F,0.1164,F,0.5429,1000,G,2011,,,,,,,,,,,,,,,
671203, 301,00523,     ,301-523,South Hill Ave,301,Town of South Hill,301,Town of South Hill,0.22,First St,Danville St,1200,G,97%,1%,1%,1%,0%,0%,F,0.1070,F,0.5075,1200,G,2011,,,,,,,,,,,,,,,
671195, 301,00529,     ,301-529,Chaptico Rd,301,Town of South Hill,301,Town of South Hill,0.46,Mecklenburg Ave,Buena Vista Circle,1800,G,98%,0%,1%,0%,1%,0%,F,0.0952,F,0.5893,1900,G,2011,,,,,,,,,,,,,,,
671215, 301,00529,     ,301-529,Chaptico Rd,301,Town of South Hill,301,Town of South Hill,0.59,Buena Vista Cir,NCL South Hill,1100,G,98%,0%,1%,0%,1%,0%,C,0.0972,F,0.6372,1100,G,2011,,,,,,,,,,,,,,,
671211, 301,02519,     ,301-2519,Plank Rd,301,Town of South Hill,301,Town of South Hill,0.38,Danville St,Opie St,1600,G,98%,0%,1%,0%,0%,0%,C,0.1004,F,0.5351,1600,G,2011,,,,,,,,,,,,,,,
671193, 301,02519,     ,301-2519,Opie Rd,301,Town of South Hill,301,Town of South Hill,0.26,Plank Rd,Atlantic St,2500,G,98%,0%,1%,0%,0%,0%,F,0.0946,F,0.6134,2600,G,2011,,,,,,,,,,,,,,,
671223, 301,02520,     ,301-2520,McCraken St,301,Town of South Hill,301,Town of South Hill,0.19,Bus US 58 Atlantic St,Franklin St,4300,G,99%,0%,1%,0%,0%,0%,F,0.0911,F,0.5716,4400,G,2011,,,,,,,,,,,,,,,
671600, 301,02520,     ,301-2520,Lombardy St,301,Town of South Hill,301,Town of South Hill,0.61,Franklin St,E Ferrell St,4000,G,99%,0%,1%,0%,0%,0%,F,0.0920,F,0.5756,4100,G,2011,,,,,,,,,,,,,,,
671221, 301,02520,     ,301-2520,E Ferrell St,301,Town of South Hill,301,Town of South Hill,0.32,Lombardy St,Mecklenburg Ave,3900,G,99%,0%,1%,0%,0%,0%,C,0.0928,F,0.5744,3900,G,2011,,,,,,,,,,,,,,,
571003, 301,00000,     ,301-0,Forest Ln,301,Town of South Hill,301,Town of South Hill,0.00,Green Hill Rd,Stockley St,600,G,,,,,,,X,0.1264,F,0.5257,640,G,2011,,,,,,,,,,,,,,,
571001, 301,00000,     ,301-0,High St,301,Town of South Hill,301,Town of South Hill,0.00,Raleigh Ave,Baker St,280,G,,,,,,,X,0.1354,F,0.7045,300,G,2011,,,,,,,,,,,,,,,
571002, 301,00000,     ,301-0,Holmes St,301,Town of South Hill,301,Town of South Hill,0.00,Lombardy St,Benton St,180,G,,,,,,,X,0.1133,F,0.5217,190,G,2011,,,,,,,,,,,,,,,
793633, 301,00000,     ,301-0,Maple Lane,301,Town of South Hill,301,Town of South Hill,0.00,US 58 Bypass,Main St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
