613280, 104,03418,     ,104-3418,South St,104,City of Charlottesville,104,City of Charlottesville,0.22,2nd St,Water St,1900,G,99%,0%,1%,0%,0%,0%,C,0.0912,F,1.0000,2100,G,2011,,,,,,,,,,,,,,,
613278, 104,03419,     ,104-3419,7th Street NE,104,City of Charlottesville,104,City of Charlottesville,0.16,Market St,High St,1000,G,98%,0%,1%,0%,0%,0%,C,0.1013,F,0.7248,1100,G,2011,,,,,,,,,,,,,,,
613228, 104,03421,     ,104-3421,Park St,104,City of Charlottesville,104,City of Charlottesville,0.34,High St,Evergreen Ave,11000,G,99%,0%,1%,0%,0%,0%,F,0.1007,F,0.6075,11000,G,2011,,,,,,,,,,,,,,,
613319, 104,03421,     ,104-3421,Park St,104,City of Charlottesville,104,City of Charlottesville,0.34,Evergreen Ave,US 250,12000,G,99%,0%,1%,0%,0%,0%,C,0.0716,F,0.8485,13000,G,2011,,,,,,,,,,,,,,,
613312, 104,03421,     ,104-3421,Park St,104,City of Charlottesville,104,City of Charlottesville,0.25,US 250,104-3412 North Ave,20000,G,99%,0%,1%,0%,0%,0%,F,0.0894,F,0.5266,20000,G,2011,,,,,,,,,,,,,,,
613605, 104,03423,     ,104-3423,9th 10th Connector,104,City of Charlottesville,104,City of Charlottesville,0.28,Cherry Ave,US 250 Main St,12000,G,98%,0%,2%,0%,0%,0%,C,0.0888,F,0.6577,13000,G,2011,,,,,,,,,,,,,,,
613224, 104,03423,     ,104-3423,10th St,104,City of Charlottesville,104,City of Charlottesville,0.44,US 250 Main St,Grady Ave,7800,G,98%,0%,1%,0%,0%,0%,C,0.1043,F,0.5953,8400,G,2011,,,,,,,,,,,,,,,
613296, 104,03423,     ,104-3423,10th St,104,City of Charlottesville,104,City of Charlottesville,0.04,Grady Ave,Preston Ave,2600,G,98%,0%,1%,0%,0%,0%,F,0.0960,F,1.0000,2800,G,2011,,,,,,,,,,,,,,,
613272, 104,03425,     ,104-3425,14th St,104,City of Charlottesville,104,City of Charlottesville,0.46,Main St,Grady Ave,5100,G,96%,1%,3%,0%,0%,0%,C,0.0955,F,0.5693,5600,G,2011,,,,,,,,,,,,,,,
613297, 104,03425,     ,104-3425,Madison Ave,104,City of Charlottesville,104,City of Charlottesville,0.27,Grady Ave,Preston Ave,3500,G,94%,0%,6%,0%,0%,0%,F,0.0964,F,0.5925,3700,G,2011,,,,,,,,,,,,,,,
613295, 104,03425,     ,104-3425,Madison Ave,104,City of Charlottesville,104,City of Charlottesville,0.32,Dead End,Rose Hill Dr,220,G,94%,0%,6%,0%,0%,0%,C,0.1442,F,0.5806,230,G,2011,,,,,,,,,,,,,,,
613212, 104,03427,     ,104-3427,Rugby Rd,104,City of Charlottesville,104,City of Charlottesville,0.49,Grady Rd,Preston Ave,5300,G,99%,0%,0%,0%,0%,0%,C,0.0968,F,0.5569,5600,G,2011,,,,,,,,,,,,,,,
613214, 104,03429,     ,104-3429,Rose Hill Dr,104,City of Charlottesville,104,City of Charlottesville,0.65,Preston Ave,Rugby Ave,7000,G,97%,1%,2%,0%,0%,0%,C,0.1044,F,0.7125,7500,G,2011,,,,,,,,,,,,,,,
613273, 104,03431,     ,104-3431,Preston Ave,104,City of Charlottesville,104,City of Charlottesville,0.23,Grady Ave,Madison Ave,13000,G,98%,0%,1%,0%,0%,0%,F,0.0799,F,0.5179,14000,G,2011,,,,,,,,,,,,,,,
613213, 104,03431,     ,104-3431,Preston Ave,104,City of Charlottesville,104,City of Charlottesville,0.28,Madison Ave,Rugby Rd,15000,G,98%,0%,1%,0%,0%,0%,C,0.0811,F,0.5178,16000,G,2011,,,,,,,,,,,,,,,
613208, 104,03431,     ,104-3431,Rugby Rd,104,City of Charlottesville,104,City of Charlottesville,0.14,Preston Ave,Barracks Rd,19000,G,98%,0%,1%,0%,0%,0%,F,0.0852,F,0.5485,21000,G,2011,,,,,,,,,,,,,,,
613256, 104,03431,     ,104-3431,Rugby Rd,104,City of Charlottesville,104,City of Charlottesville,0.89,Barracks Rd,US 250,1900,G,98%,0%,1%,0%,0%,0%,F,0.1249,F,0.8933,2000,G,2011,,,,,,,,,,,,,,,
613279, 104,03431,     ,104-3431,Brandywine Dr,104,City of Charlottesville,104,City of Charlottesville,0.07,US 250,Hydraulic Rd,3300,N,98%,0%,1%,0%,0%,0%,N,0.1243,N,0.6072,3500,N,2011,,,,,,,,,,,,,,,
613276, 104,03431,     ,104-3431,Brandywine Dr,104,City of Charlottesville,104,City of Charlottesville,0.95,Hydraulic Rd,Greenbrier Dr,3300,G,98%,0%,1%,0%,0%,0%,C,0.1243,F,0.6072,3500,G,2011,,,,,,,,,,,,,,,
613307, 104,03431,     ,104-3431,Greenbrier Dr,104,City of Charlottesville,104,City of Charlottesville,0.33,Brandywine Dr,Tarleton Dr,3100,G,98%,0%,1%,0%,0%,0%,C,0.1235,F,0.6029,3200,G,2011,,,,,,,,,,,,,,,
613308, 104,03431,     ,104-3431,Greenbriar Dr,104,City of Charlottesville,104,City of Charlottesville,0.44,Tarleton Dr,NCL Charlottesville,2900,G,98%,1%,1%,0%,0%,0%,C,0.1167,F,0.5499,3000,G,2011,,,,,,,,,,,,,,,
613298, 104,03433,     ,104-3433,Arlington Blvd,104,City of Charlottesville,104,City of Charlottesville,0.34,Massie Rd,Emmet St,8200,G,96%,0%,3%,0%,0%,0%,F,0.0920,F,0.6600,8800,G,2011,,,,,,,,,,,,,,,
613205, 104,03435,     ,104-3435,Barracks Rd,104,City of Charlottesville,104,City of Charlottesville,0.50,Rugby Rd,Emmet St,16000,G,99%,0%,1%,0%,0%,0%,F,0.0825,F,0.5239,18000,G,2011,,,,,,,,,,,,,,,
613277, 104,03435,     ,104-3435,Barracks Rd,104,City of Charlottesville,104,City of Charlottesville,0.37,Emmet St,WCL Charlottesville,19000,G,99%,0%,1%,0%,0%,0%,C,0.0847,F,0.6180,20000,G,2011,,,,,,,,,,,,,,,
613309, 104,03437,     ,104-3437,Meadowbrook Heights,104,City of Charlottesville,104,City of Charlottesville,0.67,US 250,Yorktown Dr,1000,G,99%,0%,1%,0%,0%,0%,C,0.1338,F,0.6781,1100,G,2011,,,,,,,,,,,,,,,
613202, 104,03439,     ,104-3439,Hydraulic Rd,104,City of Charlottesville,104,City of Charlottesville,0.35,US 250,US 29 Emmett St,29000,G,98%,0%,1%,0%,0%,0%,C,0.0879,F,0.5650,31000,G,2011,,,,,,,,,,,,,,,
513044, 104,00000,     ,104-0,14th St,104,City of Charlottesville,104,City of Charlottesville,0.00,US 250 University Ave,Sadler St,6100,G,,,,,,,X,0.0855,F,0.5220,6500,G,2011,,,,,,,,,,,,,,,
513019, 104,00000,     ,104-0,Albemarle St,104,City of Charlottesville,104,City of Charlottesville,0.00,Henry Ave,Concord Ave,170,G,,,,,,,X,,,,180,G,2011,,,,,,,,,,,,,,,
513017, 104,00000,     ,104-0,Augusta St,104,City of Charlottesville,104,City of Charlottesville,0.00,Amherst St,Dead End,110,G,,,,,,,X,,,,120,G,2011,,,,,,,,,,,,,,,
513032, 104,00000,     ,104-0,Azalea Dr,104,City of Charlottesville,104,City of Charlottesville,0.00,Garden Dr,Jefferson Park Ave,250,G,,,,,,,X,,,,280,G,2011,,,,,,,,,,,,,,,
513004, 104,00000,     ,104-0,Banburry St,104,City of Charlottesville,104,City of Charlottesville,0.00,Greenbrier Dr,Tarleton Dr,220,G,,,,,,,X,0.1175,F,0.5439,230,G,2011,,,,,,,,,,,,,,,
513018, 104,00000,     ,104-0,Birdwood Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,US 250 Bypass,Edge Hill Rd,320,G,,,,,,,X,,,,340,G,2011,,,,,,,,,,,,,,,
513036, 104,00000,     ,104-0,Blenheim Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Castalia St,Monticello Ave,240,G,,,,,,,X,,,,260,G,2011,,,,,,,,,,,,,,,
513001, 104,00000,     ,104-0,Brandywine Dr,104,City of Charlottesville,104,City of Charlottesville,0.00,Marie Pl,Melissa Pl,330,G,,,,,,,X,,,,350,G,2011,,,,,,,,,,,,,,,
513041, 104,00000,     ,104-0,Cleveland Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Jefferson Park Ave,Hammond St,2900,G,,,,,,,X,,,,3200,G,2011,,,,,,,,,,,,,,,
513025, 104,00000,     ,104-0,Coleman St,104,City of Charlottesville,104,City of Charlottesville,0.00,Belleview Ave,St George Ave,240,G,,,,,,,X,,,,250,G,2011,,,,,,,,,,,,,,,
513028, 104,00000,     ,104-0,Dice St,104,City of Charlottesville,104,City of Charlottesville,0.00,7th St,6th St,800,G,,,,,,,X,,,,840,G,2011,,,,,,,,,,,,,,,
613615, 104,00000,     ,104-0,Essex Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Brandywine Dr,Meadowbrook Heights Rd,370,G,,,,,,,X,0.1467,F,0.7023,410,G,2011,,,,,,,,,,,,,,,
613614, 104,00000,     ,104-0,Evergreen Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Park St.,Lyons Ct.,230,G,,,,,,,X,,,,250,G,2011,,,,,,,,,,,,,,,
613612, 104,00000,     ,104-0,Fendall Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Fendall Terrace,Winston Terrace,230,G,,,,,,,X,,,,250,G,2011,,,,,,,,,,,,,,,
513027, 104,00000,     ,104-0,Grove St,104,City of Charlottesville,104,City of Charlottesville,0.00,10th St,Jones St,280,G,,,,,,,X,,,,300,G,2011,,,,,,,,,,,,,,,
613611, 104,00000,     ,104-0,Hampton St,104,City of Charlottesville,104,City of Charlottesville,0.00,Rives St,Nassau Street,310,G,,,,,,,X,,,,330,G,2011,,,,,,,,,,,,,,,
513007, 104,00000,     ,104-0,Hessian Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Barracks Rd,Blue Ridge Rd,80,G,,,,,,,X,,,,90,G,2011,,,,,,,,,,,,,,,
513008, 104,00000,     ,104-0,Hilltop Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Blue Ridge Rd,Meadowbrook Rd,260,G,,,,,,,X,,,,270,G,2011,,,,,,,,,,,,,,,
513021, 104,00000,     ,104-0,Holmes Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,North Ave,Elizabeth Ave,2000,G,,,,,,,X,,,,2100,G,2011,,,,,,,,,,,,,,,
613618, 104,00000,     ,104-0,John St,104,City of Charlottesville,104,City of Charlottesville,0.00,13th Street,14th Street,1300,G,,,,,,,X,,,,1400,G,2011,,,,,,,,,,,,,,,
513013, 104,00000,     ,104-0,Kent Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Alderman Rd,Minor Rd,110,G,,,,,,,X,,,,120,G,2011,,,,,,,,,,,,,,,
513003, 104,00000,     ,104-0,Kerry Lane,104,City of Charlottesville,104,City of Charlottesville,0.00,Greenbrier Dr,Hillwood Pl,300,G,,,,,,,X,,,,310,G,2011,,,,,,,,,,,,,,,
513026, 104,00000,     ,104-0,Lee St,104,City of Charlottesville,104,City of Charlottesville,0.00,Jefferson Park Ave,11th St,6500,G,,,,,,,X,0.0833,F,0.8963,6900,G,2011,,,,,,,,,,,,,,,
513014, 104,00000,     ,104-0,Lewis Mountain Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Lewis Mountain Circle,Cameron Lane,560,G,,,,,,,X,,,,590,G,2011,,,,,,,,,,,,,,,
513040, 104,00000,     ,104-0,Linden St,104,City of Charlottesville,104,City of Charlottesville,0.00,Nassau St,Monticello Rd,2000,G,,,,,,,X,,,,2200,G,2011,,,,,,,,,,,,,,,
513034, 104,00000,     ,104-0,McElroy Dr,104,City of Charlottesville,104,City of Charlottesville,0.00,Marion Ct,Troost Ct,140,G,,,,,,,X,,,,140,G,2011,,,,,,,,,,,,,,,
513005, 104,00000,     ,104-0,Meadowbrook Heights Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Meadowbrook Ct,Yorktown Dr,540,G,,,,,,,X,,,,580,G,2011,,,,,,,,,,,,,,,
513006, 104,00000,     ,104-0,Meadowbrook Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Morton Dr,Hilltop Rd,340,G,,,,,,,X,,,,360,G,2011,,,,,,,,,,,,,,,
513002, 104,00000,     ,104-0,Michael Pl,104,City of Charlottesville,104,City of Charlottesville,0.00,Wilson Ct,Brandywine Dr,530,G,,,,,,,X,0.1612,F,0.5025,570,G,2011,,,,,,,,,,,,,,,
513012, 104,00000,     ,104-0,Minor Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Alderman Rd,Bolling Wood Rd,120,G,,,,,,,X,0.1461,F,0.6154,120,G,2011,,,,,,,,,,,,,,,
513035, 104,00000,     ,104-0,Monte Vista Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Middleton Lane,Jefferson Park Ave,380,G,,,,,,,X,,,,400,G,2011,,,,,,,,,,,,,,,
513037, 104,00000,     ,104-0,Monticello Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Elliot Ave,Montrose Ave,2000,G,,,,,,,X,,,,2200,G,2011,,,,,,,,,,,,,,,
513011, 104,00000,     ,104-0,Morris Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Twyman Rd,Alderman Rd,150,G,,,,,,,X,0.1682,F,0.8000,160,G,2011,,,,,,,,,,,,,,,
613613, 104,00000,     ,104-0,Oxford Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Rugby Rd,Welford St.,290,G,,,,,,,X,,,,310,G,2011,,,,,,,,,,,,,,,
613619, 104,00000,     ,104-0,Palantine Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Avon St.,Rialto St.,170,G,,,,,,,X,,,,180,G,2011,,,,,,,,,,,,,,,
513039, 104,00000,     ,104-0,Palatine Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Monticello Ave,Castalia St,830,G,,,,,,,X,,,,900,G,2011,,,,,,,,,,,,,,,
513033, 104,00000,     ,104-0,Park Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Jefferson Park Ave,Brunswick Rd,280,G,,,,,,,X,,,,290,G,2011,,,,,,,,,,,,,,,
513043, 104,00000,     ,104-0,Park St,104,City of Charlottesville,104,City of Charlottesville,0.00,Cutler Lane,Melbourne Rd,10000,G,,,,,,,X,,,,11000,G,2011,,,,,,,,,,,,,,,
513030, 104,00000,     ,104-0,Ridge Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Lankford Ave,Barksdale St,2200,G,,,,,,,X,,,,2400,G,2011,,,,,,,,,,,,,,,
513022, 104,00000,     ,104-0,River Ct,104,City of Charlottesville,104,City of Charlottesville,0.00,River Rd,Dead End,120,G,,,,,,,X,,,,130,G,2011,,,,,,,,,,,,,,,
513024, 104,00000,     ,104-0,River Vista Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,St Clair Ave,Coleman St,210,G,,,,,,,X,,,,220,G,2011,,,,,,,,,,,,,,,
513038, 104,00000,     ,104-0,Rives St,104,City of Charlottesville,104,City of Charlottesville,0.00,Vine St,Midland St,680,G,,,,,,,X,,,,740,G,2011,,,,,,,,,,,,,,,
513023, 104,00000,     ,104-0,Saint Clair Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Saint George Ave,Smith St,270,G,,,,,,,X,,,,290,G,2011,,,,,,,,,,,,,,,
513020, 104,00000,     ,104-0,Second St,104,City of Charlottesville,104,City of Charlottesville,0.00,Wine St,Northwood Cir,820,G,,,,,,,X,,,,890,G,2011,,,,,,,,,,,,,,,
513042, 104,00000,     ,104-0,Shamrock Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Broad Ave,Mulberry Ave,2600,G,,,,,,,X,,,,2900,G,2011,,,,,,,,,,,,,,,
613616, 104,00000,     ,104-0,Spottswood Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Meadowbrook Rd,Blue Ridge Rd,160,G,,,,,,,X,0.1671,F,0.6393,170,G,2011,,,,,,,,,,,,,,,
613617, 104,00000,     ,104-0,Stonefield Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Mason Lane,Rugby Ave,60,G,,,,,,,X,,,,60,G,2011,,,,,,,,,,,,,,,
513031, 104,00000,     ,104-0,Sunset Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Stribling Ave,Sunset Ave,240,G,,,,,,,X,,,,250,G,2011,,,,,,,,,,,,,,,
513015, 104,00000,     ,104-0,Thompson Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Alderman Rd,Fauquier Rd,610,G,,,,,,,X,,,,640,G,2011,,,,,,,,,,,,,,,
513009, 104,00000,     ,104-0,Westview Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Cottage Lane,Rosser Lane,360,G,,,,,,,X,,,,380,G,2011,,,,,,,,,,,,,,,
513016, 104,00000,     ,104-0,Westwood Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Rose Hill Dr,Greenway Rd,210,G,,,,,,,X,,,,220,G,2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
