748766,  51,00636,     ,51-636,The Lane,242,Town of Irvington,051,Lancaster County,0.35,51-746 Cedardale Lane,Dead End,220,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748810,  51,00657,     ,51-657,Rappahannock Rd,242,Town of Irvington,051,Lancaster County,0.11,Dead End,51-633 Carters Creek Rd,220,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748836,  51,00672,     ,51-672,Virginia Rd,242,Town of Irvington,051,Lancaster County,0.05,51-634 King Carter Dr,51-727 Lancaster Rd,200,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748837,  51,00672,     ,51-672,Virginia Rd,242,Town of Irvington,051,Lancaster County,0.11,51-727 Lancaster Rd,51-781 York Rd,160,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748838,  51,00672,     ,51-672,Virginia Rd,242,Town of Irvington,051,Lancaster County,0.08,51-781 York Rd,Dead End,30,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748897,  51,00715,     ,51-715,Tavern Rd,242,Town of Irvington,051,Lancaster County,0.09,51-634 King Carter Dr,51-768 Chesapeake Dr,140,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748898,  51,00715,     ,51-715,Tavern Rd,242,Town of Irvington,051,Lancaster County,0.10,51-768 Chesapeake Dr,Dead End,270,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748902,  51,00719,     ,51-719,Quails Trail,242,Town of Irvington,051,Lancaster County,0.31,Dead End,51-634 King Carter Dr,20,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748904,  51,00721,     ,51-721,Railway Rd,242,Town of Irvington,051,Lancaster County,0.09,Dead End,51-634 King Carter Dr,30,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748910,  51,00727,     ,51-727,Lancaster Rd,242,Town of Irvington,051,Lancaster County,0.08,Dead End,51-672 Virginia Rd,40,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748931,  51,00746,     ,51-746,Cedardale Lane,242,Town of Irvington,051,Lancaster County,0.10,Dead End,51-636 The Lane,50,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748944,  51,00758,     ,51-758,Edgewood Lane,242,Town of Irvington,051,Lancaster County,0.18,Dead End,51-634 King Carter Dr,70,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748956,  51,00768,     ,51-768,Chesapeake Dr,242,Town of Irvington,051,Lancaster County,0.07,51-769 Chesapeake Dr,51-1303 Pine Circle,110,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748957,  51,00768,     ,51-768,Chesapeake Dr,242,Town of Irvington,051,Lancaster County,0.07,51-1303 Pine Circle,51-1302 Holly Circle,140,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748958,  51,00768,     ,51-768,Chesapeake Dr,242,Town of Irvington,051,Lancaster County,0.12,51-1302 Holly Circle,51-1301 Cedar Circle,270,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748959,  51,00768,     ,51-768,Chesapeake Dr,242,Town of Irvington,051,Lancaster County,0.13,51-1301 Cedar Circle,51-715 Tavern Rd,190,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748960,  51,00769,     ,51-769,Chesapeake Dr,242,Town of Irvington,051,Lancaster County,0.25,51-768 Chesapeake Dr,Dead End,60,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
748970,  51,00776,     ,51-776,Seafood Lane,242,Town of Irvington,051,Lancaster County,0.09,Dead End,51-635 Steamboat Rd,150,R,,,,,,,X,,,,,,08/18/2008,,,,,,,,,,,,,,,
748977,  51,00781,     ,51-781,York Rd,242,Town of Irvington,051,Lancaster County,0.10,51-672 Virginia Rd,Dead End,50,R,,,,,,,X,,,,,,08/18/2008,,,,,,,,,,,,,,,
748985,  51,00787,     ,51-787,Glebe Rd,242,Town of Irvington,051,Lancaster County,0.63,Dead End,SR 200 Irvington Rd,130,R,,,,,,,X,,,,,,08/18/2008,,,,,,,,,,,,,,,
749120,  51,01301,     ,51-1301,Cedar Circle,242,Town of Irvington,051,Lancaster County,0.05,Dead End,51-768 Chesapeake Dr,10,R,,,,,,,X,,,,,,08/18/2008,,,,,,,,,,,,,,,
749121,  51,01302,     ,51-1302,Holly Circle,242,Town of Irvington,051,Lancaster County,0.05,Dead End,51-768 Chesapeake Dr,20,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
749122,  51,01303,     ,51-1303,Pine Circle,242,Town of Irvington,051,Lancaster County,0.10,51-768 Chesapeake Dr,Dead End,40,R,,,,,,,X,,,,,,04/07/2011,,,,,,,,,,,,,,,
749123,  51,01304,     ,51-1304,Old Mill Cove Rd,242,Town of Irvington,051,Lancaster County,0.34,SR 200 Irvington Rd,Cul-de-Sac,90,R,,,,,,,X,,,,,,08/14/2008,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
