1,Bristol District,084,Scott County,7,Rural Major Collector,,,              ,56,419,0.09%,0.03%,,,,49,452,0.05%,0.02%,,,,0,0.00%,0.00%,,,,105,871,0.05%,,
1,Bristol District,084,Scott County,8,Rural Minor Collector,,,              ,6,548,0.01%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,6,548,0.00%,,
1,Bristol District,084,Scott County,9,Rural Local System,,,              ,104,439,0.16%,0.05%,,,,1,171,0.00%,0.00%,,,,0,0.00%,0.00%,,,,105,610,0.05%,,
1,Bristol District,084,Scott County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,32,049,0.04%,0.01%,,,,0,0.00%,0.00%,,,,32,049,0.01%,,
1,Bristol District,084,Scott County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,102,498,0.11%,0.05%,,,,0,0.00%,0.00%,,,,102,498,0.05%,,
1,Bristol District,084,Scott County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,42,094,0.05%,0.02%,,,,0,0.00%,0.00%,,,,42,094,0.02%,,
1,Bristol District,084,Scott County,17,Urban Collector,,,              ,19,296,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,19,296,0.01%,,
1,Bristol District,084,Scott County,19,Urban Local System,,,              ,10,929,0.02%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,929,0.00%,,
1,Bristol District,084,Scott County Total:,,,,,,197,632,0.30%,0.09%,,,,552,873,0.61%,0.25%,,,,0,0.00%,0.00%,,,,750,505,0.34%,,
1,Bristol District,086,Smyth County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,599,438,0.91%,0.27%,,,,599,438,0.27%,,
1,Bristol District,086,Smyth County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,32,026,0.04%,0.01%,,,,0,0.00%,0.00%,,,,32,026,0.01%,,
1,Bristol District,086,Smyth County,7,Rural Major Collector,,,              ,78,130,0.12%,0.04%,,,,127,207,0.14%,0.06%,,,,0,0.00%,0.00%,,,,205,337,0.09%,,
1,Bristol District,086,Smyth County,8,Rural Minor Collector,,,              ,10,648,0.02%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,648,0.00%,,
1,Bristol District,086,Smyth County,9,Rural Local System,,,              ,122,106,0.19%,0.06%,,,,1,642,0.00%,0.00%,,,,0,0.00%,0.00%,,,,123,748,0.06%,,
1,Bristol District,086,Smyth County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,25,131,0.04%,0.01%,,,,25,131,0.01%,,
1,Bristol District,086,Smyth County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,23,191,0.03%,0.01%,,,,0,0.00%,0.00%,,,,23,191,0.01%,,
1,Bristol District,086,Smyth County,17,Urban Collector,,,              ,2,577,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,577,0.00%,,
1,Bristol District,086,Smyth County,19,Urban Local System,,,              ,1,314,0.00%,0.00%,,,,2,808,0.00%,0.00%,,,,0,0.00%,0.00%,,,,4,121,0.00%,,
1,Bristol District,086,Smyth County Total:,,,,,,214,774,0.33%,0.10%,,,,186,874,0.21%,0.08%,,,,624,569,0.95%,0.28%,,,,1,026,216,0.46%,,
1,Bristol District,092,Tazewell County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,416,075,0.46%,0.19%,,,,0,0.00%,0.00%,,,,416,075,0.19%,,
1,Bristol District,092,Tazewell County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,29,310,0.03%,0.01%,,,,0,0.00%,0.00%,,,,29,310,0.01%,,
1,Bristol District,092,Tazewell County,7,Rural Major Collector,,,              ,65,766,0.10%,0.03%,,,,75,629,0.08%,0.03%,,,,0,0.00%,0.00%,,,,141,395,0.06%,,
1,Bristol District,092,Tazewell County,8,Rural Minor Collector,,,              ,7,799,0.01%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,7,799,0.00%,,
1,Bristol District,092,Tazewell County,9,Rural Local System,,,              ,115,312,0.18%,0.05%,,,,565,0.00%,0.00%,,,,0,0.00%,0.00%,,,,115,877,0.05%,,
1,Bristol District,092,Tazewell County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,42,389,0.05%,0.02%,,,,0,0.00%,0.00%,,,,42,389,0.02%,,
1,Bristol District,092,Tazewell County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,148,607,0.16%,0.07%,,,,0,0.00%,0.00%,,,,148,607,0.07%,,
1,Bristol District,092,Tazewell County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,10,012,0.01%,0.00%,,,,0,0.00%,0.00%,,,,10,012,0.00%,,
1,Bristol District,092,Tazewell County,17,Urban Collector,,,              ,3,310,0.01%,0.00%,,,,7,557,0.01%,0.00%,,,,0,0.00%,0.00%,,,,10,867,0.00%,,
1,Bristol District,092,Tazewell County,19,Urban Local System,,,              ,8,095,0.01%,0.00%,,,,261,0.00%,0.00%,,,,0,0.00%,0.00%,,,,8,357,0.00%,,
1,Bristol District,092,Tazewell County Total:,,,,,,200,282,0.31%,0.09%,,,,730,405,0.81%,0.33%,,,,0,0.00%,0.00%,,,,930,687,0.42%,,
1,Bristol District,095,Washington County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,371,123,0.56%,0.17%,,,,371,123,0.17%,,
1,Bristol District,095,Washington County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,147,247,0.16%,0.07%,,,,0,0.00%,0.00%,,,,147,247,0.07%,,
1,Bristol District,095,Washington County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,83,950,0.09%,0.04%,,,,0,0.00%,0.00%,,,,83,950,0.04%,,
1,Bristol District,095,Washington County,7,Rural Major Collector,,,              ,88,814,0.14%,0.04%,,,,134,880,0.15%,0.06%,,,,0,0.00%,0.00%,,,,223,694,0.10%,,
1,Bristol District,095,Washington County,8,Rural Minor Collector,,,              ,19,917,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,19,917,0.01%,,
1,Bristol District,095,Washington County,9,Rural Local System,,,              ,192,881,0.30%,0.09%,,,,2,203,0.00%,0.00%,,,,0,0.00%,0.00%,,,,195,084,0.09%,,
1,Bristol District,095,Washington County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,967,577,1.47%,0.44%,,,,967,577,0.44%,,
1,Bristol District,095,Washington County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,27,411,0.03%,0.01%,,,,0,0.00%,0.00%,,,,27,411,0.01%,,
1,Bristol District,095,Washington County,16,Urban Minor Arterial,,,              ,11,349,0.02%,0.01%,,,,77,807,0.09%,0.04%,,,,0,0.00%,0.00%,,,,89,156,0.04%,,
1,Bristol District,095,Washington County,17,Urban Collector,,,              ,43,722,0.07%,0.02%,,,,569,0.00%,0.00%,,,,0,0.00%,0.00%,,,,44,291,0.02%,,
1,Bristol District,095,Washington County,19,Urban Local System,,,              ,44,865,0.07%,0.02%,,,,1,389,0.00%,0.00%,,,,0,0.00%,0.00%,,,,46,255,0.02%,,
1,Bristol District,095,Washington County Total:,,,,,,401,548,0.62%,0.18%,,,,475,457,0.52%,0.21%,,,,1,338,700,2.03%,0.60%,,,,2,215,705,1.00%,,
1,Bristol District,097,Wise County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,463,748,0.51%,0.21%,,,,0,0.00%,0.00%,,,,463,748,0.21%,,
1,Bristol District,097,Wise County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,39,208,0.04%,0.02%,,,,0,0.00%,0.00%,,,,39,208,0.02%,,
1,Bristol District,097,Wise County,7,Rural Major Collector,,,              ,86,586,0.13%,0.04%,,,,151,465,0.17%,0.07%,,,,0,0.00%,0.00%,,,,238,051,0.11%,,
1,Bristol District,097,Wise County,8,Rural Minor Collector,,,              ,14,401,0.02%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,14,401,0.01%,,
1,Bristol District,097,Wise County,9,Rural Local System,,,              ,153,004,0.24%,0.07%,,,,4,215,0.00%,0.00%,,,,0,0.00%,0.00%,,,,157,218,0.07%,,
1,Bristol District,097,Wise County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,82,803,0.09%,0.04%,,,,0,0.00%,0.00%,,,,82,803,0.04%,,
1,Bristol District,097,Wise County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,55,049,0.06%,0.02%,,,,0,0.00%,0.00%,,,,55,049,0.02%,,
1,Bristol District,097,Wise County,16,Urban Minor Arterial,,,              ,11,882,0.02%,0.01%,,,,31,962,0.04%,0.01%,,,,0,0.00%,0.00%,,,,43,843,0.02%,,
1,Bristol District,097,Wise County,17,Urban Collector,,,              ,11,663,0.02%,0.01%,,,,5,389,0.01%,0.00%,,,,0,0.00%,0.00%,,,,17,052,0.01%,,
1,Bristol District,097,Wise County,19,Urban Local System,,,              ,5,382,0.01%,0.00%,,,,3,930,0.00%,0.00%,,,,0,0.00%,0.00%,,,,9,312,0.00%,,
1,Bristol District,097,Wise County Total:,,,,,,282,918,0.44%,0.13%,,,,837,769,0.92%,0.38%,,,,0,0.00%,0.00%,,,,1,120,687,0.51%,,
1,Bristol District,098,Wythe County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,216,563,1.85%,0.55%,,,,1,216,563,0.55%,,
1,Bristol District,098,Wythe County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,46,026,0.05%,0.02%,,,,0,0.00%,0.00%,,,,46,026,0.02%,,
1,Bristol District,098,Wythe County,7,Rural Major Collector,,,              ,59,242,0.09%,0.03%,,,,113,645,0.13%,0.05%,,,,0,0.00%,0.00%,,,,172,887,0.08%,,
1,Bristol District,098,Wythe County,8,Rural Minor Collector,,,              ,2,790,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,790,0.00%,,
1,Bristol District,098,Wythe County,9,Rural Local System,,,              ,98,425,0.15%,0.04%,,,,85,537,0.09%,0.04%,,,,0,0.00%,0.00%,,,,183,962,0.08%,,
1,Bristol District,098,Wythe County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,213,792,0.32%,0.10%,,,,213,792,0.10%,,
1,Bristol District,098,Wythe County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,1,859,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,859,0.00%,,
1,Bristol District,098,Wythe County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,457,0.00%,0.00%,,,,0,0.00%,0.00%,,,,457,0.00%,,
1,Bristol District,098,Wythe County,17,Urban Collector,,,              ,0,0.00%,0.00%,,,,1,204,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,204,0.00%,,
1,Bristol District,098,Wythe County,19,Urban Local System,,,              ,2,137,0.00%,0.00%,,,,5,360,0.01%,0.00%,,,,0,0.00%,0.00%,,,,7,498,0.00%,,
1,Bristol District,098,Wythe County Total:,,,,,,162,594,0.25%,0.07%,,,,254,089,0.28%,0.11%,,,,1,430,355,2.17%,0.65%,,,,1,847,038,0.83%,,
1,Bristol District,140,Town of Abingdon,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,40,466,0.04%,0.02%,,,,0,0.00%,0.00%,,,,40,466,0.02%,,
1,Bristol District,140,Town of Abingdon,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,74,447,0.08%,0.03%,,,,0,0.00%,0.00%,,,,74,447,0.03%,,
1,Bristol District,140,Town of Abingdon,17,Urban Collector,,,              ,17,325,0.03%,0.01%,,,,7,522,0.01%,0.00%,,,,0,0.00%,0.00%,,,,24,847,0.01%,,
1,Bristol District,140,Town of Abingdon,19,Urban Local System,,,              ,27,141,0.04%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,27,141,0.01%,,
1,Bristol District,140,Town of Abingdon Total:,,,,,,44,465,0.07%,0.02%,,,,122,436,0.13%,0.06%,,,,0,0.00%,0.00%,,,,166,901,0.08%,,
1,Bristol District,101,Town of Big Stone Gap,16,Urban Minor Arterial,,,              ,16,669,0.03%,0.01%,,,,27,646,0.03%,0.01%,,,,0,0.00%,0.00%,,,,44,315,0.02%,,
1,Bristol District,101,Town of Big Stone Gap,17,Urban Collector,,,              ,2,398,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,2,398,0.00%,,
1,Bristol District,101,Town of Big Stone Gap,19,Urban Local System,,,              ,15,027,0.02%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,15,027,0.01%,,
1,Bristol District,101,Town of Big Stone Gap Total:,,,,,,34,094,0.05%,0.02%,,,,27,646,0.03%,0.01%,,,,0,0.00%,0.00%,,,,61,740,0.03%,,
1,Bristol District,143,Town of Bluefield,16,Urban Minor Arterial,,,              ,1,286,0.00%,0.00%,,,,25,046,0.03%,0.01%,,,,0,0.00%,0.00%,,,,26,331,0.01%,,
1,Bristol District,143,Town of Bluefield,17,Urban Collector,,,              ,11,472,0.02%,0.01%,,,,13,746,0.02%,0.01%,,,,0,0.00%,0.00%,,,,25,218,0.01%,,
1,Bristol District,143,Town of Bluefield,19,Urban Local System,,,              ,19,441,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,19,441,0.01%,,
1,Bristol District,143,Town of Bluefield Total:,,,,,,32,199,0.05%,0.01%,,,,38,791,0.04%,0.02%,,,,0,0.00%,0.00%,,,,70,990,0.03%,,
1,Bristol District,102,City of Bristol,14,Urban Principal Arterial - Other,,,              ,1,499,0.00%,0.00%,,,,74,753,0.08%,0.03%,,,,0,0.00%,0.00%,,,,76,251,0.03%,,
1,Bristol District,102,City of Bristol,16,Urban Minor Arterial,,,              ,61,969,0.10%,0.03%,,,,52,572,0.06%,0.02%,,,,0,0.00%,0.00%,,,,114,541,0.05%,,
1,Bristol District,102,City of Bristol,17,Urban Collector,,,              ,36,936,0.06%,0.02%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,36,936,0.02%,,
1,Bristol District,102,City of Bristol,19,Urban Local System,,,              ,31,378,0.05%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,31,378,0.01%,,
1,Bristol District,102,City of Bristol Total:,,,,,,131,782,0.20%,0.06%,,,,127,324,0.14%,0.06%,,,,0,0.00%,0.00%,,,,259,107,0.12%,,
1,Bristol District,252,Town of Lebanon,6,Rural Minor Arterial,,,              ,3,235,0.00%,0.00%,,,,39,146,0.04%,0.02%,,,,0,0.00%,0.00%,,,,42,381,0.02%,,
1,Bristol District,252,Town of Lebanon,7,Rural Major Collector,,,              ,1,014,0.00%,0.00%,,,,2,363,0.00%,0.00%,,,,0,0.00%,0.00%,,,,3,377,0.00%,,
1,Bristol District,252,Town of Lebanon,9,Rural Local System,,,              ,22,922,0.04%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,22,922,0.01%,,
1,Bristol District,252,Town of Lebanon Total:,,,,,,27,171,0.04%,0.01%,,,,41,509,0.05%,0.02%,,,,0,0.00%,0.00%,,,,68,680,0.03%,,
1,Bristol District,119,Town of Marion,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,52,263,0.06%,0.02%,,,,0,0.00%,0.00%,,,,52,263,0.02%,,
1,Bristol District,119,Town of Marion,17,Urban Collector,,,              ,13,951,0.02%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,13,951,0.01%,,
1,Bristol District,119,Town of Marion,19,Urban Local System,,,              ,14,419,0.02%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,14,419,0.01%,,
1,Bristol District,119,Town of Marion Total:,,,,,,28,370,0.04%,0.01%,,,,52,263,0.06%,0.02%,,,,0,0.00%,0.00%,,,,80,633,0.04%,,
1,Bristol District,146,City of Norton,16,Urban Minor Arterial,,,              ,4,955,0.01%,0.00%,,,,27,820,0.03%,0.01%,,,,0,0.00%,0.00%,,,,32,775,0.01%,,
1,Bristol District,146,City of Norton,17,Urban Collector,,,              ,2,924,0.00%,0.00%,,,,2,841,0.00%,0.00%,,,,0,0.00%,0.00%,,,,5,765,0.00%,,
1,Bristol District,146,City of Norton,19,Urban Local System,,,              ,17,692,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,17,692,0.01%,,
1,Bristol District,146,City of Norton Total:,,,,,,25,571,0.04%,0.01%,,,,30,661,0.03%,0.01%,,,,0,0.00%,0.00%,,,,56,232,0.03%,,
1,Bristol District,148,Town of Richlands,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,23,020,0.03%,0.01%,,,,0,0.00%,0.00%,,,,23,020,0.01%,,
1,Bristol District,148,Town of Richlands,17,Urban Collector,,,              ,9,025,0.01%,0.00%,,,,1,072,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,097,0.00%,,
1,Bristol District,148,Town of Richlands,19,Urban Local System,,,              ,31,446,0.05%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,31,446,0.01%,,
1,Bristol District,148,Town of Richlands Total:,,,,,,40,471,0.06%,0.02%,,,,24,092,0.03%,0.01%,,,,0,0.00%,0.00%,,,,64,563,0.03%,,
1,Bristol District,295,Town of Saltville,7,Rural Major Collector,,,              ,7,117,0.01%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,7,117,0.00%,,
1,Bristol District,295,Town of Saltville,9,Rural Local System,,,              ,17,180,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,17,180,0.01%,,
1,Bristol District,295,Town of Saltville Total:,,,,,,24,297,0.04%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,24,297,0.01%,,
1,Bristol District,158,Town of Tazewell,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,4,852,0.01%,0.00%,,,,0,0.00%,0.00%,,,,4,852,0.00%,,
1,Bristol District,158,Town of Tazewell,7,Rural Major Collector,,,              ,2,177,0.00%,0.00%,,,,45,199,0.05%,0.02%,,,,0,0.00%,0.00%,,,,47,376,0.02%,,
